CS,ELE_qt7,SL_qt7,AMP_gmt7,AMT_uni6,AME_qt7,NDVI_jnb7,NL_std6,POP_qt7,GDP_qt4,DTW_std6,DTG_std6,DTH_qt7,DTC_qt7
172.85,3,2,4,4,3,4,1,5,2,5,2,4,3
175.54,2,1,4,4,6,4,1,4,2,2,1,2,2
242.45,3,1,4,3,2,5,1,4,2,2,2,4,3
175.54,2,4,4,4,6,6,1,4,2,2,2,2,4
175.54,2,6,3,5,6,0,1,4,2,2,3,0,2
264.75,2,3,4,4,6,6,1,5,2,4,2,4,2
264.75,3,5,4,4,4,5,1,3,2,4,2,3,4
220.15,3,4,4,3,3,4,1,4,2,3,2,4,0
264.75,3,5,4,4,4,6,1,4,2,4,1,0,2
264.75,3,6,4,4,3,4,1,4,2,3,2,3,4
239.76,2,3,4,4,5,4,1,4,2,2,2,3,3
264.75,3,3,4,4,5,5,1,4,3,2,2,3,2
264.75,3,3,4,3,3,4,1,4,2,2,2,4,1
164.78,2,4,4,4,6,5,1,4,2,2,2,3,0
239.76,3,2,4,3,3,6,1,4,2,3,2,3,4
164.78,2,2,3,5,6,4,1,4,2,3,2,3,4
264.75,3,5,4,3,3,4,1,3,2,3,2,4,2
175.54,2,5,3,5,6,2,1,3,2,2,3,5,4
167.47,2,4,4,5,6,4,1,4,3,2,2,0,1
220.15,3,3,4,4,6,5,1,4,2,3,2,4,5
264.75,3,4,4,4,3,5,1,3,2,3,3,4,4
171.6,1,6,4,5,6,0,1,5,2,1,2,3,0
264.75,2,6,4,4,6,4,1,6,2,2,1,0,0
175.54,2,2,4,4,6,4,1,6,2,5,2,0,5
264.75,3,6,4,4,3,5,1,3,2,2,1,2,4
264.75,3,3,4,4,5,6,1,4,2,2,2,1,5
164.78,1,2,3,5,6,0,1,5,2,1,1,1,2
264.75,4,4,4,3,2,4,1,3,2,3,2,3,5
264.75,2,6,4,4,4,6,1,4,2,4,2,3,4
214.77,2,3,4,5,6,4,1,4,3,2,2,2,1
239.76,2,3,3,5,6,3,1,5,2,3,2,0,4
264.75,2,2,4,4,6,4,1,4,2,3,2,3,4
175.54,2,5,4,4,5,3,1,5,2,4,2,4,0
220.15,2,2,4,4,4,5,1,4,2,3,2,4,3
164.78,3,5,4,4,3,4,1,4,2,4,2,4,0
264.75,2,2,3,5,6,4,1,4,3,3,3,3,2
164.78,2,3,4,4,6,4,1,4,3,3,2,1,3
164.78,1,2,3,5,6,0,1,6,2,1,2,0,0
175.54,2,5,4,4,5,4,1,4,2,2,3,3,1
264.75,2,6,4,4,5,6,1,4,2,2,2,1,2
164.78,2,5,4,5,6,3,1,4,2,2,3,0,2
264.75,3,3,3,4,6,4,1,4,2,2,3,5,3
214.77,2,1,3,4,6,4,1,5,2,1,3,4,3
239.76,2,4,4,4,6,5,1,6,3,2,1,0,2
0.19,2,0,4,5,6,3,1,6,3,3,2,0,1
264.75,3,3,4,3,2,6,1,4,2,3,3,5,2
264.75,3,6,4,4,3,6,1,4,2,2,2,1,4
189.77,3,2,4,4,3,6,1,4,2,3,2,1,4
264.75,2,4,4,4,6,3,1,5,3,2,2,1,2
175.54,2,6,3,5,6,0,1,4,2,2,3,3,4
264.75,3,6,4,4,3,6,1,4,2,3,1,3,3
264.75,2,1,3,5,6,4,1,5,3,2,2,1,2
167.47,2,3,4,5,6,3,1,4,2,4,1,1,2
264.75,3,4,4,3,3,6,1,3,2,5,2,3,1
175.54,3,3,4,4,3,5,1,4,2,4,2,4,4
175.54,1,5,4,5,6,0,1,4,2,1,3,0,0
242.45,3,5,4,3,3,5,1,3,2,2,2,2,3
170.16,3,3,4,3,3,4,1,4,2,4,2,3,4
264.75,3,6,4,3,3,6,1,3,2,3,2,3,5
264.75,2,2,4,4,6,6,1,4,2,3,2,2,4
164.78,2,2,4,4,4,5,1,5,2,4,2,1,5
170.16,2,1,4,5,6,4,1,6,3,2,2,0,1
264.75,3,3,4,4,3,4,1,4,2,3,1,2,4
239.76,2,3,3,4,6,3,1,4,3,2,3,1,3
264.75,3,2,4,4,3,4,1,5,2,3,2,2,3
164.78,2,0,4,5,6,3,1,6,3,3,1,0,0
264.75,2,6,4,4,6,6,1,4,2,2,2,1,4
264.75,2,1,3,5,6,3,1,5,2,3,3,1,4
264.75,3,4,4,3,3,6,1,3,2,5,2,4,3
165.25,2,6,3,5,6,0,1,4,2,1,3,6,3
189.77,2,4,3,5,6,3,1,4,2,2,3,3,4
164.78,2,0,4,5,6,4,1,5,2,3,2,1,4
175.54,3,2,4,3,3,4,1,4,2,5,1,2,2
164.78,3,2,4,3,2,4,1,4,2,5,2,3,1
172.85,2,4,4,4,5,4,1,4,2,3,2,2,3
220.15,3,3,4,3,2,4,1,3,2,5,2,4,2
264.75,2,4,4,4,6,6,1,4,2,4,2,4,1
175.54,3,2,4,3,2,4,1,3,2,6,2,3,3
264.75,2,6,3,5,6,0,1,5,2,2,3,5,4
242.45,2,5,4,4,5,6,1,3,2,4,2,3,5
214.77,2,4,4,4,5,5,1,4,2,3,1,1,1
239.76,2,4,3,5,6,5,1,5,2,3,2,2,1
220.15,2,4,4,5,6,5,1,6,3,2,2,2,2
220.15,2,4,4,4,6,6,1,4,2,2,2,1,4
170.16,2,2,4,4,6,3,1,4,2,6,2,4,0
264.75,2,5,4,4,6,6,1,4,3,2,2,1,2
175.54,1,3,3,5,6,2,1,2,2,1,3,4,2
170.91,2,3,3,5,6,0,1,5,2,2,1,0,1
189.77,2,0,3,4,6,4,1,6,2,4,2,4,3
264.75,3,2,3,4,6,4,1,5,2,2,3,2,3
264.75,2,3,3,5,6,3,1,5,2,1,2,1,3
239.76,3,2,4,4,5,6,1,5,2,3,2,4,1
175.54,3,2,4,3,2,3,1,3,2,3,2,3,4
264.75,3,6,4,4,4,3,1,4,2,2,3,2,3
175.54,3,4,4,4,3,5,1,4,2,4,2,2,5
91.63,2,0,4,5,6,3,1,6,3,2,2,0,1
170.16,3,2,4,3,2,3,1,4,2,3,2,4,5
264.75,3,2,4,4,3,6,1,3,2,3,2,5,4
264.75,2,6,4,4,6,5,1,3,3,2,2,1,2
175.54,2,4,4,4,6,4,1,6,3,2,1,1,2
264.75,2,2,4,4,6,4,1,4,3,3,2,3,3
239.76,3,2,4,4,5,6,1,4,3,2,2,2,3
175.54,3,1,4,3,3,3,1,5,2,5,2,2,3
175.54,2,5,4,4,6,6,1,4,2,3,3,3,1
242.45,2,4,3,4,6,3,1,4,2,2,3,3,0
214.76,3,3,4,4,3,4,1,5,2,3,2,1,4
197.84,3,2,4,4,4,4,1,6,2,6,1,0,1
175.54,3,4,4,4,4,4,1,4,2,3,2,3,4
264.75,2,5,4,4,6,6,1,3,2,2,3,1,2
264.75,2,1,4,4,6,5,1,5,2,3,1,1,2
189.77,2,5,4,4,4,4,1,5,2,3,1,0,3
239.76,3,2,4,4,5,5,1,3,2,3,1,3,4
220.15,3,5,4,4,3,6,1,3,2,3,3,4,5
175.54,2,5,4,4,6,4,1,4,3,4,2,2,2
264.75,3,3,4,4,3,5,1,3,2,4,2,3,5
264.75,2,2,4,4,6,6,1,4,2,3,2,2,5
172.85,3,2,4,3,4,3,1,4,2,6,2,3,3
220.15,4,6,4,3,2,4,1,3,2,4,2,3,5
264.75,3,2,4,4,3,5,1,4,2,5,1,1,3
220.15,4,1,4,3,2,5,1,3,2,5,2,4,2
175.54,2,3,3,5,6,2,1,4,3,2,3,2,4
264.75,2,4,4,4,6,5,1,4,2,3,2,1,3
175.54,2,0,4,5,6,2,1,5,3,1,2,0,0
264.75,3,5,4,3,3,6,1,2,2,3,2,3,4
264.75,3,4,4,4,3,4,1,4,3,3,2,3,0
164.78,2,0,4,4,6,2,1,5,2,6,2,4,0
264.75,3,4,4,4,3,6,1,4,2,2,3,5,1
175.54,2,6,4,4,6,5,1,5,2,3,1,1,1
264.75,2,1,3,5,6,3,1,5,3,3,2,3,2
189.77,2,1,3,5,6,3,1,4,2,2,3,5,4
172.85,2,4,4,4,6,5,1,4,3,3,2,1,3
264.75,2,4,3,5,6,4,1,4,2,2,3,4,4
197.84,3,6,4,3,3,5,1,4,2,5,2,4,1
189.77,2,2,3,5,6,5,1,4,2,2,1,2,2
242.45,3,3,4,4,4,5,1,4,2,2,2,3,3
41.34,2,0,4,5,6,3,3,6,3,1,2,0,0
264.75,3,2,4,3,3,5,1,4,2,4,2,5,2
239.76,3,2,4,3,3,4,1,4,2,5,1,1,3
172.85,3,3,4,4,3,4,1,4,2,3,2,3,4
164.78,2,0,3,4,6,3,1,6,3,2,3,3,3
264.75,3,6,4,4,3,6,1,3,2,3,2,2,2
264.75,2,2,4,4,6,5,1,4,2,3,2,2,4
264.75,2,4,4,4,6,5,1,4,2,2,2,4,5
220.15,2,5,3,4,6,5,1,5,2,2,2,2,3
260.48,1,6,4,5,6,3,1,5,2,2,1,2,0
264.75,3,4,4,4,4,4,1,4,2,3,2,0,4
264.75,2,2,4,4,6,4,1,4,2,3,2,2,5
170.16,2,2,4,4,6,3,1,6,2,6,2,4,1
164.78,2,1,4,5,6,4,1,5,3,3,2,0,1
170.16,2,5,3,5,6,4,1,6,2,2,1,1,1
164.78,3,2,4,4,3,3,1,4,2,4,2,4,0
220.15,2,5,4,4,6,6,1,5,2,2,1,1,2
264.75,2,1,4,4,5,4,1,4,2,2,2,3,3
242.45,2,5,4,4,6,4,1,4,2,2,1,1,3
175.54,2,6,4,5,6,4,1,5,2,2,2,0,2
264.75,3,5,4,3,3,6,1,3,3,2,2,2,4
214.76,3,3,4,4,5,3,1,5,2,3,2,2,4
220.15,3,5,4,3,2,5,1,4,2,4,2,2,3
264.75,3,5,4,4,3,6,1,3,2,2,2,4,4
220.15,2,3,4,4,6,6,1,4,2,3,2,3,4
264.75,2,0,3,5,6,3,1,5,2,3,2,1,4
164.78,2,2,3,5,6,4,1,5,2,2,2,0,2
172.85,3,0,4,4,4,3,2,6,2,6,1,1,0
131.7,2,2,3,5,6,3,1,4,3,1,1,0,0
175.54,2,5,3,5,6,3,1,4,2,1,3,4,4
239.76,2,1,4,4,6,3,1,5,2,2,2,4,4
239.76,2,5,4,4,6,5,1,4,2,3,2,3,2
189.77,2,2,4,5,6,4,1,5,2,3,2,0,5
264.75,2,6,4,4,6,6,1,4,3,2,2,1,3
242.45,2,5,4,5,6,5,1,5,2,3,1,0,2
164.78,2,1,4,4,6,4,1,5,3,2,2,2,2
264.75,2,3,4,4,5,4,1,5,2,4,2,1,1
220.15,2,5,4,5,6,5,1,5,2,2,2,1,2
192.46,2,1,4,5,6,3,1,5,2,2,1,0,3
197.84,2,6,4,4,6,4,1,4,2,2,2,2,3
220.15,3,4,4,4,3,5,1,4,2,2,2,2,3
264.75,3,3,4,4,4,4,1,4,1,3,2,1,1
175.54,1,5,3,5,6,0,2,3,2,1,3,4,3
175.54,2,5,4,4,3,4,1,5,2,5,2,2,1
239.76,2,1,4,4,6,4,1,3,2,2,1,2,3
164.78,2,5,4,4,5,5,1,4,2,4,2,3,4
264.75,2,4,4,4,6,4,1,4,3,2,3,2,2
264.75,2,6,4,4,4,6,1,4,2,2,3,1,3
164.78,3,2,4,3,3,3,1,3,2,5,2,4,2
170.16,3,3,4,3,3,3,1,4,2,5,2,3,5
189.77,2,4,3,4,5,4,1,5,2,2,2,4,2
175.54,3,1,4,3,3,4,1,6,2,5,2,1,2
164.78,2,0,4,5,6,3,1,6,3,2,2,0,3
189.77,2,4,4,4,3,4,1,5,2,5,2,3,4
264.75,3,5,4,4,4,5,1,4,2,3,1,2,3
164.78,2,3,4,5,6,4,1,6,2,3,2,0,5
164.78,1,2,3,5,6,0,1,5,2,1,1,1,0
264.75,3,6,4,3,3,5,1,4,2,3,3,5,4
242.45,3,3,4,3,2,5,1,2,3,3,2,3,4
220.15,2,4,4,5,6,4,1,6,3,2,2,0,1
214.76,2,3,3,5,6,5,1,5,2,3,2,2,3
264.75,3,4,4,3,2,5,1,3,2,5,1,3,1
167.47,2,2,4,4,6,3,1,5,2,5,2,4,3
239.76,3,2,4,4,3,6,1,3,2,2,2,3,3
264.75,2,3,4,4,6,6,1,4,2,3,2,2,4
264.75,2,3,4,4,6,6,1,4,2,3,2,3,4
242.45,3,3,4,3,3,5,1,3,2,2,2,5,4
264.75,2,2,4,4,6,6,1,4,2,2,2,1,4
189.77,2,1,4,5,6,3,1,5,2,2,2,0,1
264.75,3,5,4,4,3,5,1,4,2,3,2,4,1
264.75,3,5,4,3,3,6,1,3,2,3,2,3,3
264.75,2,6,4,4,6,4,1,4,2,4,2,2,1
171.61,2,3,3,5,6,3,1,4,3,2,3,2,4
239.76,2,6,3,5,6,3,1,4,2,4,2,2,4
164.78,3,4,4,4,4,4,1,4,1,5,2,3,4
164.78,3,1,4,3,3,3,1,4,2,3,2,0,5
175.54,2,3,4,4,6,4,1,5,3,2,1,0,1
264.75,2,6,3,4,6,3,1,4,2,2,3,0,3
164.78,2,4,4,4,3,6,1,4,2,4,2,3,5
167.47,3,3,4,3,2,3,1,4,2,4,2,3,3
214.77,2,3,4,4,6,4,1,5,2,2,2,1,4
236.3,1,6,3,5,6,3,1,4,2,1,3,1,2
264.75,3,2,4,4,3,4,1,4,2,4,2,3,4
175.54,3,4,4,3,4,4,1,4,2,5,2,3,4
264.75,3,4,4,4,4,5,1,4,2,3,2,3,4
164.78,2,3,4,5,6,4,1,4,3,2,2,2,3
220.15,3,1,4,3,3,6,1,3,2,3,2,4,4
175.54,3,1,4,3,3,4,1,3,2,3,2,3,5
175.54,1,6,4,5,6,2,1,4,2,1,2,4,0
169.37,2,4,3,5,6,5,1,4,2,2,2,0,1
197.84,3,6,4,4,4,4,1,4,2,5,2,4,4
264.75,2,6,4,4,6,5,1,4,2,3,2,3,0
264.75,2,1,4,4,3,5,1,5,2,2,2,0,3
164.78,1,6,4,5,4,4,1,5,2,3,3,0,2
164.78,2,3,4,4,3,5,1,4,2,4,3,0,3
264.75,1,3,4,5,5,4,1,5,2,3,3,4,1
175.54,1,2,4,4,6,5,1,4,3,5,2,2,2
214.77,2,2,4,4,3,4,1,6,2,2,2,5,0
203.27,2,2,4,4,4,0,1,5,3,3,2,1,2
264.75,2,5,4,4,3,5,1,5,2,5,2,0,3
164.78,2,4,4,4,3,5,1,4,2,4,3,2,3
264.75,2,2,4,4,3,5,1,5,2,2,3,5,2
164.78,1,2,4,5,6,4,1,6,3,4,3,4,1
175.06,2,3,4,4,5,5,1,5,3,5,3,3,1
164.78,1,1,4,4,4,4,1,5,2,2,2,5,2
264.75,2,2,4,5,4,5,1,4,2,4,3,0,1
175.54,2,1,4,4,3,6,1,4,2,2,2,3,1
264.75,2,3,4,4,3,5,1,5,2,4,2,3,2
264.75,1,5,4,5,5,4,1,5,2,4,3,1,2
264.75,2,2,4,4,3,5,1,6,2,3,2,0,3
170.16,2,1,4,4,3,5,1,6,2,2,3,0,1
175.54,1,3,4,5,6,0,1,5,2,3,2,4,2
264.75,2,3,4,5,4,5,1,5,2,2,2,5,3
167.47,2,3,4,4,3,4,1,5,2,2,2,1,3
264.75,2,3,4,4,5,4,1,5,0,2,3,2,2
264.75,2,3,4,4,3,5,1,5,2,2,2,1,2
164.78,1,1,4,4,4,4,1,5,2,2,3,3,1
178.58,2,3,4,4,3,4,1,6,2,4,2,2,1
264.75,2,3,4,4,4,5,1,4,3,4,2,0,1
164.78,2,1,4,4,3,5,1,4,2,2,3,1,3
264.75,1,4,4,5,6,5,1,5,2,2,3,5,3
264.75,2,1,4,4,3,4,1,6,2,2,2,5,2
264.75,2,2,4,4,3,5,1,5,2,2,3,1,3
264.75,2,4,4,4,3,4,1,5,2,2,3,0,1
264.75,2,3,4,4,5,6,1,4,3,4,2,3,3
214.76,1,4,4,5,4,5,1,3,2,3,2,3,2
214.76,2,2,4,4,3,5,1,5,2,2,3,5,0
0.0,0,0,4,5,5,0,1,5,2,1,1,0,0
214.77,2,3,4,4,3,5,1,4,2,3,2,0,4
239.09,2,3,4,4,3,0,1,5,2,5,2,1,3
264.75,2,2,4,4,3,5,1,5,2,2,3,0,1
164.78,1,3,4,5,5,0,1,6,2,4,2,2,0
239.76,2,2,4,4,3,5,1,6,2,2,2,5,0
239.76,1,3,4,4,4,5,1,5,2,2,2,5,2
164.78,2,2,4,4,3,5,1,4,2,2,2,0,3
239.76,2,2,4,4,3,5,1,4,2,2,2,3,1
175.54,1,3,4,5,4,5,1,4,2,3,2,2,2
0.0,0,0,4,5,5,0,1,6,2,1,1,0,0
264.75,2,2,4,4,3,5,1,5,2,4,2,0,2
264.75,2,5,4,4,6,5,1,4,3,5,3,4,2
214.76,2,6,4,4,3,5,1,5,2,3,2,5,0
264.75,2,2,4,4,3,5,1,4,2,2,3,2,0
175.54,1,4,4,5,5,0,1,5,2,4,3,0,2
175.54,2,4,4,4,3,5,1,5,2,4,2,1,1
164.78,2,1,4,4,5,4,1,5,3,4,3,1,0
214.76,2,2,4,4,3,4,1,5,2,2,2,5,3
264.75,1,6,4,5,5,6,1,5,2,3,2,4,3
164.78,2,1,4,4,3,5,1,4,2,2,2,2,2
164.78,2,2,4,4,3,5,1,5,2,3,2,1,3
264.75,2,2,4,4,3,5,1,4,2,2,2,0,0
164.78,2,2,4,4,4,4,1,4,2,3,3,2,3
264.75,2,3,4,4,4,5,1,4,3,4,2,1,3
175.54,1,3,4,4,5,0,1,5,2,3,3,1,0
164.78,2,2,4,4,3,5,1,4,2,2,2,4,1
164.78,2,3,4,4,3,4,1,6,2,2,2,5,0
264.75,2,2,4,4,3,5,1,5,2,2,2,2,3
175.54,1,3,4,5,5,4,1,5,2,3,3,1,3
264.75,2,2,4,4,3,5,1,5,2,2,2,4,3
264.75,2,4,4,4,3,5,1,5,2,4,2,0,1
164.78,1,3,4,5,5,4,1,6,2,4,3,1,3
239.76,2,4,4,4,5,5,1,4,3,4,2,4,4
239.76,1,2,4,4,6,5,1,5,3,4,2,4,3
164.78,2,3,4,4,4,5,1,4,2,3,2,1,0
170.16,1,3,4,5,5,4,1,5,2,2,3,5,2
217.35,2,2,4,5,4,4,1,4,2,4,3,2,2
164.78,2,2,4,4,3,5,1,6,2,2,2,5,0
189.77,1,4,4,4,3,4,1,5,2,2,2,4,2
264.75,2,1,4,4,3,5,1,5,2,2,2,2,2
175.54,2,2,4,4,3,4,1,6,2,3,2,0,1
164.78,2,2,4,4,3,5,1,5,2,3,2,2,0
167.11,1,2,4,5,5,0,1,6,2,3,3,5,2
170.33,1,2,4,5,5,0,1,5,2,2,3,1,3
164.78,1,1,4,4,4,4,1,5,2,4,2,2,3
197.84,2,5,4,4,3,5,1,5,2,2,2,5,2
164.78,2,0,4,4,5,5,1,5,3,3,3,0,0
164.78,1,2,4,5,5,4,1,5,2,3,3,2,3
164.78,1,2,4,5,6,0,1,6,2,4,3,4,0
189.77,2,5,4,4,3,4,1,6,2,3,2,1,1
264.75,2,4,4,4,3,5,1,5,2,3,2,1,1
264.75,1,5,4,5,4,5,1,6,2,3,3,2,3
264.75,2,3,4,4,3,5,1,5,2,2,2,2,3
264.75,1,2,4,5,5,5,1,4,2,3,2,5,2
220.15,1,4,4,5,4,5,1,5,2,3,3,4,0
170.16,2,3,4,4,4,5,1,5,3,3,2,1,2
220.03,1,4,4,5,5,0,1,6,2,2,3,2,0
164.78,2,4,4,4,5,5,1,5,3,3,3,0,0
0.0,0,0,4,5,5,0,1,5,2,1,1,0,0
264.75,2,3,4,4,3,5,1,5,2,2,3,2,3
264.75,2,1,4,4,4,0,1,5,3,4,2,3,3
264.75,2,2,4,4,3,5,1,5,2,3,2,0,2
175.54,2,1,4,4,3,4,1,5,2,2,2,0,1
164.78,2,1,4,4,3,4,1,5,2,4,2,1,1
239.76,2,2,4,4,3,5,1,5,2,2,2,4,1
170.16,1,1,4,5,6,4,1,5,2,2,3,5,3
264.75,2,6,4,4,4,5,1,5,3,3,2,1,2
264.75,2,4,4,4,5,0,1,4,3,4,2,3,3
175.54,2,2,4,4,5,5,1,4,3,4,3,1,1
264.75,2,5,4,4,4,5,1,4,3,4,3,2,1
167.47,2,2,4,4,3,5,1,5,2,3,2,4,2
264.75,2,3,4,4,3,4,1,5,2,2,2,5,2
188.41,1,3,4,5,6,0,1,5,2,3,3,5,2
264.75,2,4,4,4,4,5,1,5,3,3,2,2,3
264.75,2,4,4,4,3,0,1,5,2,4,2,2,3
164.78,2,3,4,4,3,5,1,5,2,2,3,0,1
264.75,2,4,4,4,5,5,1,5,3,3,2,2,3
239.76,1,2,4,4,4,5,1,5,2,1,3,5,3
164.78,1,3,4,4,4,4,1,4,2,3,3,2,3
264.75,2,5,4,4,3,5,1,5,2,2,2,0,2
164.78,2,3,4,4,3,4,1,5,2,3,2,1,2
164.78,1,4,4,5,5,4,1,4,2,3,3,3,2
214.76,2,1,4,4,3,5,1,4,2,2,2,0,2
164.78,2,1,4,4,3,5,1,5,2,2,2,4,2
164.78,1,4,4,5,5,0,1,5,2,2,3,1,0
239.76,2,2,4,4,3,5,1,5,2,3,3,3,2
264.75,2,5,4,4,3,5,1,5,2,5,2,2,3
264.75,2,1,4,4,3,4,1,5,2,3,2,0,2
164.78,2,2,4,4,3,5,1,5,2,2,2,2,0
242.45,2,1,4,4,3,5,1,4,2,2,2,0,3
264.75,2,4,4,4,3,5,1,4,2,3,3,1,4
164.78,1,3,4,4,6,5,1,5,3,4,2,3,4
164.78,2,2,4,4,3,6,1,5,2,3,2,2,2
235.21,2,3,4,5,4,4,1,5,2,3,3,4,1
164.78,1,3,4,5,5,0,2,5,2,2,3,0,0
264.75,2,2,4,4,3,5,1,5,2,2,3,1,3
264.75,1,6,4,5,5,4,1,5,2,4,3,2,2
164.78,1,3,4,5,4,5,1,5,2,3,3,4,0
164.78,2,2,4,4,3,4,1,5,2,1,3,2,1
164.78,2,4,4,4,3,5,1,6,2,3,3,2,1
170.16,2,2,4,4,3,5,1,5,2,2,2,5,3
175.54,2,2,4,4,3,5,1,5,2,2,2,1,3
164.78,2,2,4,4,6,4,1,5,3,4,3,2,0
264.75,1,4,4,4,4,4,1,5,2,4,3,1,1
264.75,2,4,4,4,3,5,1,4,2,3,3,1,1
167.86,1,2,4,4,5,5,1,5,3,3,3,0,1
175.54,2,1,4,4,3,4,1,5,2,2,2,3,1
264.75,2,5,4,4,3,6,1,5,2,3,3,2,3
164.78,2,0,4,4,3,5,1,4,2,2,3,1,2
125.97,2,0,4,4,3,4,1,6,2,1,2,1,1
164.78,1,2,4,5,5,0,1,5,2,3,3,1,0
189.77,2,1,4,4,3,4,1,4,2,3,2,3,0
264.75,2,2,4,4,3,5,1,4,2,3,2,0,3
264.75,2,1,4,4,3,5,1,6,2,2,2,4,1
264.75,2,2,4,4,3,5,1,4,2,3,3,1,4
164.78,1,4,4,5,5,4,1,6,2,2,3,2,0
264.75,2,2,4,4,3,5,1,4,2,2,2,0,2
242.45,2,2,4,4,3,5,1,4,2,2,2,3,0
242.45,2,1,4,4,3,5,1,5,2,2,2,5,3
264.75,2,4,4,4,3,6,1,5,2,5,2,1,3
164.78,1,1,4,4,3,4,1,4,2,2,3,3,2
190.24,1,4,4,5,5,5,1,5,2,2,2,5,3
189.77,2,6,4,4,3,5,1,4,2,3,3,2,3
264.75,2,2,4,4,3,6,1,4,2,2,2,2,0
214.77,2,1,4,4,3,4,1,5,2,4,3,2,1
189.77,1,4,4,5,5,5,1,5,2,2,3,5,3
264.75,1,6,4,5,5,5,1,4,2,4,3,0,3
264.75,2,4,4,4,5,6,1,5,3,4,2,3,3
175.54,2,3,4,4,3,5,1,6,2,3,2,0,1
242.45,2,4,4,4,3,5,1,5,2,2,2,5,1
264.75,2,5,4,4,4,0,1,4,3,3,2,2,2
242.45,2,3,4,4,3,5,1,5,2,2,2,0,3
164.78,2,3,4,4,4,4,1,5,2,4,2,2,0
164.78,2,1,4,4,3,4,1,5,2,2,2,3,0
264.75,1,6,4,4,4,5,1,5,2,3,2,0,2
264.75,2,0,4,4,3,4,1,5,2,1,2,4,3
214.77,2,3,4,4,3,5,1,5,2,3,2,2,1
264.75,1,1,4,5,6,5,1,5,3,4,3,3,0
264.75,2,4,4,4,3,5,1,5,2,4,2,3,3
0.0,0,0,4,5,6,0,1,5,2,1,1,0,0
164.78,2,2,4,4,3,5,1,5,2,2,3,0,1
264.75,2,1,4,4,3,5,1,5,2,4,2,2,2
164.78,2,2,4,4,3,4,1,5,2,2,3,2,0
239.76,2,3,4,4,3,5,1,5,2,2,2,4,2
264.75,2,5,4,4,3,6,1,5,2,4,2,2,2
197.84,2,1,4,4,3,5,1,5,2,2,2,5,3
189.77,2,3,4,4,3,4,1,5,2,2,2,0,3
164.78,2,1,4,4,3,4,1,6,2,2,2,5,1
214.77,2,1,4,4,3,5,1,6,2,2,2,0,3
264.75,2,2,4,4,3,5,1,5,2,2,3,2,1
264.75,2,5,4,4,4,0,1,5,3,5,3,3,2
164.78,2,2,4,4,3,4,1,6,2,3,2,4,3
264.75,2,2,4,4,3,5,1,5,2,3,2,4,0
239.76,2,3,4,4,3,5,1,5,2,3,2,4,2
248.71,1,6,4,5,5,6,1,5,2,3,2,3,2
264.75,1,5,4,5,6,0,1,5,2,3,2,3,3
164.78,2,2,4,4,3,4,1,5,2,3,2,4,1
164.78,2,5,4,5,4,5,1,5,2,3,2,4,3
264.75,1,3,4,5,5,0,1,5,2,2,1,3,0
164.78,1,2,4,5,6,4,1,5,2,2,1,3,1
164.78,1,3,4,5,5,0,1,5,2,2,1,3,1
164.78,2,4,4,5,4,4,1,5,2,3,1,3,1
242.45,2,2,4,4,3,5,1,5,2,2,2,4,0
164.78,1,2,4,4,3,4,1,6,2,2,2,4,3
164.78,1,4,4,5,6,0,3,6,3,2,1,2,0
264.75,1,6,4,5,6,0,1,6,2,3,2,4,3
172.14,1,3,4,5,4,5,1,5,2,3,2,3,2
164.78,2,3,4,4,3,5,1,5,2,3,2,3,2
264.75,2,4,4,4,3,6,1,5,2,2,2,4,2
197.84,4,3,2,3,2,5,1,2,1,3,3,5,4
175.54,3,5,2,3,6,2,1,2,1,2,2,0,4
264.75,5,3,2,2,2,3,1,2,1,2,4,2,3
264.75,5,5,2,2,1,4,1,2,1,2,4,3,3
175.54,5,4,2,2,1,3,1,1,1,4,3,5,6
175.54,6,3,2,2,0,1,1,3,1,3,1,2,2
264.75,3,4,2,3,4,6,1,3,1,2,3,5,2
175.54,5,1,2,3,3,2,1,2,1,3,3,1,5
264.75,4,4,2,2,2,5,1,1,1,2,2,5,6
264.75,5,5,2,3,2,6,1,2,1,3,2,4,5
175.54,6,3,2,2,0,2,1,1,1,2,3,5,6
175.54,5,3,2,2,0,3,1,2,1,3,3,2,5
264.75,5,2,2,3,3,4,1,3,1,2,4,2,2
197.84,4,6,2,3,2,6,1,0,1,2,4,5,6
175.54,5,6,2,2,1,3,1,2,1,2,4,5,5
264.75,3,5,3,4,5,4,1,3,1,2,4,1,2
264.75,4,5,2,3,4,5,1,2,1,3,2,5,1
175.54,5,4,2,2,1,3,1,1,1,4,3,5,6
125.97,6,6,2,2,0,1,1,1,1,2,3,4,4
264.75,5,5,2,2,1,3,1,2,1,4,2,2,2
264.75,5,5,2,2,1,4,1,1,1,3,2,5,6
264.75,3,5,2,3,3,5,1,3,1,2,1,2,6
172.48,3,3,2,3,6,3,1,3,1,2,4,0,5
220.15,5,4,2,2,1,5,1,1,1,2,3,5,2
175.54,3,6,3,3,6,1,1,5,1,1,1,0,6
220.15,5,5,2,2,2,5,1,2,1,2,4,2,2
175.54,3,3,2,3,6,2,1,4,1,2,2,1,5
175.54,5,2,2,2,3,2,1,2,1,2,4,2,4
175.54,6,4,2,2,0,2,1,1,1,2,4,5,6
175.54,5,3,2,3,2,3,1,1,1,3,4,0,4
175.54,3,3,3,4,6,2,1,3,1,2,3,2,1
