CS,ELE_qt7,SL_qt7,AMP_gmt7,AMT_jnb7,AME_qt7,NDVI_qt7,NL_std6,POP_std6,GDP_qt7,DTW_std6,DTG_qt7,DTH_qt7,DTC_qt7
264.75,3,6,4,5,6,6,1,1,3,2,5,5,5
214.77,3,4,3,3,3,5,1,1,3,2,6,6,0
264.75,5,3,3,2,2,4,1,1,2,2,5,6,6
175.54,5,4,3,2,2,4,1,1,1,2,5,2,4
264.75,5,4,3,2,2,3,1,1,0,2,6,6,6
175.54,6,4,4,2,1,2,1,1,2,2,6,6,5
264.75,5,1,3,2,2,5,1,1,2,2,6,1,4
175.54,6,3,2,1,0,0,1,1,0,2,6,0,6
239.76,3,3,3,4,6,5,1,1,2,2,4,1,0
264.75,4,5,3,3,3,5,1,1,1,2,6,6,6
264.75,5,6,3,2,2,4,1,1,0,2,6,6,6
175.54,6,1,3,1,0,0,1,1,2,2,6,5,4
264.75,3,4,3,3,3,5,1,1,2,2,6,2,1
264.75,4,5,3,3,2,6,1,1,0,2,6,6,6
125.97,5,3,4,1,0,0,1,1,3,2,5,6,3
264.75,4,3,2,2,3,2,1,1,1,2,4,5,6
175.54,6,3,3,1,0,0,1,1,1,2,5,5,5
264.75,3,4,3,3,3,6,1,1,1,3,6,6,2
164.78,2,4,4,5,6,4,1,1,3,2,5,6,0
175.54,5,1,2,1,1,1,1,1,1,2,2,2,4
264.75,3,3,3,3,3,6,1,1,1,2,6,6,3
264.75,4,4,2,2,2,2,1,1,0,2,6,6,5
264.75,5,5,3,2,1,5,1,1,2,2,6,6,5
125.97,6,4,2,1,0,0,1,1,0,2,2,4,5
264.75,3,4,3,4,3,4,1,1,2,2,6,6,4
175.54,6,2,4,1,1,1,1,1,2,2,0,2,4
264.75,3,3,3,3,3,4,1,1,2,3,6,0,5
220.15,3,3,3,3,3,3,1,1,0,2,4,6,5
264.75,6,1,2,1,1,0,1,1,1,1,3,4,5
264.75,4,5,4,3,3,4,1,1,2,2,4,5,5
175.54,5,1,2,2,2,1,1,1,0,3,5,5,6
264.75,4,5,2,3,3,4,1,1,2,2,0,2,2
175.54,6,5,4,1,0,1,1,1,2,2,1,4,5
0.19,6,2,4,0,0,0,1,1,3,2,6,6,5
164.78,3,5,3,4,6,3,1,1,3,2,6,4,2
264.75,3,4,4,4,3,6,2,2,2,3,0,0,1
264.75,4,4,3,3,3,6,1,1,2,3,6,6,4
125.97,6,6,4,0,0,0,1,1,2,3,4,6,6
175.54,6,4,2,1,0,1,1,1,2,2,0,2,4
125.97,6,1,3,1,0,1,1,1,0,1,5,6,6
175.54,6,1,2,1,0,0,1,1,0,2,5,5,6
175.54,5,4,3,2,1,2,1,1,2,3,6,5,4
175.54,5,5,4,1,0,2,1,1,2,2,4,6,6
175.54,4,1,3,3,3,2,1,1,0,2,4,6,5
175.54,5,4,4,2,1,4,1,1,2,2,4,5,3
264.75,3,6,2,3,3,5,1,1,1,2,5,5,5
175.54,5,6,4,1,1,0,1,1,3,2,5,6,3
264.75,5,5,3,2,1,6,1,1,2,2,6,5,3
197.84,5,4,3,2,1,1,1,1,2,2,6,4,3
175.54,6,4,4,1,1,0,1,1,3,3,5,6,5
264.75,4,6,4,3,3,6,1,1,2,2,6,6,3
175.54,5,4,2,2,1,1,1,1,0,2,4,0,3
175.54,6,5,3,2,1,1,1,1,2,2,6,6,5
175.54,6,4,3,1,1,0,1,1,0,2,4,6,6
264.75,4,6,4,3,3,6,1,1,2,2,6,6,4
264.75,3,4,3,4,5,6,1,1,1,3,6,6,2
198.61,6,5,3,1,0,1,1,1,2,2,6,6,5
175.54,6,5,3,1,1,0,1,1,1,2,5,2,5
264.75,4,6,3,3,2,5,1,1,2,2,5,3,2
264.75,2,6,4,5,6,4,1,1,5,2,5,5,5
175.54,6,4,3,1,0,0,1,1,1,2,5,5,5
242.45,3,6,3,4,6,4,1,1,1,3,6,6,1
264.75,4,5,3,3,3,5,1,1,2,3,4,3,5
264.75,3,6,4,4,4,6,1,1,4,2,4,5,2
264.75,4,5,3,3,3,6,1,1,1,2,5,6,1
264.75,3,6,4,3,3,6,1,1,2,2,6,6,4
189.77,3,2,4,4,5,3,1,1,2,2,5,6,3
264.75,3,5,3,3,3,3,1,1,1,2,3,4,4
175.54,2,6,3,5,6,3,1,1,2,1,6,6,5
264.75,4,1,4,2,1,6,1,1,2,2,2,3,3
175.54,6,0,2,1,1,0,1,1,0,2,6,5,6
264.75,3,6,4,4,5,5,1,1,5,2,5,5,4
175.54,4,0,2,3,4,1,1,1,0,3,5,3,6
175.54,6,4,3,1,0,0,1,1,1,1,4,3,4
239.76,3,3,3,3,3,4,1,1,3,3,6,6,1
264.75,5,5,3,2,1,2,1,1,1,1,5,6,4
264.75,4,3,4,2,1,5,1,1,2,3,5,6,4
175.54,6,0,2,1,1,0,1,1,1,2,5,0,3
175.54,5,4,4,2,1,3,1,1,3,2,5,5,4
242.45,4,5,3,2,2,5,1,1,1,2,6,6,6
264.75,3,6,4,4,3,5,1,1,2,2,5,5,2
220.15,4,4,2,3,3,2,1,1,0,2,6,5,6
264.75,5,4,3,2,1,4,1,1,0,2,4,5,4
264.75,4,5,4,2,2,5,1,1,2,2,1,3,4
264.75,3,5,3,4,3,5,1,1,2,2,6,6,5
175.54,6,2,3,1,1,1,1,1,2,2,6,4,4
164.78,2,6,4,5,6,4,1,1,4,1,6,6,0
220.15,3,6,4,3,3,2,1,1,2,3,5,6,5
220.15,5,4,3,2,2,4,1,1,2,3,5,4,5
175.54,3,6,3,4,5,3,1,1,1,1,6,6,5
264.75,4,5,4,3,3,6,1,1,2,2,3,5,6
264.75,5,2,2,2,2,1,1,1,0,2,3,5,6
125.97,6,3,3,1,1,0,1,1,0,2,6,6,6
264.75,3,5,3,4,6,6,1,1,2,2,6,5,5
175.54,5,1,2,2,1,1,1,1,1,1,2,4,3
175.54,6,3,2,1,1,1,1,1,1,2,1,3,4
264.75,3,6,4,4,3,6,1,1,4,2,2,5,2
175.54,4,0,4,2,2,2,1,1,3,2,6,6,6
175.54,6,3,3,2,1,3,1,1,2,3,5,6,5
197.84,5,3,3,2,2,2,1,1,0,2,6,6,6
175.54,6,3,3,1,1,0,1,1,1,2,2,1,4
175.54,6,2,4,1,1,2,1,1,2,1,1,3,3
264.75,3,6,3,3,5,5,1,1,1,2,4,5,1
214.77,3,3,3,4,6,5,1,1,2,2,6,0,2
264.75,3,2,3,4,5,4,1,1,2,2,6,5,0
220.15,6,4,4,1,1,4,1,1,2,2,4,6,5
264.75,4,4,3,3,2,6,1,1,2,3,6,1,5
264.75,2,6,3,5,6,3,1,1,1,3,6,6,0
264.75,5,4,3,2,1,2,1,1,2,2,6,1,3
175.54,6,1,2,1,0,0,1,1,1,2,4,3,5
264.75,4,6,3,3,3,6,1,1,2,2,5,6,5
175.54,6,3,3,0,0,0,1,1,2,2,4,5,5
125.97,6,6,4,0,0,0,1,1,2,2,3,5,5
264.75,3,6,4,3,3,6,1,1,2,2,4,6,6
125.97,6,5,4,1,0,0,1,1,3,3,5,6,3
175.54,6,4,4,1,0,0,1,1,2,1,3,5,6
264.75,4,5,4,3,2,5,1,1,3,3,4,6,5
264.75,3,6,3,4,5,5,1,1,2,2,6,3,0
125.97,5,5,3,2,1,2,1,1,0,2,6,6,6
175.54,4,5,4,2,2,6,1,1,2,2,4,6,6
264.75,5,6,3,3,2,5,1,1,2,2,6,4,2
175.54,4,4,4,2,1,3,1,1,2,2,3,5,6
264.75,5,4,3,2,2,0,1,1,1,2,6,6,3
264.75,4,4,3,3,3,4,1,1,0,3,4,6,6
175.54,6,3,2,1,1,2,1,1,2,3,5,3,4
175.54,6,6,3,1,0,1,1,1,2,2,6,6,5
264.75,4,6,4,3,3,5,1,1,2,2,0,1,2
264.75,4,6,4,3,2,3,1,1,4,2,5,6,3
264.75,5,6,3,2,2,4,1,1,0,2,6,6,6
175.54,6,2,2,2,2,1,1,1,1,3,1,1,4
264.75,4,4,4,3,3,6,1,1,2,2,4,5,4
264.75,5,5,4,2,1,4,1,1,2,2,0,1,3
264.75,4,3,2,2,2,6,1,1,1,3,4,3,4
264.75,4,5,3,2,2,6,1,1,1,2,6,6,3
264.75,4,5,4,3,3,6,1,1,2,3,2,4,2
175.54,6,5,3,1,0,0,1,1,1,2,2,5,4
264.75,5,5,4,2,1,3,1,1,2,2,4,4,4
264.75,3,6,4,4,6,3,1,1,2,2,4,6,6
264.75,3,3,3,4,5,4,1,1,2,2,5,1,1
175.54,5,1,2,2,1,1,1,1,0,2,3,5,6
164.78,2,5,4,4,6,6,1,1,4,2,5,6,2
264.75,3,6,3,3,3,6,1,1,2,3,6,5,4
175.54,6,3,3,1,0,0,1,1,0,2,4,5,4
264.75,4,6,4,3,2,6,1,1,2,2,5,6,5
264.75,2,6,3,5,6,2,1,1,2,2,6,3,5
264.75,3,4,4,4,3,3,1,1,3,2,2,4,5
163.15,6,0,2,1,1,0,1,1,0,2,5,2,3
239.76,4,4,2,3,3,3,1,1,1,3,3,4,5
175.54,6,5,4,1,1,2,1,1,2,2,1,2,4
264.75,4,5,3,3,2,5,1,1,2,3,6,6,5
264.75,4,3,2,2,2,5,1,1,1,3,6,6,6
175.54,6,2,2,1,1,1,1,1,1,2,5,4,4
264.75,3,6,3,3,4,3,1,1,1,2,5,4,0
264.75,5,5,3,3,2,4,1,1,2,3,5,6,5
197.84,6,5,3,1,1,0,1,1,0,2,2,5,5
264.75,3,6,4,4,4,6,1,1,2,2,6,6,2
214.76,3,5,3,4,4,5,1,1,2,2,4,3,3
164.78,3,4,3,4,6,3,1,1,2,2,4,2,1
175.54,5,6,4,2,2,5,1,1,2,2,3,5,6
197.84,4,5,3,3,2,3,1,1,1,2,6,6,3
264.75,4,3,3,3,2,3,1,1,0,2,6,6,6
264.75,4,6,4,3,3,6,1,1,2,2,4,6,4
175.54,6,6,4,1,0,0,1,1,2,2,5,6,5
175.54,3,5,3,4,6,1,1,1,1,2,6,0,5
264.75,5,5,3,2,2,5,1,1,2,3,6,2,5
125.97,6,6,4,0,0,0,1,1,2,3,5,6,4
220.15,5,6,4,1,1,2,1,1,3,3,5,6,5
175.54,5,6,4,2,2,5,1,1,2,2,0,2,3
175.54,6,2,2,1,1,0,1,1,0,2,6,4,6
175.54,6,5,3,2,1,4,1,1,0,3,4,6,6
175.54,6,4,4,1,1,3,1,1,2,3,3,5,5
264.75,3,3,4,3,2,4,1,1,3,2,5,6,1
175.54,6,4,3,1,1,1,1,1,2,2,6,6,5
175.54,6,3,2,2,2,1,1,1,1,2,0,2,2
189.77,3,4,4,5,6,2,1,1,4,2,3,5,6
175.54,3,4,5,3,3,4,1,1,4,2,3,5,2
264.75,3,5,4,3,3,6,1,1,3,3,5,6,5
175.54,6,4,3,1,1,3,1,1,2,2,6,6,4
175.54,6,4,4,1,0,2,1,1,2,2,4,6,5
264.75,4,6,4,3,3,6,1,1,2,2,0,2,4
175.54,6,2,2,1,1,0,1,1,1,2,3,1,4
125.97,6,5,4,0,0,0,1,1,2,2,4,5,4
175.54,5,6,4,2,1,0,1,1,2,3,5,6,6
175.54,3,4,4,4,6,3,1,1,2,2,3,5,2
175.54,5,4,3,2,2,3,1,1,0,3,3,5,5
220.15,5,5,3,2,1,2,1,1,1,2,6,6,4
175.54,6,4,3,1,1,1,1,1,1,2,5,3,5
264.75,4,3,3,3,3,3,1,1,2,2,6,6,1
125.97,6,2,3,1,0,0,1,1,3,2,5,6,3
175.54,6,1,3,1,1,1,1,1,1,2,1,4,4
264.75,4,6,4,3,2,4,1,1,2,2,4,6,4
264.75,4,5,3,2,2,5,1,1,3,2,6,6,6
175.54,4,5,4,3,2,3,1,1,2,2,0,3,4
264.75,3,3,3,4,3,6,1,1,2,3,6,6,4
175.54,5,6,3,2,1,5,1,1,1,2,6,6,6
175.54,6,5,3,1,1,1,1,1,1,2,6,6,6
242.45,3,4,4,3,3,6,1,1,2,3,6,6,4
175.54,6,1,2,1,0,0,1,1,1,1,5,2,5
264.75,5,4,3,2,1,4,1,1,2,3,6,1,4
242.45,3,5,4,4,6,3,1,1,2,2,6,6,0
264.75,3,6,4,4,4,6,1,1,2,2,5,6,3
264.75,3,6,4,4,6,5,1,1,3,3,6,6,5
264.75,3,5,3,3,3,5,1,1,2,2,6,5,5
264.75,4,3,3,3,2,0,1,1,1,2,6,6,2
264.75,4,3,2,3,2,4,1,1,0,2,2,3,5
87.87,5,0,2,1,1,0,1,1,1,1,5,1,3
264.75,2,6,4,4,6,6,1,1,2,2,5,6,0
175.54,4,5,4,3,2,6,1,1,3,2,6,6,1
175.54,6,4,3,1,1,1,1,1,1,2,6,6,6
264.75,3,4,4,4,4,6,1,1,2,2,5,6,5
175.54,5,1,2,2,2,1,1,1,0,2,6,5,6
242.45,5,5,2,2,2,2,1,1,1,3,4,2,1
264.75,3,4,4,4,3,6,1,1,2,3,0,1,4
175.54,6,3,3,1,0,0,1,1,1,2,6,6,4
197.84,3,6,4,4,6,3,1,1,3,2,3,5,5
264.75,5,5,3,2,2,5,1,1,2,2,6,6,5
175.54,6,2,2,1,1,0,1,1,0,1,6,3,6
175.54,6,6,3,1,0,0,1,1,1,2,6,3,3
175.54,5,2,4,1,1,2,1,1,3,2,6,6,5
264.75,4,3,4,3,3,6,1,1,2,2,6,6,3
264.75,3,6,4,4,6,4,1,1,3,2,3,5,5
264.75,4,5,4,3,2,5,1,1,2,2,6,6,4
175.54,6,5,2,1,0,0,1,1,1,2,1,4,4
175.54,5,1,2,2,2,1,1,1,1,2,0,1,4
175.54,4,3,3,2,2,4,1,1,1,2,5,6,5
220.15,3,6,4,4,6,4,1,1,2,2,5,6,0
175.54,5,3,3,2,2,1,1,1,2,2,5,6,5
264.75,4,1,2,2,2,1,1,1,1,2,2,0,3
264.75,4,5,3,2,1,4,1,1,2,2,6,6,5
264.75,3,6,4,4,4,5,1,1,3,2,5,6,2
125.97,6,3,4,1,0,0,1,1,2,3,5,6,6
264.75,5,3,3,2,2,6,1,1,2,2,6,5,4
264.75,4,6,3,3,3,3,1,1,3,3,6,6,1
264.75,3,6,3,3,3,6,1,1,2,3,6,6,6
264.75,4,4,2,2,2,6,1,1,2,2,2,3,5
175.54,5,6,4,2,2,4,1,1,2,3,3,5,5
175.54,6,0,2,1,0,0,1,1,1,2,3,2,4
175.54,2,6,4,4,6,4,1,1,2,1,6,6,0
264.75,4,5,2,3,3,3,1,1,2,2,3,5,1
264.75,3,5,3,4,4,3,1,1,2,3,6,5,0
264.75,4,5,4,3,3,5,1,1,3,2,5,6,4
264.75,4,5,3,3,2,4,1,1,2,2,6,6,5
175.54,6,1,2,1,1,0,1,1,0,2,6,2,6
175.54,6,1,2,2,1,0,1,1,1,2,0,3,3
175.54,6,0,2,1,0,1,1,1,0,2,5,3,6
264.75,3,4,5,4,4,5,1,1,4,2,4,5,1
197.84,5,4,3,2,1,3,1,1,2,2,6,2,3
175.54,4,1,3,2,2,2,1,1,0,3,2,5,5
175.54,3,2,3,4,4,4,1,1,2,3,6,5,2
207.72,3,6,3,4,6,4,1,1,1,3,6,6,0
175.54,5,3,2,2,1,0,1,1,0,2,5,0,6
264.75,5,5,2,2,2,2,1,1,1,2,0,0,4
0.19,6,6,4,0,0,0,1,1,3,4,4,6,6
264.75,3,5,3,4,6,4,1,1,3,2,6,6,6
214.77,2,3,4,5,6,4,1,1,4,2,6,6,2
175.54,5,5,3,2,2,3,1,1,2,3,6,5,6
264.75,5,4,3,2,2,4,1,1,2,2,6,1,3
197.84,4,4,4,3,3,3,1,1,2,2,3,4,4
175.54,3,6,4,4,3,4,1,1,2,2,3,5,3
264.75,3,4,4,3,3,6,1,1,2,2,5,6,3
264.75,2,4,4,5,6,5,1,1,4,1,5,5,0
125.97,6,4,4,1,1,2,1,1,3,2,6,6,3
264.75,4,5,4,2,1,6,1,1,2,2,3,4,4
175.54,4,3,3,3,3,6,1,1,2,3,4,4,4
264.75,5,4,2,2,2,4,1,1,2,4,3,2,5
125.97,6,5,3,0,0,0,1,1,3,2,5,5,5
175.54,4,6,4,2,2,2,1,1,3,2,5,6,4
175.54,6,3,3,1,1,1,1,1,1,2,2,1,4
175.54,6,1,2,1,1,0,1,1,1,2,4,2,4
175.54,6,1,3,1,1,2,1,1,0,2,6,6,6
175.54,2,6,3,5,6,1,1,1,1,3,6,6,0
220.15,3,4,3,4,6,2,1,1,2,2,6,4,6
175.54,6,6,4,1,1,2,1,1,3,2,5,6,5
242.45,5,5,4,1,0,1,1,1,2,2,1,3,4
264.75,4,6,4,3,2,6,1,1,2,2,6,6,3
264.75,4,6,3,3,3,4,1,1,0,1,6,5,6
125.97,6,5,3,0,0,0,1,1,3,2,5,5,5
138.36,6,3,3,1,0,0,1,1,0,2,2,4,5
220.15,4,5,3,3,2,5,1,1,1,2,6,6,6
175.54,6,3,3,1,1,3,1,1,1,2,6,6,6
175.54,5,5,4,1,1,2,1,1,3,2,6,6,5
175.54,6,5,3,2,1,4,1,1,3,3,6,6,2
175.54,6,5,4,1,0,0,1,1,2,2,4,5,5
87.86,2,3,4,4,6,4,1,1,2,1,4,6,6
175.54,5,4,3,2,2,4,1,1,2,2,5,4,3
175.54,5,4,3,2,2,4,1,1,1,2,6,1,5
264.75,3,6,3,4,6,4,1,1,2,2,5,5,1
87.87,2,3,3,4,6,3,1,1,2,1,6,6,6
220.15,4,4,4,2,1,3,1,1,2,2,6,6,4
125.97,6,4,3,1,0,0,1,1,1,2,3,5,2
264.75,5,5,3,2,1,4,1,1,2,2,6,2,5
175.54,6,4,4,1,1,2,1,1,3,3,5,6,5
264.75,3,5,3,3,3,6,1,1,2,2,6,3,2
175.54,6,3,3,1,1,0,1,1,1,2,1,2,4
175.54,5,3,3,2,2,3,1,1,2,4,5,5,5
264.75,4,6,2,3,3,4,1,1,2,2,1,4,2
264.75,3,6,3,4,5,3,1,1,2,1,6,6,0
175.54,6,5,4,2,1,2,1,1,2,2,6,6,4
167.47,3,6,3,4,6,2,1,1,2,1,6,6,6
264.75,6,0,2,1,1,0,1,1,0,2,6,2,6
264.75,5,4,3,1,1,4,1,1,0,2,5,1,3
175.54,6,1,2,1,1,1,1,1,1,2,6,4,5
264.75,3,4,3,4,6,5,1,1,3,4,6,6,1
264.75,3,4,4,3,3,6,1,1,2,3,4,5,3
189.77,3,5,4,4,3,5,1,1,3,2,2,5,5
125.97,5,6,4,1,0,0,1,1,2,2,4,5,6
264.75,4,5,4,3,2,6,1,1,3,2,6,6,0
264.75,5,5,3,2,1,3,1,1,2,2,6,4,6
264.75,4,3,3,3,3,6,1,1,2,2,6,6,2
175.54,6,1,3,1,0,0,1,1,0,2,2,4,5
264.75,3,3,3,4,3,6,1,1,2,2,6,6,5
197.84,4,6,4,3,3,2,1,1,4,3,6,6,4
264.75,3,5,4,4,5,5,1,1,3,2,3,5,5
242.45,5,6,4,2,2,4,1,1,2,2,5,6,4
264.75,5,6,4,2,2,4,1,1,2,2,5,6,5
175.54,5,6,4,2,2,2,1,1,3,2,6,6,0
220.15,6,3,3,2,1,3,1,1,1,3,6,1,3
164.78,3,3,4,4,4,3,1,1,4,2,4,6,2
175.54,5,5,4,1,1,1,1,1,2,2,4,6,6
264.75,4,5,3,3,3,6,1,1,2,2,6,1,6
175.54,6,3,3,1,0,0,1,1,0,2,6,5,6
220.15,4,5,4,3,3,5,1,1,2,3,5,4,5
242.45,4,4,4,2,2,3,1,1,2,2,1,3,4
264.75,3,5,3,3,3,6,1,1,2,3,5,2,4
175.54,6,0,2,1,1,0,1,1,1,2,4,1,3
264.75,4,6,3,2,1,4,1,1,1,2,5,6,5
264.75,4,6,3,3,3,5,1,1,2,2,6,5,1
264.75,4,6,4,2,2,5,1,1,2,2,3,5,6
264.75,5,3,3,2,1,3,1,1,0,2,4,4,5
175.54,3,1,3,3,3,3,1,1,0,1,6,6,6
264.75,2,6,3,5,6,4,1,1,2,1,6,5,5
242.45,5,3,3,2,1,2,1,1,2,2,6,4,1
220.15,3,3,4,3,3,6,1,1,2,3,0,2,3
264.75,3,6,3,4,3,6,1,1,2,2,6,4,5
197.84,5,6,3,2,2,5,1,1,2,2,6,5,5
125.97,6,4,4,1,0,1,1,1,3,2,6,6,3
175.54,5,4,3,1,1,2,1,1,1,3,6,6,6
222.26,5,6,3,2,1,0,1,1,2,4,5,6,5
242.45,3,4,3,3,3,5,1,1,2,3,4,4,4
264.75,4,6,2,3,3,4,1,1,2,3,2,0,5
175.54,5,2,3,2,1,2,1,1,1,2,5,4,4
175.54,6,1,2,1,0,0,1,1,1,1,2,3,4
63.08,6,5,3,0,0,0,1,1,3,1,5,5,4
175.54,6,5,4,1,0,1,1,1,2,2,4,6,5
264.75,4,6,3,2,1,5,1,1,2,3,5,4,2
264.75,4,5,2,2,2,6,1,1,1,2,6,4,3
264.75,3,6,4,3,3,4,1,1,2,2,4,6,5
264.75,3,4,3,3,2,5,1,1,3,3,6,6,1
175.54,6,3,3,1,1,1,1,1,1,2,6,6,6
264.75,3,2,4,4,5,5,1,1,2,2,5,5,1
264.75,4,6,2,3,2,5,1,1,1,3,4,3,5
150.76,5,3,4,1,1,1,1,1,2,3,5,6,5
264.75,4,5,3,4,5,4,1,1,2,2,6,1,5
175.54,5,4,4,1,0,2,1,1,2,2,3,5,6
197.84,5,3,3,2,1,4,1,1,2,3,6,6,4
175.54,4,0,2,3,5,1,1,1,0,2,5,1,6
264.75,4,4,3,2,2,5,1,1,0,2,6,6,6
264.75,4,6,3,3,3,5,1,1,2,2,4,5,6
264.75,3,5,3,4,4,6,1,1,1,2,6,5,4
175.54,6,1,3,1,1,1,1,1,0,1,6,6,6
175.54,6,2,2,1,1,0,1,1,1,1,2,4,5
214.76,3,3,3,4,6,4,1,1,3,2,2,3,2
175.54,5,2,2,2,2,1,1,1,0,2,5,4,6
175.54,4,1,3,3,2,3,1,1,0,2,2,3,5
164.78,3,5,4,4,6,3,1,1,2,1,4,6,6
175.54,4,1,4,3,3,3,1,1,3,2,4,3,6
175.54,6,4,2,1,1,1,1,1,1,2,3,5,3
264.75,3,3,3,4,4,5,1,1,2,2,4,0,2
175.54,6,4,2,1,0,0,1,1,2,1,1,3,4
175.54,4,0,2,3,3,0,1,1,1,3,0,1,2
175.54,5,0,3,2,2,1,1,1,0,2,3,5,5
264.75,3,5,4,3,3,4,1,1,2,2,3,5,3
175.54,6,4,3,0,0,0,1,1,1,1,6,5,4
175.54,6,2,2,1,1,0,1,1,1,1,4,2,4
175.54,6,4,4,1,1,1,1,1,3,2,6,6,5
175.54,3,5,3,4,5,2,1,1,2,2,6,1,5
167.47,2,5,3,5,6,2,1,1,2,1,6,6,5
175.54,3,5,4,2,2,3,1,1,3,1,6,6,5
242.45,5,6,4,2,2,6,1,1,3,3,5,6,6
175.54,6,4,4,0,0,0,1,1,3,3,4,5,6
264.75,5,4,4,2,2,4,1,1,2,3,6,6,4
264.75,3,3,3,4,5,6,1,1,3,4,5,5,3
175.54,6,2,3,1,1,2,1,1,2,3,5,6,5
167.47,2,3,4,5,6,2,1,2,3,2,4,6,3
175.54,5,5,4,2,2,4,1,1,3,2,6,6,5
175.54,5,5,4,1,1,2,1,1,2,2,5,6,5
264.75,4,5,3,4,5,3,1,1,2,2,6,6,1
264.75,4,4,4,3,2,4,1,1,2,2,5,6,2
264.75,3,6,4,4,6,6,1,1,2,3,5,6,0
264.75,3,3,3,4,4,6,1,1,2,4,6,6,5
264.75,4,6,3,3,2,3,1,1,2,2,5,5,2
175.54,6,1,2,1,1,0,1,1,1,2,0,3,4
242.45,4,2,3,3,2,3,1,1,2,3,4,2,5
220.15,4,3,3,3,3,5,1,1,0,3,4,6,5
264.75,3,6,4,3,3,6,1,1,2,3,5,6,5
175.54,6,5,2,1,1,0,1,1,0,2,6,4,6
264.75,4,6,2,3,3,5,1,1,2,3,4,1,5
160.67,6,5,3,1,0,0,1,1,0,2,6,5,3
264.75,5,6,3,1,1,2,1,1,1,2,6,5,5
220.15,4,6,2,3,2,5,1,1,0,2,6,3,1
264.75,4,6,3,3,3,3,1,1,1,2,5,6,6
175.54,5,3,3,2,1,2,1,1,2,2,6,6,4
175.54,6,5,3,1,0,1,1,1,2,3,6,3,5
197.84,3,6,3,3,3,5,1,1,2,2,6,2,6
264.75,4,5,3,2,2,6,1,1,2,2,6,2,5
220.15,5,5,2,1,1,1,1,1,1,2,3,4,0
175.54,6,1,2,1,0,0,1,1,0,2,5,0,5
170.16,5,1,3,2,2,4,1,1,2,2,6,6,6
197.84,4,2,3,3,3,3,1,1,0,3,3,5,6
175.54,6,5,2,2,1,3,1,1,0,2,6,5,6
175.54,6,1,2,1,1,0,1,1,0,2,6,4,6
175.54,5,0,2,2,1,1,1,1,0,2,5,3,6
264.75,3,5,2,3,3,4,1,1,0,3,6,5,6
175.54,6,2,2,1,0,1,1,1,1,2,2,4,4
264.75,3,6,3,3,3,5,1,1,2,2,6,6,1
175.54,6,4,4,1,1,1,1,1,3,2,4,5,1
164.78,3,2,3,4,4,2,1,1,2,2,5,5,2
125.97,6,6,4,0,0,0,1,1,2,2,3,5,6
175.54,5,1,2,2,2,1,1,1,0,2,4,5,6
175.54,2,6,4,5,6,4,1,1,4,1,3,5,0
264.75,4,5,4,3,3,4,1,1,2,3,1,2,4
264.75,3,6,4,4,5,6,1,1,2,2,4,6,5
175.54,6,2,3,1,1,1,1,1,1,2,5,6,5
175.54,5,2,3,2,1,1,1,1,2,3,6,6,5
175.54,6,3,3,1,1,1,1,1,0,2,6,5,6
264.75,4,4,3,3,3,6,1,1,1,2,6,5,1
264.75,3,6,4,4,4,6,1,1,2,2,6,6,2
264.75,4,3,4,3,3,4,1,1,2,2,6,6,3
175.54,4,1,2,2,2,2,1,1,0,2,5,3,6
220.15,3,2,3,4,6,2,1,1,2,1,5,6,0
175.54,6,6,4,0,0,0,1,1,3,4,4,6,5
242.45,3,6,4,3,3,6,1,1,2,3,5,6,4
264.75,4,6,2,3,3,3,1,1,0,2,5,5,5
175.54,6,4,3,1,1,0,1,1,0,1,5,6,6
220.15,5,4,4,2,2,2,1,1,2,2,5,6,5
150.76,6,2,3,1,0,0,1,1,3,2,5,6,4
175.54,6,4,3,1,0,1,1,1,2,2,6,6,6
264.75,4,4,4,2,2,5,1,1,2,2,2,3,4
175.54,5,6,4,2,2,5,1,1,2,3,4,5,5
264.75,3,4,3,4,4,4,1,1,2,2,3,1,5
175.54,6,6,3,1,1,0,1,1,0,3,5,3,4
175.54,4,6,4,2,1,4,1,1,3,3,6,6,6
264.75,3,6,4,3,3,6,1,1,2,2,3,5,1
175.54,6,6,3,2,1,2,1,1,2,3,6,2,4
264.75,5,6,3,2,2,6,1,1,2,2,3,5,6
175.54,6,4,3,1,0,0,1,1,1,2,3,5,5
264.75,4,5,3,2,2,3,1,1,3,3,6,6,4
220.15,5,4,3,2,2,3,1,1,2,2,6,1,3
138.36,6,5,4,0,0,1,1,1,2,2,4,4,2
175.54,5,6,4,2,1,6,1,1,2,2,2,3,4
175.54,6,0,3,1,1,0,1,1,1,2,1,3,3
239.76,2,6,4,5,6,2,1,1,3,1,3,5,6
164.78,3,3,3,3,5,2,1,1,2,2,6,1,4
264.75,4,4,3,3,3,6,1,1,1,3,6,6,2
264.75,4,3,4,3,2,5,1,1,2,2,1,3,4
175.54,2,5,4,5,6,2,1,1,4,1,6,6,4
175.54,6,4,4,1,1,0,1,1,3,3,6,6,6
264.75,5,5,4,2,2,6,1,1,2,2,0,1,3
264.75,3,6,4,3,2,5,1,1,2,2,3,5,6
138.36,5,5,4,1,0,1,1,1,3,4,4,6,6
175.54,5,4,3,2,2,1,1,1,0,2,6,6,6
175.54,5,1,2,2,2,1,1,1,0,2,6,5,6
264.75,3,6,4,4,3,6,1,1,2,2,4,5,0
