CS,ELE_qt7,SL_qt7,AMP_gmt7,AMT_jnb7,AME_qt7,NDVI_qt7,NL_std6,POP_std6,GDP_qt7,DTW_std6,DTG_qt7,DTH_qt7,DTC_qt7
175.54,4,4,4,1,1,1,1,1,1,3,4,2,3
264.75,3,5,4,2,1,4,1,1,2,5,2,1,2
220.15,3,5,4,2,1,4,1,1,1,4,0,2,0
150.76,4,1,4,2,2,2,1,1,0,5,4,6,5
175.54,4,3,4,2,2,2,1,1,1,4,5,5,4
175.54,6,3,4,1,0,0,1,1,3,2,3,4,6
242.45,3,4,3,4,6,5,1,1,2,2,0,1,1
175.54,4,2,4,2,2,2,1,1,1,6,6,6,3
264.75,4,2,4,1,1,3,1,1,2,2,6,4,6
175.54,4,4,4,1,1,2,1,1,2,3,6,2,6
220.15,3,4,4,2,2,2,1,1,1,5,3,4,3
175.54,5,2,4,1,1,1,1,1,1,3,1,6,5
175.54,6,5,4,0,0,0,1,1,2,2,4,1,6
242.45,4,2,4,2,2,2,1,1,0,5,5,6,2
264.75,3,6,4,3,3,6,1,1,3,3,3,2,5
175.54,4,6,4,2,1,4,1,1,3,3,0,1,3
197.84,4,2,4,2,2,2,1,1,1,6,5,6,4
125.97,4,0,4,2,2,2,1,1,0,4,5,6,0
175.54,4,3,4,2,2,2,1,1,1,2,5,6,1
175.54,5,1,4,1,0,1,1,1,2,2,3,5,1
264.75,3,6,4,3,3,6,1,1,3,2,5,4,4
175.54,4,0,4,2,2,2,1,1,1,1,2,6,1
175.54,5,6,4,1,1,0,1,1,3,2,4,4,5
175.54,5,5,4,0,0,0,1,1,2,2,5,5,5
242.45,4,3,4,2,2,1,1,1,1,6,3,6,0
175.54,4,2,4,2,2,2,1,1,1,2,2,6,3
175.54,5,6,4,1,0,3,1,1,3,2,5,3,5
125.97,4,0,3,2,2,2,1,1,1,2,3,3,6
175.54,4,1,3,2,2,2,1,1,1,2,5,5,5
175.54,4,1,4,2,2,2,1,1,0,4,4,6,2
175.54,3,4,4,3,2,3,1,1,2,2,2,1,5
175.54,4,3,4,2,2,2,1,1,0,6,1,6,2
175.54,5,5,4,1,0,2,1,1,2,2,3,3,4
197.84,3,5,4,2,1,4,1,1,2,2,4,5,1
197.84,3,3,4,3,2,6,1,1,3,4,3,4,5
264.75,3,6,4,2,0,6,1,1,3,2,5,5,5
175.54,4,2,3,2,1,2,1,1,1,2,6,4,4
150.76,4,0,3,2,2,2,1,1,0,3,4,6,5
175.54,6,3,4,0,0,0,1,1,2,2,3,5,4
175.54,4,1,4,2,2,2,1,1,1,2,3,6,1
175.54,4,3,4,1,1,2,1,1,1,3,5,6,3
175.54,4,4,3,2,1,5,1,1,2,2,4,3,4
164.78,3,3,4,3,3,2,1,1,2,3,6,0,5
264.75,4,3,4,2,1,2,1,1,1,3,1,6,4
264.75,3,4,3,2,1,6,1,1,2,3,2,2,3
264.75,3,6,4,2,1,4,1,1,3,2,4,5,5
175.54,5,2,4,0,0,0,1,1,2,2,1,4,4
175.54,6,6,4,0,0,0,1,1,3,2,5,4,5
175.54,4,2,4,2,2,2,1,1,2,3,5,0,5
175.54,4,3,4,3,2,2,1,1,3,3,4,3,4
264.75,4,4,4,2,1,6,1,1,3,2,5,3,3
264.75,4,4,4,2,2,2,1,1,2,5,4,2,5
242.45,2,6,4,4,6,3,1,1,3,4,0,0,3
175.54,2,6,3,4,6,3,1,1,3,4,5,1,5
175.54,4,1,4,2,2,1,1,1,0,6,3,6,0
264.75,3,5,4,3,4,5,1,1,3,4,3,1,3
175.54,4,1,4,1,1,1,1,1,1,2,5,5,6
175.54,4,3,4,2,2,2,1,1,1,2,1,6,3
175.54,5,4,4,1,1,1,1,1,3,2,3,4,2
164.78,3,5,3,3,6,4,2,2,3,3,0,0,0
264.75,3,5,4,2,1,4,1,1,1,3,3,5,3
175.54,3,6,4,2,0,2,1,1,3,3,5,5,5
175.54,4,6,4,1,1,2,1,1,3,2,3,5,5
175.54,5,5,4,1,0,0,1,1,3,3,4,2,6
175.54,4,1,3,2,2,2,1,1,1,3,5,6,4
175.54,4,1,4,2,1,2,1,1,1,5,4,6,2
175.54,6,6,4,0,0,0,1,1,2,2,5,4,5
175.54,3,5,4,3,2,6,1,1,2,2,4,5,3
264.75,3,4,4,2,1,4,1,1,6,2,1,1,5
264.75,4,6,4,2,1,3,1,1,3,2,4,5,3
220.15,4,3,4,2,2,2,1,1,1,2,0,6,2
175.54,4,0,4,2,2,2,1,1,1,3,3,6,5
175.54,4,1,3,2,2,2,1,1,1,2,5,6,4
264.75,3,6,4,3,4,5,1,1,3,4,1,2,5
175.54,4,2,4,2,2,2,1,1,1,2,0,6,3
264.75,3,6,4,2,1,4,1,1,3,1,6,3,1
175.54,4,2,3,2,1,2,1,1,1,2,5,4,5
264.75,3,6,3,4,6,6,1,1,2,2,2,1,1
175.54,3,3,4,3,2,4,1,1,2,2,5,4,1
175.54,5,6,4,1,0,3,1,1,2,2,4,5,6
175.54,5,6,4,0,0,0,1,1,2,2,5,4,5
110.17,3,1,4,2,2,2,1,1,1,3,4,5,0
175.54,4,0,4,2,2,2,1,1,1,1,6,6,2
175.54,4,2,4,2,2,2,1,1,0,6,4,6,4
175.54,4,1,3,2,1,1,1,1,2,2,6,1,6
175.54,4,3,4,1,1,1,1,1,0,4,4,6,2
138.36,4,0,3,2,2,2,1,1,1,2,4,5,6
175.54,4,2,4,1,1,1,1,1,1,3,3,6,4
175.54,3,6,4,3,2,3,1,1,2,4,3,0,3
175.54,5,6,4,0,0,0,1,1,3,2,5,5,5
175.54,5,2,4,1,1,1,1,1,1,2,3,6,6
150.76,4,0,4,2,2,2,1,1,0,2,4,6,0
175.54,4,2,4,2,2,2,1,1,0,3,3,6,4
264.75,4,5,4,2,1,4,1,1,2,4,2,2,3
264.75,3,3,3,1,0,4,1,1,2,2,5,4,6
220.15,2,6,4,4,6,3,1,1,3,3,0,0,2
264.75,4,4,4,2,2,3,1,1,1,3,2,5,1
175.54,4,6,4,1,0,0,1,1,2,2,5,4,4
264.75,3,4,3,2,2,6,1,1,3,4,4,0,3
175.54,5,5,4,1,0,1,1,1,3,2,5,4,4
175.54,6,4,4,1,0,0,1,1,3,2,4,4,5
175.54,5,2,4,1,1,1,1,1,1,4,5,6,5
175.54,5,4,4,1,0,1,1,1,3,3,4,2,4
175.54,4,3,4,2,2,2,1,1,1,2,5,5,2
264.75,4,3,4,3,3,2,1,1,0,6,1,6,1
175.54,5,4,4,1,1,2,1,1,2,2,5,2,5
220.15,4,3,4,1,1,1,1,1,1,2,4,5,3
264.75,5,4,4,1,1,1,1,1,1,2,5,3,4
264.75,4,5,4,2,1,6,1,1,3,3,2,2,4
175.54,4,2,4,1,1,1,1,1,1,4,4,6,5
264.75,5,6,4,2,1,6,1,1,3,2,1,3,5
175.54,4,2,4,2,2,2,1,1,1,4,6,3,3
264.75,5,4,4,1,1,2,1,1,2,2,4,1,6
264.75,5,6,4,2,1,2,1,1,2,3,4,5,2
264.75,5,2,4,1,1,1,1,1,2,3,5,5,4
220.15,3,5,4,3,2,5,1,1,3,4,0,2,4
175.54,4,3,4,2,2,2,1,1,0,5,4,6,1
175.54,4,4,4,1,1,2,1,1,2,4,6,5,6
264.75,4,3,4,2,1,1,1,1,1,2,2,6,3
175.54,5,6,4,1,0,1,1,1,3,3,5,2,5
264.75,3,6,4,2,2,4,1,1,2,5,4,4,1
175.54,4,4,4,1,1,2,1,1,2,4,6,5,6
175.54,6,5,4,0,0,0,1,1,2,1,4,5,3
264.75,3,5,3,2,1,4,1,1,2,3,6,3,6
175.54,4,4,4,3,2,4,1,1,3,3,5,5,3
175.54,5,3,4,0,0,0,1,1,2,2,3,4,5
264.75,4,6,4,1,1,3,1,1,3,2,5,4,5
175.54,2,6,4,3,3,6,1,1,3,4,5,5,6
175.54,2,5,4,3,3,5,1,1,6,2,1,0,4
175.54,4,3,4,2,1,4,1,1,2,3,6,1,6
175.54,4,1,4,2,2,2,1,1,1,3,5,6,1
175.54,4,3,4,2,2,2,1,1,1,4,5,6,4
175.54,4,5,4,1,1,2,1,1,2,4,4,2,5
197.84,3,4,4,3,4,5,1,1,3,3,3,4,4
264.75,4,5,4,2,2,5,1,1,3,2,5,5,5
175.54,4,0,3,2,2,2,1,1,1,2,4,6,6
264.75,4,2,4,2,2,3,1,1,1,4,5,6,1
264.75,3,5,4,3,3,3,1,1,3,3,0,2,3
175.54,4,3,3,2,2,3,1,1,2,3,5,3,6
264.75,4,5,4,2,2,6,1,1,3,4,5,6,4
164.78,2,4,4,4,6,4,2,1,3,3,1,0,5
264.75,3,6,3,3,2,6,1,1,2,3,5,1,6
175.54,5,1,4,1,1,2,1,1,1,2,4,6,4
220.15,4,6,4,2,0,4,1,1,2,2,4,5,2
175.54,4,6,4,1,0,2,1,1,3,3,4,4,5
264.75,4,4,4,2,1,3,1,1,1,5,3,0,5
197.84,3,6,3,3,3,3,1,1,3,3,5,1,3
264.75,4,4,4,2,1,3,1,1,3,2,3,3,6
220.15,5,3,4,2,0,1,1,1,3,3,2,4,3
242.45,4,3,4,2,1,4,1,1,2,4,4,5,2
264.75,3,6,4,3,3,4,1,1,3,3,0,2,3
264.75,3,5,3,3,5,3,1,1,3,2,4,5,6
264.75,3,5,3,2,2,3,1,1,1,4,1,0,3
242.45,4,4,4,2,2,3,1,1,1,5,4,6,3
175.54,4,0,4,2,2,2,1,1,0,2,5,6,3
264.75,3,4,4,2,1,5,1,1,2,2,4,5,1
55.05,2,6,4,4,6,6,1,1,4,1,5,5,0
175.54,6,3,4,1,0,0,1,1,2,2,4,5,3
175.54,5,2,4,0,0,0,1,1,2,2,2,5,3
175.54,5,3,4,1,1,1,1,1,2,2,3,5,1
197.84,5,4,4,1,1,2,1,1,3,2,4,4,5
197.84,4,5,4,2,2,2,1,1,2,5,2,4,5
175.54,4,2,4,2,2,2,1,1,1,2,3,6,1
220.15,4,2,4,2,2,2,1,1,1,3,6,1,2
242.45,5,6,4,0,0,2,1,1,3,2,2,5,5
175.54,4,0,3,2,2,2,1,1,1,3,5,6,1
197.84,5,5,4,1,1,2,1,1,3,3,5,5,4
175.54,5,4,3,2,1,3,1,1,2,2,4,2,3
264.75,3,6,3,3,3,6,1,1,3,2,0,2,3
264.75,3,6,4,2,2,4,1,1,2,2,6,1,5
175.54,6,3,4,0,0,0,1,1,3,1,1,3,5
175.54,4,1,4,1,1,1,1,1,0,3,6,6,5
175.54,4,0,4,2,2,2,1,1,1,1,3,6,0
138.36,4,0,4,2,2,2,1,1,1,4,4,6,5
175.54,6,4,4,1,0,0,1,1,3,2,4,4,5
220.15,4,2,4,2,2,2,1,1,1,5,4,6,1
175.54,4,6,4,2,0,4,1,1,3,3,5,3,5
175.54,5,4,4,1,1,1,1,1,2,2,2,3,5
175.54,3,1,3,2,2,2,1,1,1,5,3,0,5
220.15,4,2,4,2,2,2,1,1,0,4,5,6,0
175.54,4,3,4,2,2,2,1,1,1,3,5,4,2
264.75,4,2,4,2,2,2,1,1,1,4,5,5,2
175.54,4,1,3,2,2,2,1,1,0,3,5,6,5
175.54,4,2,3,2,1,2,1,1,2,3,6,3,5
87.86,2,5,4,4,6,1,1,1,3,3,4,0,6
264.75,3,3,4,2,1,5,1,1,2,5,3,4,2
242.45,5,5,4,1,0,2,1,1,3,3,4,2,4
175.54,4,1,4,1,1,2,1,1,1,3,4,6,3
175.54,4,1,4,2,2,2,1,1,1,2,4,5,2
175.54,4,4,4,1,0,3,1,1,2,4,6,4,6
175.54,6,6,4,0,0,0,1,1,2,2,3,5,6
242.45,3,6,4,3,2,4,1,1,3,3,4,2,5
242.45,4,5,4,2,2,3,1,1,1,3,4,5,1
264.75,4,6,4,1,0,1,1,1,3,2,4,5,5
264.75,2,5,4,4,6,3,1,1,3,3,3,5,0
264.75,3,6,3,3,2,6,1,1,3,2,0,1,4
264.75,3,6,4,3,2,5,1,1,3,3,2,2,5
242.45,4,3,4,2,2,2,1,1,1,5,6,6,0
264.75,4,5,4,1,0,2,1,1,3,2,2,4,5
264.75,4,5,3,3,3,5,1,1,3,3,3,5,6
242.45,5,6,4,0,0,0,1,1,2,3,2,4,5
175.54,5,6,4,1,0,1,1,1,3,2,5,5,5
264.75,4,5,3,2,2,4,1,1,3,3,4,5,6
175.54,4,5,4,1,0,1,1,1,3,2,3,4,6
175.54,5,4,4,1,0,0,1,1,3,2,2,4,5
175.54,4,4,4,2,1,3,1,1,3,2,5,5,3
175.54,4,1,4,2,2,2,1,1,1,2,3,5,3
175.54,6,6,4,1,0,0,1,1,3,2,4,5,5
175.54,6,3,4,0,0,0,1,1,3,2,5,5,4
175.54,5,6,4,0,0,0,1,1,3,3,5,3,4
175.54,4,1,4,2,2,0,1,1,0,3,5,6,5
264.75,3,2,3,2,3,1,1,1,2,3,2,0,1
175.54,5,5,4,1,1,3,1,1,2,4,4,1,6
197.84,5,2,4,1,0,3,1,1,3,4,5,6,3
264.75,3,2,3,3,3,1,1,1,2,4,4,2,0
242.45,5,5,4,1,0,0,1,1,3,2,3,4,4
170.16,4,2,4,2,2,2,1,1,1,3,6,0,2
264.75,2,5,4,4,4,5,1,1,4,2,3,3,3
264.75,3,4,4,3,3,6,1,1,3,2,2,3,0
175.54,5,5,4,1,0,0,1,1,2,2,2,3,5
175.54,4,4,4,2,1,2,1,1,3,2,5,4,4
175.54,4,2,4,2,2,2,1,1,1,2,4,6,2
220.15,4,5,4,1,0,3,1,1,1,4,0,2,3
175.54,4,3,4,2,2,2,1,1,0,5,3,6,4
175.54,5,3,4,1,0,0,1,1,3,2,4,5,4
175.54,5,1,4,1,1,2,1,1,2,2,5,3,6
264.75,3,5,4,2,1,6,1,1,3,2,5,3,5
264.75,4,4,4,1,0,4,1,1,3,2,2,2,3
197.84,5,4,4,1,0,3,1,1,2,2,0,3,4
264.75,5,6,4,1,0,1,1,1,3,2,4,2,5
242.45,4,6,4,2,0,2,1,1,2,4,6,5,6
242.45,4,5,4,2,1,3,1,1,3,2,2,3,3
175.54,4,1,4,1,1,2,1,1,2,4,6,6,3
175.54,4,1,4,1,1,1,1,1,0,3,6,6,4
125.97,4,0,3,2,2,2,1,1,1,2,5,6,2
175.54,4,2,4,2,2,2,1,1,1,2,0,6,1
175.54,4,3,4,2,2,2,1,1,1,2,1,6,3
175.54,5,4,4,0,0,0,1,1,2,2,5,3,5
175.54,3,1,4,2,2,2,1,1,1,3,5,6,4
175.54,3,6,4,4,3,6,1,1,3,2,5,5,1
175.54,4,4,4,2,1,2,1,1,1,4,3,6,5
264.75,3,6,4,3,2,4,1,1,2,4,5,4,2
164.78,2,6,4,4,6,4,1,1,3,4,0,1,3
175.54,5,5,4,1,0,1,1,1,1,2,5,6,5
264.75,4,6,4,2,1,6,1,1,3,2,6,4,2
164.78,6,4,4,0,0,0,1,1,3,3,4,2,4
264.75,3,5,4,3,2,4,1,1,2,4,5,6,4
175.54,5,6,4,1,1,1,1,1,2,2,3,5,2
264.75,3,6,3,3,3,3,1,1,2,5,4,4,0
175.54,3,3,4,4,3,6,1,1,3,4,1,3,5
197.84,3,5,4,3,3,3,1,1,3,4,3,0,5
242.45,3,3,4,3,2,3,1,1,3,3,4,5,4
175.54,4,3,4,2,1,3,1,1,2,3,3,5,2
175.54,3,6,3,4,6,4,1,1,3,3,2,0,2
264.75,3,6,4,3,2,6,1,1,3,2,5,4,5
264.75,4,6,4,2,1,4,1,1,3,3,2,2,5
175.54,4,2,4,2,2,2,1,1,1,5,6,6,0
175.54,5,6,4,1,0,0,1,1,3,2,3,3,5
175.54,4,3,4,2,1,2,1,1,2,4,3,2,4
175.54,6,2,4,0,0,0,1,1,2,2,3,3,5
264.75,3,4,4,3,3,5,1,1,3,2,3,3,3
175.54,6,6,4,1,0,0,1,1,2,2,5,3,6
264.75,3,4,4,3,2,4,1,1,2,3,5,6,1
175.54,5,3,4,1,0,0,1,1,2,3,4,1,6
175.54,4,0,3,2,2,2,1,1,1,3,4,6,5
31.63,4,0,3,2,2,2,1,1,1,1,4,3,6
175.54,4,1,4,2,2,2,1,1,1,6,2,6,2
175.54,4,0,4,2,2,2,1,1,1,3,5,4,3
264.75,4,3,4,2,1,3,1,1,1,3,3,5,1
175.54,4,6,4,1,0,2,1,1,2,4,5,4,5
175.54,3,6,3,4,6,2,1,1,3,2,2,3,0
264.75,3,6,3,2,0,5,1,1,2,2,5,4,6
264.75,3,5,4,2,1,4,1,1,2,3,6,2,5
163.15,4,1,4,2,2,2,1,1,1,3,3,6,5
264.75,5,6,4,0,0,0,1,1,2,2,5,5,6
125.97,4,0,4,2,2,2,1,1,1,2,6,6,4
242.45,4,4,4,1,0,2,1,1,1,3,5,6,2
175.54,4,2,4,2,2,2,1,1,0,4,4,6,1
197.84,4,4,3,2,1,4,1,1,2,2,6,2,6
175.54,5,5,4,1,1,3,1,1,1,3,5,1,5
175.54,4,5,4,2,2,3,1,1,3,2,0,3,4
175.54,4,3,4,2,2,2,1,1,0,5,5,6,3
175.54,3,5,4,2,2,3,1,1,3,2,5,2,4
175.54,6,4,4,0,0,0,1,1,3,2,1,3,4
175.54,6,5,4,0,0,0,1,1,3,2,3,3,6
175.54,4,1,4,2,2,2,1,1,1,4,5,5,3
264.75,5,5,4,2,1,2,1,1,2,2,3,4,6
264.75,3,3,4,3,2,5,1,1,3,2,4,5,4
175.54,5,2,4,1,1,1,1,1,2,4,1,4,3
175.54,4,1,4,2,2,2,1,1,0,2,5,6,4
242.45,4,5,4,2,1,3,1,1,3,2,6,3,2
242.45,5,2,4,1,0,1,1,1,3,2,4,4,6
264.75,5,4,4,1,0,0,1,1,1,2,5,6,3
175.54,5,5,4,1,0,0,1,1,3,2,2,3,5
175.54,4,2,4,1,2,2,1,1,1,4,2,6,5
175.54,4,3,4,1,1,2,1,1,2,4,5,4,6
175.54,5,4,4,1,0,0,1,1,2,2,5,1,5
264.75,3,6,3,4,6,3,1,1,3,2,3,0,3
264.75,4,3,4,1,0,1,1,1,3,2,1,4,5
175.54,5,2,4,1,0,0,1,1,2,2,4,5,5
175.54,4,2,4,2,2,2,1,1,2,2,3,6,1
175.54,4,5,4,2,2,2,1,1,1,5,5,6,4
264.75,5,4,4,1,1,2,1,1,1,4,2,4,3
175.54,3,5,4,2,2,4,1,1,3,3,4,3,6
220.15,5,4,4,1,0,1,1,1,3,3,3,2,5
175.54,4,3,4,2,1,2,1,1,2,3,0,2,4
175.54,3,5,4,2,2,3,1,1,3,3,5,5,4
242.45,3,3,4,2,0,4,1,1,2,2,5,4,1
175.54,5,3,4,1,1,1,1,1,1,3,4,6,3
175.54,4,5,4,1,0,1,1,1,2,2,4,4,3
264.75,3,3,4,2,2,4,1,1,3,3,3,1,6
175.54,4,1,4,2,2,2,1,1,1,6,2,6,1
175.54,4,4,4,1,0,4,1,1,2,3,5,0,6
172.85,3,6,3,3,4,3,1,1,3,4,5,0,5
264.75,3,5,3,4,6,3,1,1,3,3,4,5,6
175.54,4,6,4,2,1,1,1,1,3,2,5,5,3
175.54,4,6,4,2,2,4,1,1,2,2,0,1,3
264.75,3,5,4,3,3,6,1,1,3,3,4,5,5
197.84,4,0,3,2,2,2,1,1,1,2,4,5,6
175.54,4,5,4,2,2,2,1,1,0,3,5,6,1
175.54,5,5,4,1,0,0,1,1,3,2,3,3,4
175.54,5,6,4,0,0,0,1,1,3,1,4,2,6
175.54,4,2,3,2,2,2,1,1,1,3,5,6,5
197.84,3,6,4,3,3,4,1,1,2,2,5,5,1
264.75,3,5,4,3,2,3,1,1,2,4,5,5,3
220.15,4,5,4,2,1,2,1,1,2,2,1,3,2
175.54,5,4,4,1,0,1,1,1,3,3,1,1,4
175.54,5,4,4,0,0,0,1,1,2,2,2,4,3
175.54,4,0,4,2,2,2,1,1,0,2,0,6,2
175.54,4,2,4,2,2,2,1,1,1,4,3,6,6
175.54,5,4,4,1,1,0,1,1,2,4,5,6,5
175.54,4,4,4,2,2,2,1,1,2,5,4,1,5
264.75,4,3,3,3,3,6,1,1,3,2,3,4,6
150.76,4,0,3,2,2,2,1,1,0,2,3,5,6
264.75,3,6,4,3,2,3,1,1,6,2,1,1,5
197.84,3,4,3,4,6,5,1,1,2,2,4,1,2
175.54,4,0,3,2,2,2,1,1,1,2,5,6,1
175.54,4,2,4,2,1,2,1,1,1,3,2,6,5
175.54,4,5,4,1,1,1,1,1,2,2,5,1,6
175.54,5,3,4,1,1,1,1,1,1,3,6,2,5
175.54,3,6,3,2,0,4,1,1,2,2,4,4,6
264.75,4,5,4,2,1,4,1,1,2,4,5,6,3
264.75,2,6,4,4,5,5,1,1,3,3,0,1,3
175.54,5,4,4,1,0,1,1,1,2,2,4,6,4
264.75,3,6,4,2,2,6,1,1,3,3,3,5,5
264.75,3,5,4,2,2,4,1,1,2,3,5,0,5
175.54,5,6,4,1,0,1,1,1,3,3,5,4,5
220.15,5,1,4,1,1,2,1,1,1,2,4,5,4
175.54,5,4,4,1,0,0,1,1,3,2,2,4,5
264.75,4,4,4,2,1,3,1,1,1,3,5,6,3
175.54,5,1,4,0,0,0,1,1,1,2,5,6,3
175.54,4,1,4,2,2,2,1,1,0,3,4,6,4
175.54,3,6,4,3,2,6,1,1,3,2,4,5,4
175.54,5,5,4,2,1,4,1,1,3,2,4,5,5
264.75,3,6,4,2,2,5,1,1,2,2,3,4,6
175.54,4,1,3,2,1,2,1,1,2,2,4,3,6
163.15,4,1,4,2,2,1,1,1,2,3,4,5,0
264.75,3,5,4,2,2,6,1,1,3,2,6,4,1
175.54,4,3,4,2,2,2,1,1,1,2,3,6,2
175.54,5,4,4,1,1,0,1,1,2,3,0,2,4
175.54,4,1,4,2,2,2,1,1,0,5,5,6,4
175.54,5,3,4,1,0,1,1,1,2,2,4,5,3
175.54,6,5,4,0,0,0,1,1,2,2,5,6,4
175.54,5,2,4,1,1,1,1,1,1,3,2,6,4
214.76,4,4,4,2,2,3,1,1,2,3,5,6,1
175.54,4,6,4,1,0,0,1,1,3,2,4,5,6
175.54,4,2,4,2,2,2,1,1,0,4,5,6,0
175.54,4,2,4,1,1,2,1,1,1,4,3,6,5
175.54,3,4,4,3,2,5,1,1,3,3,2,2,5
175.54,3,3,4,3,3,2,1,1,1,5,4,6,1
175.54,4,1,4,2,2,2,1,1,1,2,3,6,3
264.75,3,6,3,3,4,4,1,1,3,3,0,0,4
175.54,4,4,4,1,1,2,1,1,2,4,5,3,6
175.54,4,3,4,2,2,2,1,1,0,3,6,6,4
175.54,4,1,4,2,2,2,1,1,0,5,3,6,4
138.36,4,0,4,2,2,2,1,1,1,3,5,2,3
264.75,4,4,4,1,0,1,1,1,1,2,5,6,5
175.54,4,2,3,2,2,2,1,1,1,3,5,6,5
264.75,4,5,3,2,1,5,1,1,2,2,2,3,4
175.54,4,0,4,2,2,2,1,1,1,3,5,4,0
175.54,5,4,4,0,0,0,1,1,2,3,5,3,6
220.15,4,5,4,2,1,6,1,1,3,3,5,3,6
175.54,5,3,4,0,0,0,1,1,2,2,2,4,1
175.54,4,6,4,1,0,1,1,1,3,3,4,5,5
264.75,4,2,4,1,1,1,1,1,1,3,5,0,1
220.15,4,2,4,2,1,4,1,1,2,4,3,4,1
175.54,4,3,4,1,0,2,1,1,3,2,2,4,3
175.54,5,5,4,1,0,2,1,1,1,4,2,4,3
175.54,5,5,4,1,1,1,1,1,1,3,5,5,4
197.84,3,5,4,3,3,2,1,1,2,4,5,0,3
175.54,4,1,4,2,2,2,1,1,1,4,5,6,5
264.75,3,6,4,2,2,6,1,1,3,2,5,1,4
175.54,5,5,4,0,0,0,1,1,3,2,3,4,5
242.45,4,4,4,1,2,1,1,1,1,4,4,6,5
175.54,3,4,4,3,3,5,1,1,3,4,1,1,5
197.84,4,2,4,2,2,2,1,1,1,2,5,5,1
125.97,4,0,4,2,2,2,1,1,0,5,4,6,3
175.54,4,5,4,2,1,4,1,1,3,3,2,2,3
175.54,4,5,4,2,0,0,1,1,2,2,4,5,3
264.75,3,6,4,2,1,6,1,1,2,2,6,2,5
175.54,4,2,4,2,2,1,1,1,0,6,1,6,2
175.54,5,4,4,1,1,1,1,1,2,3,5,5,4
175.54,4,3,4,2,2,2,1,1,1,5,6,6,2
175.54,4,2,4,2,2,2,1,1,1,4,6,6,4
175.54,4,3,4,2,2,2,1,1,2,5,3,2,4
175.54,4,4,4,1,1,1,1,1,1,2,5,1,4
163.15,4,0,4,2,2,1,1,1,0,2,5,6,3
175.54,4,1,3,2,1,1,1,1,1,1,6,0,5
197.84,2,5,4,5,6,3,1,1,3,3,1,0,4
175.54,5,4,4,0,0,0,1,1,1,2,5,6,5
189.77,2,6,4,5,6,6,1,1,4,1,5,5,0
175.54,4,5,4,2,1,4,1,1,1,4,0,2,0
175.54,4,2,3,2,1,2,1,1,1,3,6,6,3
175.54,5,1,4,1,0,1,1,1,2,2,3,2,3
106.92,4,0,4,2,2,2,1,1,1,4,3,6,6
175.54,4,4,4,2,1,4,1,1,3,4,3,2,4
264.75,5,2,4,1,1,1,1,1,1,3,5,5,3
175.54,2,6,4,4,6,2,1,1,3,2,5,0,3
175.54,4,6,4,2,1,2,1,1,3,2,5,2,2
175.54,4,0,4,2,2,2,1,1,0,4,3,6,4
264.75,4,2,4,1,1,2,1,1,3,2,5,4,4
175.54,4,0,4,2,2,2,1,1,0,2,6,6,4
242.45,3,3,3,3,3,3,1,1,2,3,4,1,2
175.54,3,6,4,3,2,4,1,1,2,3,2,4,2
264.75,3,6,4,3,5,6,1,1,3,2,5,5,4
175.54,3,4,4,2,0,3,1,1,3,3,5,4,6
175.54,5,5,4,1,0,0,1,1,3,2,3,4,3
175.54,4,1,4,1,1,2,1,1,2,3,6,3,6
264.75,4,4,4,2,1,2,1,1,2,2,1,2,0
163.15,4,0,4,2,2,2,1,1,0,2,3,6,0
264.75,2,5,4,4,5,6,1,1,2,3,6,5,5
167.47,3,4,3,3,4,3,1,1,3,2,2,2,4
175.54,5,4,4,1,1,2,1,1,2,4,1,1,3
175.54,3,6,4,2,1,6,1,1,3,2,4,4,6
175.54,4,2,4,2,2,2,1,1,1,3,0,6,4
264.75,5,3,4,1,0,2,1,1,2,3,4,5,4
175.54,4,2,4,2,2,2,1,1,1,2,3,6,1
175.54,4,6,4,2,1,2,1,1,2,4,1,1,2
175.54,4,2,4,2,1,1,1,1,1,3,5,2,3
138.36,4,1,3,2,1,2,1,1,1,2,6,5,4
175.54,4,2,4,2,2,2,1,1,1,3,4,6,4
197.84,4,6,4,2,1,5,1,1,3,2,3,5,2
175.54,5,5,4,0,0,0,1,1,2,2,5,2,6
175.54,4,4,4,1,1,2,1,1,1,3,2,6,5
197.84,3,4,4,2,1,3,1,1,2,4,2,4,3
264.75,5,5,4,1,1,2,1,1,2,2,5,1,5
175.54,6,5,4,0,0,0,1,1,3,2,2,5,6
242.45,4,4,4,1,0,1,1,1,3,2,1,2,4
175.54,4,2,4,2,2,2,1,1,0,4,4,6,5
175.54,6,2,4,0,0,0,1,1,2,2,5,6,5
197.84,4,4,4,2,2,2,1,1,1,6,3,6,1
175.54,5,4,4,0,0,0,1,1,3,3,5,4,6
175.54,4,3,4,2,1,1,1,1,0,4,3,6,3
175.54,4,2,4,1,1,1,1,1,2,2,6,2,6
197.84,2,5,4,4,6,2,1,1,3,3,5,0,3
197.84,5,4,4,1,0,0,1,1,1,2,5,6,2
197.84,4,2,4,2,1,2,1,1,2,2,6,5,2
175.54,4,2,4,2,1,2,1,1,0,3,5,6,1
175.54,5,6,4,1,0,1,1,1,3,2,2,4,5
264.75,3,6,4,3,3,6,1,1,3,3,5,3,5
220.15,4,5,3,2,1,6,1,1,3,2,2,4,0
264.75,5,3,4,1,1,1,1,1,1,3,5,6,4
175.54,4,3,4,2,2,2,1,1,1,3,1,6,4
