CS,DEM,SL,AMP,AMT,AME,NDVI,NL,POP,GDP
71.11 ,2915.16 ,29.26 ,950.1771444,8.036111037,891.6458333,8242.973185,0,0.114189066,66.30517387
70.17 ,2831.89 ,32.11 ,959.8083089,8.114236037,836.0416667,8175.262372,0,0.168940837,93.46655528
60.13 ,2007.39 ,28.71 ,930.7603963,12.27013906,1006.8125,8410.067726,0,0.504066656,110.1483164
31.68 ,1542.38 ,18.95 ,904.5604451,13.90694427,1091.1875,7819.625756,0,1.245892604,126.3694229
65.32 ,2151.19 ,22.91 ,924.2042033,11.43992996,1001.4375,8087.391688,0,0.673481842,109.653012
57.34 ,1714.42 ,31.86 ,905.8249919,13.75937494,1005.979167,7942.182656,0,0.838123004,113.0861912
44.63 ,991.37 ,16.09 ,1010.814494,15.46753502,1047.333333,7989.166393,0,0.713592649,535.7079798
53.89 ,1021.24 ,16.50 ,1008.343709,15.36458333,1039.083333,8195.194928,0,0.727255762,525.340903
47.08 ,869.46 ,18.90 ,1025.429179,15.90590159,1051.083333,8236.725517,0,0.972580949,558.3907598
47.19 ,914.13 ,16.91 ,1022.777059,15.81979084,1042.458333,8231.743927,0,0.573212544,544.1396281
44.97 ,897.32 ,18.04 ,1027.668722,15.97256978,1048.0625,8163.87622,0,0.774618646,548.0404383
48.17 ,769.43 ,18.19 ,1039.999959,16.5206604,1066.583333,8042.896339,0,1.554611643,554.0826518
59.72 ,891.68 ,16.03 ,1028.043742,15.91250038,1039.833333,8273.496373,0,1.274443388,548.1354497
60.08 ,955.48 ,15.56 ,1028.762533,15.73368041,1034.270833,8288.192646,0,0.806924681,585.9072037
64.86 ,980.43 ,14.88 ,1029.9104,15.6220487,1018.625,8375.780956,0,0.944320977,660.3341141
61.09 ,950.25 ,14.11 ,1035.287516,15.87291654,1021.833333,8221.499878,0,1.242587447,667.037173
49.18 ,844.04 ,15.58 ,1036.377075,16.12899272,1033.270833,8025.026484,0,1.410196503,704.8356781
50.48 ,1014.91 ,21.76 ,1047.591715,15.51684062,974.5416667,8097.051784,0,0.811432322,222.2262001
55.03 ,1065.97 ,19.47 ,1043.445841,15.26406225,968.9375,8138.498859,0,0.715285599,219.401619
44.71 ,918.55 ,13.64 ,1045.512492,15.81597201,998.125,7966.5031,0,1.462474585,228.1247673
57.38 ,1154.62 ,11.87 ,1043.822876,14.9321181,968.8541667,8108.44636,0,1.65653491,225.0420926
58.36 ,1121.35 ,15.52 ,1044.231222,14.94878451,964.0833333,8170.234224,0.019704184,0.827137689,221.4722036
55.75 ,1098.36 ,15.14 ,1044.591654,15.00711823,965.3125,8193.757891,0.011035013,0.492003689,227.8123652
51.32 ,1196.07 ,15.06 ,1046.508321,14.44809024,952.0208333,8090.411857,0,0.538326591,233.4615758
67.14 ,1363.23 ,15.09 ,1050.006287,13.63177109,936.9583333,8292.98023,0,0.572462459,244.70224
70.00 ,1387.69 ,17.33 ,1058.079142,13.49809043,931.2083333,8321.352705,0,0.489198039,249.2113813
72.41 ,1380.15 ,17.68 ,1060.21875,13.62309043,904.5,8371.750749,0,0.494378,240.8406741
54.79 ,1237.33 ,15.79 ,1060.077067,14.34791692,907.4583333,8038.302865,0,0.956842999,266.5091298
38.03 ,1058.01 ,18.06 ,1061.279134,15.26180522,941.8333333,7816.164622,0,1.625106494,281.7830175
50.83 ,1047.65 ,16.93 ,1060.614624,15.32378483,962.875,7746.363013,0,0.912487904,272.68632
39.15 ,1003.55 ,15.32 ,1063.022949,15.62118053,973.4375,7585.186287,0.012708334,1.660668453,275.8558337
40.42 ,815.91 ,17.26 ,1065.94165,16.34704876,1012.520833,7516.781107,0.059886739,2.107750813,256.8828278
40.98 ,873.62 ,12.13 ,1063.28123,16.12378502,1010.0625,7508.421656,0.020078125,3.12105306,265.4452044
42.84 ,962.38 ,10.70 ,1061.799967,15.70138899,984.75,7676.248326,0.005963542,2.082516432,271.7434794
32.02 ,1063.90 ,12.89 ,1062.600016,15.19270833,956.0833333,7775.689298,0,2.138552825,279.042778
53.17 ,1277.00 ,10.83 ,1071.039551,14.21822929,905.3333333,8174.62683,0,1.25064679,261.1759288
48.78 ,1266.24 ,15.09 ,1078.197917,14.08645852,892.3125,8197.37652,0,1.457722783,257.1423289
48.75 ,1146.93 ,15.36 ,1076.991618,14.77309036,928.3125,8224.344564,0,1.80757304,269.516482
30.92 ,956.73 ,16.73 ,1070.850037,15.64513874,974.3541667,7832.60531,0,1.637068669,290.0816256
29.12 ,1048.64 ,13.86 ,1072.40623,15.32916641,971.5625,7826.719485,0,1.782112122,280.8176676
24.78 ,1106.02 ,10.39 ,1074.447876,15.18975703,965.9791667,7635.223321,0,2.23330458,289.1864039
81.90 ,3000.22 ,31.50 ,762.4917196,8.688368162,925.2916667,8206.789229,0,0.020093283,17.95263203
75.57 ,2789.00 ,29.61 ,766.8916626,10.07621511,963.6875,7774.569356,0,0.075027568,18.83859416
70.51 ,2610.47 ,27.56 ,770.5604248,10.97673607,1000.166667,7417.22706,0,0.132138744,20.46791704
70.57 ,2737.60 ,25.31 ,761.0500285,10.25069396,989.2291667,7223.645411,0.044817706,0.159336512,19.63006902
74.95 ,2957.06 ,27.02 ,753.1645711,9.971527735,1010.020833,7333.829235,0,0.099583586,18.1104991
42.16 ,2084.26 ,28.09 ,787.5062256,14.48003483,1213.458333,6574.230128,0,0.184276288,22.74660114
45.38 ,2114.84 ,29.26 ,782.2354329,14.15590286,1205.083333,6993.834549,0,0.212929611,24.68924165
67.23 ,2601.63 ,27.51 ,761.3624674,11.39791648,1078.708333,7719.850152,0,0.119988742,18.57872542
73.49 ,2895.63 ,25.03 ,761.0437215,9.50434049,988.1458333,7775.587196,0,0.070536685,18.07530204
66.36 ,3078.54 ,14.78 ,791.2562663,9.107117971,1008.083333,7131.469652,0,0.06831873,20.06581394
75.51 ,3065.95 ,22.24 ,797.2458089,9.08732605,1009.5,7559.234835,0,0.056425927,17.84397388
78.78 ,3302.09 ,23.60 ,807.2958374,7.535590013,933.8125,7781.272753,0,0.042292582,29.09422163
78.35 ,3485.90 ,21.19 ,814.1374715,6.402951399,903.9583333,7906.231933,0,0.041111281,24.10784014
67.46 ,3495.48 ,20.92 ,821.333313,6.295486132,864.4166667,7792.65553,0,0.050981611,19.22426573
77.78 ,3268.92 ,16.12 ,813.1520793,7.836805662,930.4375,7660.077077,0,0.12615214,20.7292273
72.53 ,3020.33 ,19.48 ,812.3333333,8.888020833,960,7337.42599,0,0.171552892,20.36037874
74.65 ,2660.50 ,24.21 ,812.5458374,10.32083321,1019.020833,7562.224546,0,0.113222259,20.48503939
65.62 ,2414.58 ,25.86 ,818.5708415,11.70624987,1041.708333,6994.144858,0,0.137969094,20.87511555
58.49 ,2426.75 ,26.73 ,824.3937581,11.83559036,1073.020833,7057.969774,0,0.202962115,22.59550623
72.66 ,3088.93 ,23.08 ,829.8520915,8.59635369,973.1458333,7618.131532,0,0.100046841,21.34301901
67.74 ,3307.94 ,19.35 ,843.8520915,7.558506966,918.625,7123.134815,0,0.237992073,21.00790354
76.45 ,3088.55 ,21.76 ,852.8395996,8.688715617,979.7291667,7287.043643,0.017734375,0.805383066,21.60425003
52.85 ,2494.56 ,21.91 ,859.0145671,11.86927096,1089.541667,6908.277781,1.026215146,2.579188744,33.96454795
68.45 ,3062.24 ,25.65 ,858.5916748,8.938888868,999.1875,7361.447742,0,0.788968364,22.31980697
71.30 ,2992.78 ,26.80 ,871.8291626,9.068576177,987.4375,7637.61656,0,0.139431842,24.23300123
70.06 ,3387.27 ,25.34 ,878.4333496,6.750347137,896.8125,7464.719977,0,0.095683056,23.80225643
74.66 ,3318.89 ,24.91 ,880.7958374,7.285243193,892.1041667,7846.851999,0,0.065563476,38.55721148
72.30 ,3053.59 ,26.21 ,876.739563,8.923611323,941.4166667,7704.269094,0,0.079931468,57.0266819
59.20 ,2275.18 ,27.09 ,881.3458455,12.87187481,1086.395833,6689.282548,0,0.156960924,69.83258899
62.78 ,2218.29 ,27.14 ,882.5791626,12.76197942,1114.875,7306.004171,0,0.276433319,64.67460505
66.72 ,3541.53 ,33.29 ,876.5270793,6.19322904,929.2708333,7126.651215,0,0.091380594,62.36646128
69.97 ,3455.30 ,26.64 ,888.4625041,6.252604167,847.6041667,8024.442761,0,0.054070341,61.51938248
60.01 ,3602.22 ,31.07 ,895.6437378,5.415277799,843.8125,7583.325628,0,0.026674867,62.93787098
75.07 ,2782.08 ,33.26 ,923.1749878,9.910937627,973.4791667,8686.323421,0,0.090943237,66.28553168
75.97 ,3058.84 ,29.93 ,924.0500081,8.316666444,900.3125,8452.274012,0,0.077097868,65.24716949
65.35 ,2227.32 ,34.49 ,938.5916951,12.96822929,1054.0625,8481.696499,0,0.250751093,70.39688142
70.17 ,1975.72 ,34.84 ,933.9896037,14.28750006,1119.625,8385.87578,0,0.134592637,610.647522
66.57 ,2873.92 ,34.84 ,924.2187907,9.341145833,967.8333333,8306.839844,0,0.08197965,721.2767944
56.19 ,2959.03 ,21.24 ,934.1291707,8.814409574,924.9375,7787.903827,0,0.093341671,854.342804
52.59 ,3069.28 ,21.90 ,953.8374837,8.041840553,922.8958333,7285.814762,0,0.130274191,800.4860789
71.63 ,2815.18 ,24.80 ,969.8416748,9.386632284,934.8958333,7869.142518,0,0.163862298,779.9793727
55.86 ,2351.89 ,22.69 ,976.6979167,11.65364615,988.4375,7436.026821,0,0.533333441,802.3749898
49.12 ,1860.03 ,14.01 ,984.7041626,14.31093756,1096.3125,7042.371436,0,0.954427481,825.6545817
20.78 ,1589.05 ,6.07 ,988.052124,16.07899348,1173.916667,6695.250325,0.005390625,2.438572327,996.7040609
15.84 ,1536.83 ,1.27 ,989.1334025,16.890625,1244.770833,6532.575281,1.851847202,10.86094443,1259.907038
37.81 ,1754.76 ,11.63 ,983.5791829,15.70121543,1214.104167,6535.600844,0.515433392,5.673723221,892.5741069
62.47 ,2142.54 ,16.15 ,958.7145589,12.88611094,1070.145833,7726.209735,0,1.05493474,860.9549408
62.06 ,2143.59 ,18.19 ,964.15625,12.65260379,1047.979167,7615.711125,0,0.540958057,486.7011007
56.80 ,2348.64 ,15.43 ,958.4395752,11.43350728,1009.020833,7224.034598,0,0.344479531,72.04315313
50.25 ,2624.15 ,17.50 ,961.5500692,10.01163197,952.4583333,6821.934479,0,0.371794095,74.36152713
45.06 ,2644.95 ,20.75 ,956.2208659,9.785416603,955.5625,6878.178917,0,0.315647592,513.6751283
48.87 ,2849.46 ,18.07 ,944.9875285,8.719443957,920.4583333,7193.561253,0,0.217497513,369.3970044
45.98 ,2891.21 ,19.22 ,940.1562093,8.346354485,914.2916667,7067.710159,0,0.164031774,69.97012806
46.57 ,3309.43 ,13.48 ,952.9125163,6.512326241,859.0833333,6865.548648,0,0.093467039,62.93591499
47.13 ,3154.27 ,17.01 ,957.3645833,7.181597233,874.3541667,7053.68095,0,0.272717724,60.79113261
43.48 ,2757.13 ,12.73 ,958.5021159,9.016318957,924.6458333,6834.878889,0,0.382774562,65.03521411
42.81 ,2797.56 ,17.29 ,953.4187826,8.76024278,918.7916667,6927.500524,0,0.334585309,66.10518646
33.67 ,2414.46 ,14.24 ,953.9770711,10.61875057,971.4375,6661.944184,0,0.413054009,69.53373496
38.01 ,2465.19 ,18.81 ,947.4104207,10.38472207,1005.666667,6648.998719,0,0.193024357,73.30065791
33.65 ,2364.20 ,18.32 ,953.0020549,10.92638906,1029.416667,6813.383627,0,0.335979293,65.9972051
25.25 ,2133.40 ,9.53 ,953.25413,11.91510391,1055.166667,6500.40317,0.305646464,2.799210469,78.92887052
35.92 ,2231.73 ,12.60 ,949.5687459,11.46076393,1048.104167,6783.479262,0.033385416,1.277335922,74.8394858
37.56 ,2542.35 ,12.91 ,949.2687988,10.16111088,1006.770833,6858.718793,0,0.50256295,70.25002638
47.51 ,2811.99 ,14.17 ,950.6854248,8.906597137,960.0208333,7036.422296,0,0.31523487,64.74717045
31.81 ,2415.27 ,19.12 ,956.9000041,10.50138855,990.9583333,7397.885013,0,0.283526108,74.0795695
27.98 ,2241.87 ,16.05 ,945.0562541,11.37100728,1032.8125,7648.259024,0,0.318950077,74.85010719
34.91 ,2574.71 ,14.05 ,942.4083455,9.819096883,990.0416667,7202.788456,0,0.544927597,75.5059185
29.26 ,2733.12 ,12.84 ,938.2521159,8.879687627,952.7291667,7063.057041,0,0.404236058,75.29519081
33.28 ,2869.44 ,13.33 ,953.6124878,8.136458397,908.75,7455.106311,0,0.244013612,70.32284609
27.46 ,2422.62 ,17.17 ,942.8104248,10.27343782,974.2916667,7489.967532,0,0.624675512,79.1992054
46.27 ,2373.78 ,23.08 ,941.052124,10.48940976,984.9166667,8061.297322,0,0.364941061,72.95937602
65.67 ,2064.88 ,32.73 ,934.6604207,11.88298607,1009.583333,8497.05944,0,0.325288306,85.27533054
62.94 ,1652.81 ,31.31 ,918.7646484,13.1748263,1054.875,8320.563175,0,0.547443002,110.0392036
43.45 ,1516.35 ,29.43 ,916.71875,13.97604211,1030.104167,7765.988524,0,0.986271719,115.5344626
63.16 ,1829.00 ,30.24 ,903.9541829,12.86614609,987.3958333,8134.243164,0,0.671115836,113.477026
58.45 ,1488.10 ,32.29 ,903.3145955,14.86145782,1014.875,7882.412064,0,0.548447351,109.25722
60.35 ,1157.22 ,17.44 ,995.4041951,14.86006959,1020.979167,8189.403094,0,0.527833889,500.8206724
60.48 ,1017.76 ,16.09 ,1008.602051,15.35572942,1021.833333,7971.037142,0,0.748010655,533.3670959
50.35 ,827.26 ,17.15 ,1027.185465,16.06024297,1044.8125,8027.520518,0,1.081061264,573.7123718
46.97 ,745.38 ,16.12 ,1041.352091,16.55781237,1064.833333,8117.103077,0,1.184689542,538.9704285
40.90 ,826.54 ,16.83 ,1034.108337,16.26614602,1057.25,8137.740536,0,0.893221656,554.1845194
48.32 ,809.26 ,20.32 ,1037.141663,16.34670067,1051.604167,8037.885535,0.037664572,1.226609031,546.321401
40.74 ,622.21 ,16.20 ,1056.887553,17.10538228,1080.291667,7806.519249,0.010583987,1.944414457,564.5304565
39.78 ,779.43 ,16.90 ,1039.133321,16.30503527,1065.5,7958.519117,0,1.991999666,596.922404
49.86 ,864.00 ,17.22 ,1034.995809,16.10850684,1048.25,8078.015543,0,1.05596894,572.7964757
47.20 ,789.01 ,15.07 ,1040.885437,16.41753578,1040.520833,7923.759662,0,1.715708613,659.4782359
45.50 ,741.76 ,9.68 ,1043.912476,16.79027748,1052.104167,7692.528332,0,2.380520821,699.5518366
44.70 ,640.03 ,11.43 ,1054.102091,17.25190989,1065.8125,7765.261699,0.034348767,2.502667427,704.2031657
36.59 ,843.39 ,18.99 ,1051.708313,16.32152875,1006.5625,7844.562949,0,0.937477688,234.6385142
36.03 ,880.23 ,17.62 ,1052.2229,16.35173512,1016.541667,7873.538828,0,0.887453437,240.1463725
35.08 ,763.64 ,14.13 ,1055.618713,16.65173594,1035.104167,7697.707841,0,1.063666125,241.7691981
32.46 ,974.23 ,13.12 ,1047.960368,15.86649259,997.6875,7820.10466,0,1.451006452,245.5060488
28.42 ,830.83 ,18.59 ,1050.433309,16.26701387,1017.104167,7699.763476,0.090971888,1.615731955,241.5062675
58.16 ,1137.05 ,18.19 ,1045.31252,15.08142312,964.4583333,8297.705033,0,0.581767023,219.117466
65.57 ,1284.34 ,18.34 ,1047.37085,14.25677077,934.625,8411.774398,0,0.612983584,218.967219
68.27 ,1371.57 ,14.40 ,1052.147909,13.60624981,912.7083333,8378.06694,0,0.744613508,244.3700663
63.74 ,1335.38 ,14.34 ,1054.793722,13.69236088,908.875,8427.973336,0,0.748403172,256.0504303
59.41 ,1342.68 ,18.15 ,1058.8125,13.84270827,884.1666667,8383.629035,0,0.648906589,247.6247203
59.52 ,1201.34 ,20.70 ,1059.77712,14.75399335,910.8125,8258.774399,0,0.824730496,253.9399974
55.48 ,891.01 ,21.21 ,1060.491659,15.99809011,994.4375,7732.060866,0,2.292693178,267.166729
55.68 ,828.30 ,20.11 ,1061.231242,16.31371562,1024.6875,7715.505267,0.011378999,2.314054608,276.2755229
53.54 ,914.88 ,16.02 ,1059.749959,15.91614628,998.875,7779.142352,0,1.701019367,269.7977473
57.44 ,886.83 ,15.54 ,1061.664591,16.06666692,995.9583333,7757.968738,0,1.489874125,251.9458313
44.53 ,750.33 ,15.71 ,1064.643717,16.52065913,1025.833333,7727.344734,0,1.268833399,257.924174
26.15 ,933.44 ,12.59 ,1064.324972,15.85850716,986.4791667,7553.381476,0,2.256305456,286.937912
33.75 ,978.91 ,12.85 ,1064.064575,15.61093775,976.8958333,7851.351254,0,2.574470282,286.3100586
32.97 ,1102.96 ,10.88 ,1069.827047,15.00190989,941.5416667,8009.108523,0,1.934328198,285.6233292
39.33 ,1149.17 ,16.16 ,1075.731262,14.7892367,918.7083333,8063.95081,0,1.616160989,289.1949946
42.19 ,994.51 ,15.71 ,1075.745829,15.50399272,959.9375,8004.411631,0.005755208,2.663180351,283.1493098
44.55 ,882.67 ,16.55 ,1073.1875,15.99253464,997.5208333,7946.801063,0,1.449028373,281.7513301
78.05 ,3582.87 ,28.06 ,764.2500407,5.25885423,837.8125,7870.742547,0,0.012775061,17.1185118
83.33 ,3263.91 ,27.87 ,765.8145752,7.710763931,899.0208333,7912.644204,0,0.025382482,17.06133473
83.23 ,3205.27 ,28.48 ,761.6229451,8.499305725,909.7916667,7626.85316,0,0.052888319,17.31476041
67.68 ,2736.55 ,33.07 ,770.4625041,11.01840274,1043.5,6964.136292,0.045885414,0.239961982,18.54001339
46.64 ,2158.30 ,32.07 ,790.9749959,13.81336816,1147.395833,6779.331108,0,0.203682899,20.53020684
63.51 ,2446.41 ,27.43 ,773.8062134,12.73350684,1131.770833,7094.037091,0,0.147225191,19.93457846
58.59 ,2274.36 ,32.76 ,775.2333374,13.2373263,1139.166667,7018.503572,0,0.347453008,21.19011112
74.07 ,2892.64 ,23.80 ,760.7145589,10.32743073,1040.604167,7620.936633,0,0.115815053,17.38366652
80.74 ,3395.60 ,27.10 ,766.6229045,6.685416698,901,7807.437143,0,0.054856401,16.74647085
80.60 ,3269.05 ,23.75 ,776.4229126,6.823263963,890.375,7767.695002,0,0.054096772,17.04075225
78.14 ,3584.33 ,21.84 ,784.0062256,5.502777735,864.2708333,7712.540643,0,0.043935516,16.75919867
61.27 ,3507.58 ,21.63 ,793.1812744,6.033159733,861.2916667,7388.415609,0,0.047870641,19.72214127
64.14 ,2995.50 ,15.86 ,794.5937703,9.096874555,987.4583333,7167.117159,0,0.08966772,18.75956047
77.60 ,3056.84 ,20.92 ,799.3208415,8.772222201,989.6875,7526.189597,0,0.061579794,17.55610526
69.68 ,3608.46 ,22.65 ,803.3354492,5.235416571,851.2291667,7767.916815,0,0.019376006,18.51535741
73.82 ,3623.63 ,19.96 ,812.2874959,5.058159669,811.25,7852.828227,0,0.026368434,18.30546248
73.78 ,3248.39 ,23.20 ,817.8708496,7.583159606,906.7916667,7887.143119,0,0.114355808,18.30514018
70.65 ,2840.99 ,21.94 ,814.6687215,9.97899278,984.2708333,7582.025915,0,0.20336252,20.9296991
77.84 ,2746.53 ,27.91 ,811.8104248,10.92777761,1014.5,7688.779336,0,0.148913143,19.39962379
61.34 ,2449.09 ,25.75 ,814.5562541,12.01180585,1104.333333,7016.512232,0,0.204943995,21.65540135
58.18 ,2696.08 ,20.99 ,819.1750081,10.84392357,1063.541667,7006.718998,0,0.224193941,25.03891754
71.35 ,3136.44 ,25.70 ,826.84375,8.53767395,990.625,7569.617982,0,0.079467249,22.22710355
71.74 ,3536.53 ,19.55 ,838.8791504,5.971527735,865.6666667,7575.877099,0,0.033140545,20.41639487
63.48 ,3132.50 ,22.26 ,851.7208049,8.268923283,932.5625,7140.531317,0,0.154719149,22.92814795
67.86 ,2700.76 ,25.89 ,851.2083333,10.54340235,1046.875,7215.687671,0,0.281097651,22.62579083
69.69 ,2785.04 ,25.86 ,854.6104329,10.08611139,1032.416667,7339.947705,0,0.659059366,21.78671765
80.09 ,3328.12 ,27.16 ,865.0020752,7.075867971,939.9375,7941.699989,0,0.299963911,21.39629364
66.05 ,3673.15 ,25.15 ,881.2416585,5.214583397,838.0416667,7496.75736,0,0.083341288,23.65170344
65.64 ,3655.59 ,26.14 ,881.7937826,5.104687691,837.2291667,7638.754311,0,0.037000982,23.41265321
73.42 ,3255.33 ,27.83 ,886.8937378,7.601736069,885.25,8025.9501,0,0.124586525,22.66756316
74.56 ,2796.48 ,25.63 ,883.5020549,9.944617907,976.6458333,7559.825515,0,0.186150337,27.7905608
68.47 ,2577.63 ,26.23 ,878.4645996,11.42309062,1033.625,7372.794505,0,0.122145635,61.50803343
57.24 ,2350.48 ,28.63 ,881.1624959,12.34270827,1106.6875,7390.506442,0,0.162878523,62.82573462
78.10 ,3164.79 ,30.21 ,877.9083049,8.232638995,980.0208333,8224.949482,0,0.123185694,65.70085828
58.02 ,3609.08 ,28.92 ,888.9750163,5.343229135,815.7083333,7020.675439,0,0.035863167,63.89165322
72.83 ,3201.11 ,29.01 ,903.7833252,7.274826686,908.7083333,8371.92916,0,0.038654365,63.31259155
71.07 ,2992.96 ,34.63 ,913.7687174,8.46753486,870.6041667,7998.65638,0,0.068741852,63.11167351
64.00 ,2321.49 ,31.65 ,923.4395955,12.07916641,1049.083333,8414.939812,0,0.155974905,70.30455875
68.26 ,2032.79 ,33.00 ,925.3729451,13.78836823,1087.8125,8491.803148,0,0.245811219,79.9501365
68.35 ,1709.11 ,35.39 ,933.0750326,15.05694485,1122.604167,8097.392586,0,0.197554484,340.6560237
70.37 ,2198.86 ,37.87 ,933.3270671,13.04843744,1071.479167,8397.636966,0,0.082266105,736.3559926
42.43 ,2538.75 ,25.99 ,928.4291992,10.85538197,1012.395833,7884.748274,0,0.089116931,899.2780863
62.91 ,3187.99 ,26.13 ,947.1729126,7.590104103,913.9166667,7613.249822,0,0.037259106,735.2745641
68.71 ,2588.19 ,22.14 ,978.1916504,10.24843725,976.5,7784.373265,0,0.139211419,785.2641347
66.45 ,2385.18 ,19.75 ,975.7354126,11.58038235,985.0833333,7667.254585,0,0.512145996,771.532491
47.92 ,1938.49 ,18.79 ,979.822937,13.953125,1084.875,7359.201885,0,1.210668008,943.1323751
23.22 ,1568.65 ,3.98 ,988.1562297,16.09756978,1182.520833,6727.55323,0,2.765113751,1012.369019
16.40 ,1550.90 ,1.23 ,985.7812703,16.6253465,1235.979167,6737.302536,0.160755207,2.905408541,1166.52919
31.66 ,1804.54 ,13.26 ,978.7520752,15.21909714,1200.916667,6879.14411,0,1.753861348,535.0485484
53.12 ,2317.21 ,17.94 ,944.1103923,11.82100677,1031.354167,7300.639116,0,0.682348967,287.7493668
63.24 ,2452.82 ,17.54 ,961.9041545,11.03836823,987.8125,7373.924668,0,0.311914434,447.9626948
66.49 ,2395.66 ,21.51 ,968.4499715,11.10104179,997.0833333,7537.982531,0,0.250555202,65.09860738
57.67 ,2789.93 ,19.32 ,967.2041829,9.149826686,929.7291667,7382.240976,0,0.250680476,69.22364235
59.90 ,2892.57 ,17.37 ,972.552063,8.627604167,915.5208333,7281.523428,0,0.253918802,66.88327821
41.14 ,2587.01 ,14.76 ,948.1624552,9.956944148,959,6864.211723,0,0.316771885,74.68201955
43.41 ,2730.90 ,19.92 ,945.2916667,9.341666857,957.8541667,6933.001889,0,0.224479854,77.65914154
52.25 ,3090.68 ,17.58 ,949.1895345,7.580208143,893.6875,7029.837287,0,0.092984669,69.89628124
58.13 ,3315.74 ,18.38 ,951.4749959,6.43854173,855.875,7040.693899,0,0.149574692,67.69507821
44.15 ,2873.15 ,14.98 ,960.4020589,8.576041857,918.7708333,6930.557981,0,0.28264602,62.21703593
54.31 ,2850.58 ,18.26 ,958.4041748,8.457117716,902.0625,7113.066811,0,0.592087825,61.58776029
41.22 ,2454.19 ,15.76 ,959.7562256,10.43020852,970.1875,7061.385142,0,1.763098081,66.88690885
44.38 ,2649.01 ,22.97 ,952.0083211,9.553472519,961.3333333,6693.491116,0,0.474875093,68.07862854
46.02 ,2800.01 ,19.29 ,962.5791829,8.815278053,939.375,6779.091409,0,0.961346249,64.01516787
31.37 ,2196.14 ,8.98 ,962.3104451,11.62829844,1050.541667,6603.117589,0.814450021,9.725129445,84.5441227
40.50 ,2155.37 ,10.03 ,953.333374,11.84531275,1055.958333,6977.459769,0.379661481,3.067161878,72.84266535
53.82 ,2295.84 ,13.55 ,951.520874,11.24270821,1034.583333,7415.620777,0,1.145626545,65.6938645
57.65 ,2363.95 ,19.25 ,954.7187703,10.86961778,1021.854167,7472.413122,0,1.070129414,63.86680953
44.46 ,2195.57 ,17.72 ,947.9395345,11.47934024,1027.354167,7378.195451,0,0.897018393,69.86401304
39.16 ,2222.19 ,13.49 ,942.9604492,11.4362847,1042.166667,7374.077263,0,0.392063508,70.62805684
46.77 ,2639.77 ,11.92 ,941.104187,9.534548442,988.7083333,7163.476658,0,0.433010121,69.86517429
37.03 ,2684.76 ,13.44 ,939.4479167,9.129340172,960.4375,6883.809,0,0.349714468,74.4128933
41.92 ,2930.38 ,12.26 ,950.0041504,7.837326368,914.9583333,7605.080437,0,0.282597025,70.10131836
33.05 ,2701.53 ,14.22 ,960.8395996,9.006076495,930.625,7483.077638,0,0.525449226,76.98031489
34.56 ,2176.81 ,24.24 ,939.1729329,11.26805528,1004.291667,7924.197359,0,0.331477533,72.53638744
39.03 ,1965.47 ,31.07 ,924.0291748,12.19531282,1008.729167,8036.124471,0,0.361293902,76.79185836
38.86 ,1154.59 ,36.89 ,951.947876,15.27934011,1084.604167,7710.20181,0,0.585657338,97.38643328
30.37 ,1054.87 ,35.64 ,962.9604289,15.62326368,1090.270833,7330.765982,0,0.83606418,112.9195709
48.91 ,1341.11 ,35.30 ,937.3854167,15.33767382,1036.0625,7716.736263,0,0.515384138,112.7591324
53.92 ,1000.46 ,21.65 ,1010.300008,15.46562513,1030.583333,8198.874219,0,0.833589415,549.2018496
44.39 ,836.24 ,17.36 ,1027.068726,16.11145846,1051.4375,7922.742434,0,1.000555476,546.6492386
42.07 ,795.75 ,16.23 ,1036.19165,16.32760493,1056.770833,7894.356445,0,1.319058895,576.2282664
33.88 ,649.09 ,14.58 ,1054.46875,16.98402786,1078.3125,7917.203606,0,1.775688569,601.0304565
29.98 ,645.63 ,10.52 ,1053.033305,16.9921875,1086.145833,7728.874687,0,1.84917291,586.0480245
33.90 ,775.70 ,13.17 ,1039.433309,16.54774348,1061.354167,7817.47221,0,2.533959071,610.4176025
36.98 ,579.14 ,13.04 ,1061.675049,17.30850728,1090.020833,7743.312741,0,2.767691851,572.4752757
41.56 ,785.86 ,14.06 ,1040.564596,16.42882029,1063,8102.513747,0.013229166,1.312428991,551.2227936
49.49 ,764.93 ,18.92 ,1044.931234,16.53177071,1061.229167,8086.551088,0,1.001175801,557.4600525
47.48 ,846.19 ,16.07 ,1035.920797,16.21267414,1037.708333,8008.673924,0,2.008753141,656.5595449
33.13 ,571.16 ,10.31 ,1062.933329,17.44097201,1083.270833,7431.335241,0.016041666,4.300257683,749.9500097
46.80 ,712.23 ,14.43 ,1051.945821,16.90625,1062.520833,7733.401481,0,3.339363337,692.6694438
47.33 ,813.35 ,17.45 ,1044.381246,16.40920194,1033.6875,7927.904668,0,1.713816921,699.9756114
55.51 ,974.57 ,14.40 ,1045.962524,15.50729148,964.125,7889.514589,0,1.2758075,213.1055806
48.38 ,1083.48 ,21.49 ,1041.172872,15.14236069,967.4583333,8007.670324,0,0.703080833,226.1909663
48.90 ,999.34 ,20.92 ,1046.110392,15.5348959,985.5,8080.65262,0,0.562366545,220.4081167
46.08 ,932.66 ,20.20 ,1050.639608,15.98888874,992.6875,7977.429525,0,1.058537106,225.6427854
