CS,ELE,SL,AMP,AMT,AME,NDVI,NL,POP,GDP,DTW,DTG,DTH,DTC
175.54 ,3094.25 ,44.73 ,910.71 ,7.22 ,904.01 ,0.51 ,0.00 ,0.05 ,28.85 ,9550.26 ,33805.73 ,21479.47 ,9383.36 
214.76 ,445.25 ,18.86 ,1244.91 ,16.78 ,1043.97 ,0.54 ,0.00 ,0.82 ,61.39 ,7969.16 ,9021.50 ,963.07 ,350.00 
175.54 ,3806.75 ,11.65 ,890.26 ,1.89 ,755.00 ,0.48 ,0.00 ,0.00 ,1.69 ,2871.85 ,32851.60 ,19790.09 ,21891.72 
264.75 ,2913.75 ,17.89 ,908.68 ,7.92 ,878.28 ,0.61 ,0.00 ,0.24 ,18.89 ,19196.03 ,21389.89 ,12555.78 ,7686.84 
164.78 ,2453.75 ,7.61 ,922.80 ,9.66 ,1007.82 ,0.51 ,0.00 ,1.50 ,20.61 ,30159.37 ,28384.63 ,961.82 ,1757.13 
264.75 ,573.50 ,16.55 ,1476.04 ,16.28 ,1032.03 ,0.44 ,0.00 ,6.43 ,196.61 ,11182.46 ,12198.67 ,2725.35 ,1946.15 
164.78 ,2062.25 ,24.41 ,919.43 ,11.49 ,1040.10 ,0.50 ,0.00 ,1.37 ,12.51 ,28048.66 ,22812.44 ,18153.44 ,13180.57 
175.54 ,2293.25 ,13.80 ,874.24 ,10.05 ,976.01 ,0.49 ,0.00 ,0.89 ,10.78 ,5614.94 ,30020.12 ,22180.79 ,2127.79 
264.75 ,1686.00 ,11.24 ,1130.42 ,13.73 ,1160.04 ,0.68 ,0.00 ,0.10 ,58.61 ,15659.74 ,18674.25 ,8162.57 ,7827.36 
175.54 ,1245.75 ,13.85 ,1205.71 ,14.87 ,1189.64 ,0.54 ,0.00 ,0.32 ,30.09 ,4248.23 ,9261.08 ,2316.79 ,2479.42 
164.78 ,2718.50 ,18.28 ,908.68 ,8.26 ,910.30 ,0.44 ,0.00 ,0.52 ,15.94 ,23399.31 ,26484.48 ,12586.00 ,12650.00 
264.75 ,2800.75 ,24.19 ,904.35 ,8.45 ,883.00 ,0.53 ,0.00 ,0.28 ,26.20 ,35071.18 ,33130.16 ,12080.87 ,7580.73 
264.75 ,2296.75 ,34.30 ,957.84 ,10.85 ,992.38 ,0.56 ,0.00 ,0.53 ,19.09 ,8567.82 ,17935.65 ,10683.98 ,6785.83 
264.75 ,1355.25 ,19.15 ,973.53 ,13.25 ,1156.09 ,0.63 ,0.00 ,0.83 ,12.01 ,17749.58 ,21534.80 ,18309.77 ,15201.56 
264.75 ,1362.25 ,22.98 ,992.32 ,14.11 ,1050.00 ,0.63 ,0.00 ,0.10 ,12.72 ,15439.15 ,21738.16 ,13963.08 ,3122.10 
164.78 ,2249.75 ,4.17 ,934.42 ,10.34 ,1005.12 ,0.49 ,0.00 ,1.02 ,28.11 ,23835.01 ,21792.83 ,1275.73 ,9311.69 
264.75 ,2578.00 ,32.77 ,909.34 ,8.45 ,900.30 ,0.61 ,0.00 ,0.07 ,24.32 ,15556.43 ,15778.70 ,16123.51 ,15415.17 
264.75 ,1673.00 ,20.34 ,844.01 ,13.13 ,1073.32 ,0.68 ,0.00 ,0.11 ,14.15 ,9986.37 ,10983.06 ,13660.35 ,3658.89 
164.78 ,1170.25 ,8.47 ,1212.14 ,15.30 ,1096.06 ,0.55 ,0.00 ,1.20 ,65.33 ,2350.00 ,6085.02 ,7466.42 ,135.36 
175.54 ,2711.50 ,15.27 ,901.32 ,8.44 ,940.48 ,0.47 ,0.00 ,0.12 ,12.55 ,18009.10 ,13439.77 ,12570.10 ,2797.77 
264.75 ,1258.62 ,17.94 ,917.70 ,15.01 ,995.09 ,0.51 ,0.00 ,0.57 ,16.11 ,1467.29 ,10870.37 ,980.06 ,5323.64 
264.75 ,2393.25 ,34.65 ,869.46 ,9.28 ,913.52 ,0.60 ,0.00 ,0.09 ,44.62 ,12989.51 ,19489.16 ,17411.71 ,5439.44 
167.47 ,2999.75 ,10.31 ,890.72 ,6.31 ,798.07 ,0.55 ,0.00 ,0.49 ,9.72 ,30213.70 ,8485.72 ,8634.09 ,8030.41 
264.75 ,934.25 ,8.63 ,1365.45 ,15.17 ,1092.02 ,0.52 ,0.00 ,0.34 ,119.46 ,15958.31 ,16541.09 ,18340.87 ,4150.60 
264.75 ,815.00 ,22.46 ,1068.02 ,15.50 ,1204.38 ,0.54 ,0.00 ,0.51 ,16.70 ,2246.66 ,16350.76 ,9691.62 ,50.00 
264.75 ,1354.50 ,26.87 ,973.42 ,13.37 ,984.38 ,0.59 ,0.00 ,0.95 ,36.51 ,12947.10 ,19229.86 ,3063.90 ,3253.84 
164.78 ,451.25 ,13.48 ,1294.40 ,16.39 ,1056.94 ,0.49 ,0.00 ,2.81 ,69.37 ,357.05 ,23622.61 ,15129.69 ,357.05 
264.75 ,3228.75 ,19.15 ,896.20 ,6.15 ,792.47 ,0.66 ,0.00 ,0.00 ,30.00 ,11533.75 ,20277.76 ,21233.64 ,8627.14 
264.75 ,2039.75 ,28.91 ,867.53 ,10.77 ,985.67 ,0.71 ,0.00 ,0.00 ,14.12 ,11069.21 ,10498.93 ,12090.80 ,1909.84 
189.77 ,1173.25 ,16.76 ,1036.50 ,14.83 ,1189.43 ,0.63 ,0.00 ,0.51 ,38.64 ,3296.59 ,29210.06 ,28400.48 ,85.36 
164.78 ,431.25 ,2.65 ,1280.80 ,16.95 ,1043.66 ,0.51 ,0.00 ,1.40 ,149.76 ,259.96 ,11257.33 ,3985.91 ,3509.28 
164.78 ,2231.50 ,19.51 ,945.83 ,11.60 ,1014.97 ,0.48 ,0.00 ,1.80 ,19.04 ,9272.94 ,9984.36 ,8730.84 ,1485.77 
264.75 ,1634.25 ,15.80 ,958.46 ,13.24 ,1073.55 ,0.62 ,0.00 ,0.31 ,33.94 ,7652.94 ,12982.58 ,7401.86 ,6101.43 
264.75 ,570.00 ,15.78 ,1238.08 ,16.36 ,1052.14 ,0.54 ,0.00 ,1.27 ,77.62 ,650.00 ,17770.41 ,1160.82 ,455.55 
264.75 ,1476.50 ,29.18 ,1063.78 ,13.59 ,1164.59 ,0.58 ,0.00 ,0.59 ,179.46 ,3603.82 ,6882.41 ,3645.20 ,2402.12 
189.77 ,2514.00 ,13.34 ,886.01 ,8.87 ,885.91 ,0.64 ,0.00 ,0.14 ,9.27 ,3960.74 ,38005.36 ,15999.61 ,85.36 
214.76 ,856.25 ,6.48 ,1257.94 ,15.24 ,1001.64 ,0.57 ,0.00 ,0.50 ,210.86 ,3466.63 ,21936.90 ,12620.12 ,3259.98 
264.75 ,918.75 ,35.39 ,987.84 ,14.92 ,1072.37 ,0.57 ,0.00 ,0.22 ,35.40 ,7178.27 ,23766.52 ,6935.77 ,1950.00 
164.78 ,2209.00 ,11.92 ,893.37 ,11.13 ,1016.68 ,0.43 ,0.00 ,2.02 ,11.97 ,8357.48 ,3070.42 ,1657.56 ,554.54 
175.54 ,2590.00 ,12.22 ,903.77 ,8.38 ,850.11 ,0.62 ,0.00 ,0.17 ,165.20 ,1107.93 ,20621.04 ,17176.37 ,85.36 
175.54 ,3596.00 ,9.62 ,891.69 ,4.25 ,725.79 ,0.56 ,0.00 ,0.05 ,33.31 ,22303.08 ,33800.70 ,27603.40 ,9456.61 
175.54 ,2084.75 ,32.14 ,909.23 ,8.77 ,838.31 ,0.63 ,0.00 ,0.00 ,52.05 ,8893.12 ,23478.23 ,17419.17 ,7672.52 
264.75 ,2662.00 ,21.42 ,955.43 ,9.30 ,929.67 ,0.65 ,0.00 ,0.96 ,22.65 ,16019.60 ,22029.70 ,13826.33 ,1589.81 
264.75 ,3023.00 ,29.83 ,911.51 ,7.26 ,909.02 ,0.64 ,0.00 ,0.04 ,35.51 ,10717.63 ,27393.93 ,24050.52 ,10891.63 
175.54 ,2266.00 ,24.90 ,907.23 ,11.58 ,994.41 ,0.56 ,0.00 ,1.64 ,9.04 ,36247.04 ,18166.11 ,4950.00 ,15573.29 
175.54 ,1325.25 ,33.88 ,1178.68 ,15.26 ,1200.64 ,0.59 ,0.00 ,0.17 ,23.31 ,6417.75 ,8627.14 ,8967.02 ,2574.39 
189.77 ,634.50 ,5.39 ,1289.28 ,16.25 ,1012.60 ,0.50 ,0.00 ,1.52 ,127.34 ,3054.10 ,10470.32 ,4905.86 ,4313.64 
264.75 ,3060.75 ,19.99 ,909.49 ,7.14 ,818.45 ,0.56 ,0.00 ,0.30 ,20.54 ,26214.26 ,29381.75 ,11991.14 ,11073.73 
264.75 ,1729.25 ,26.57 ,1037.41 ,13.44 ,1119.57 ,0.62 ,0.00 ,0.26 ,22.80 ,9899.62 ,10127.56 ,10467.45 ,9758.46 
164.78 ,368.00 ,5.94 ,1405.86 ,17.19 ,1044.17 ,0.49 ,0.00 ,4.59 ,289.30 ,2255.58 ,2991.24 ,1107.93 ,384.08 
175.54 ,2723.75 ,17.56 ,935.01 ,9.04 ,940.77 ,0.63 ,0.00 ,0.66 ,23.08 ,6271.16 ,14862.96 ,2214.72 ,8350.00 
197.84 ,2864.25 ,28.32 ,918.71 ,8.72 ,901.79 ,0.55 ,0.00 ,0.93 ,10.29 ,38390.72 ,22136.11 ,10606.72 ,12375.28 
175.54 ,2505.50 ,18.40 ,887.31 ,9.18 ,976.49 ,0.52 ,0.00 ,0.22 ,9.79 ,27127.98 ,14142.40 ,9350.27 ,7403.21 
264.75 ,2282.50 ,11.39 ,920.85 ,11.02 ,1050.15 ,0.61 ,0.00 ,0.07 ,45.21 ,12474.27 ,21518.07 ,12067.62 ,11023.95 
220.15 ,2119.50 ,24.97 ,891.10 ,11.15 ,1029.53 ,0.46 ,0.00 ,0.43 ,12.24 ,20809.79 ,15666.13 ,2264.40 ,792.15 
264.75 ,3047.25 ,14.49 ,880.79 ,7.18 ,868.49 ,0.64 ,0.00 ,0.17 ,9.67 ,32724.11 ,6293.45 ,6194.15 ,5146.60 
175.54 ,1475.13 ,51.32 ,959.59 ,13.89 ,1003.02 ,0.55 ,0.00 ,0.85 ,16.61 ,1614.78 ,18407.54 ,1401.40 ,4302.49 
264.75 ,1491.00 ,14.61 ,1074.48 ,13.86 ,1160.28 ,0.58 ,0.00 ,0.22 ,23.18 ,8650.00 ,15791.37 ,15263.93 ,8450.00 
264.75 ,2218.75 ,14.22 ,954.31 ,11.27 ,1041.93 ,0.59 ,0.00 ,0.65 ,18.45 ,15028.22 ,18319.05 ,16121.03 ,2933.85 
264.75 ,1941.25 ,28.38 ,959.21 ,12.28 ,1088.51 ,0.62 ,0.00 ,0.04 ,20.84 ,14042.35 ,16589.98 ,16958.99 ,6066.92 
264.75 ,1885.25 ,16.91 ,989.25 ,12.28 ,1126.37 ,0.61 ,0.00 ,0.41 ,166.14 ,6434.87 ,24388.68 ,4924.18 ,11930.11 
172.85 ,2325.25 ,11.18 ,873.78 ,10.16 ,983.03 ,0.41 ,0.00 ,0.95 ,11.23 ,29704.00 ,8485.72 ,4414.46 ,4671.99 
164.78 ,1167.00 ,14.93 ,1167.90 ,14.76 ,1115.80 ,0.52 ,0.00 ,0.18 ,55.87 ,3021.18 ,19163.18 ,5982.27 ,0.00 
239.76 ,2272.75 ,27.15 ,911.59 ,10.64 ,992.26 ,0.51 ,0.00 ,0.45 ,14.02 ,31114.43 ,17768.72 ,15673.15 ,650.00 
175.54 ,1950.25 ,26.60 ,957.34 ,11.74 ,1064.45 ,0.49 ,0.00 ,0.56 ,24.88 ,1409.79 ,11370.47 ,5312.96 ,739.93 
175.54 ,2248.50 ,23.77 ,890.59 ,10.54 ,1007.59 ,0.56 ,0.00 ,1.57 ,9.17 ,38218.42 ,14198.86 ,3350.00 ,11581.34 
264.75 ,1340.25 ,15.49 ,1018.03 ,14.00 ,1062.89 ,0.64 ,0.00 ,0.23 ,14.62 ,9196.06 ,16951.33 ,9583.71 ,5402.55 
264.75 ,3044.75 ,15.53 ,907.59 ,6.92 ,870.70 ,0.57 ,0.00 ,0.05 ,29.63 ,9665.79 ,19442.93 ,8279.34 ,5639.81 
264.75 ,2532.25 ,18.81 ,947.74 ,10.33 ,960.77 ,0.71 ,0.00 ,0.07 ,29.79 ,5767.80 ,24000.57 ,22831.72 ,5746.96 
264.75 ,2290.75 ,29.57 ,960.31 ,12.35 ,1092.87 ,0.64 ,0.00 ,0.04 ,54.18 ,3185.51 ,18639.41 ,11257.33 ,2651.00 
264.75 ,1123.50 ,38.01 ,1011.83 ,15.06 ,1080.35 ,0.57 ,0.00 ,0.19 ,36.70 ,12199.49 ,27699.23 ,11988.64 ,2351.06 
164.78 ,406.50 ,1.20 ,1489.84 ,17.05 ,1074.30 ,0.40 ,0.00 ,9.54 ,256.99 ,357.13 ,3290.52 ,25.00 ,427.27 
264.75 ,2656.50 ,39.96 ,966.79 ,9.87 ,982.04 ,0.63 ,0.00 ,0.08 ,1.78 ,12600.30 ,26974.57 ,23436.03 ,12314.52 
264.75 ,2324.25 ,16.64 ,965.47 ,10.44 ,1012.18 ,0.60 ,0.00 ,0.32 ,17.00 ,3930.33 ,8560.81 ,8304.67 ,8303.46 
175.54 ,1261.25 ,21.76 ,1330.17 ,15.61 ,1212.42 ,0.62 ,0.00 ,0.70 ,67.84 ,7823.52 ,10711.09 ,455.55 ,750.00 
164.78 ,667.25 ,16.07 ,1221.24 ,15.78 ,1067.17 ,0.52 ,0.00 ,1.88 ,14.65 ,3516.75 ,14203.79 ,9725.61 ,3516.75 
264.75 ,2025.50 ,39.41 ,995.55 ,12.89 ,985.68 ,0.65 ,0.00 ,0.10 ,39.22 ,15743.81 ,21559.86 ,21471.09 ,5655.75 
164.78 ,1711.25 ,8.48 ,950.15 ,14.21 ,1162.14 ,0.41 ,0.00 ,1.69 ,61.47 ,18042.38 ,13188.16 ,3287.48 ,983.62 
175.54 ,2158.50 ,11.86 ,874.62 ,10.82 ,1024.80 ,0.46 ,0.00 ,2.13 ,11.24 ,21116.99 ,14099.91 ,7578.09 ,1211.40 
170.16 ,1276.50 ,16.69 ,1169.25 ,14.71 ,1170.77 ,0.48 ,0.00 ,3.27 ,48.22 ,22891.65 ,25381.64 ,7571.49 ,9656.47 
264.75 ,3016.75 ,40.51 ,924.17 ,7.17 ,847.15 ,0.66 ,0.00 ,0.03 ,29.69 ,8290.21 ,24356.26 ,23953.86 ,7414.01 
214.76 ,362.50 ,7.91 ,1227.60 ,17.19 ,1041.53 ,0.50 ,0.00 ,1.57 ,99.83 ,2430.53 ,13542.06 ,7122.32 ,6781.41 
164.78 ,2725.50 ,29.00 ,918.98 ,7.56 ,907.29 ,0.58 ,0.00 ,0.38 ,16.91 ,27729.18 ,12285.26 ,750.00 ,8365.85 
264.75 ,1530.75 ,26.98 ,1150.69 ,14.63 ,1251.45 ,0.68 ,0.00 ,0.14 ,53.02 ,19814.33 ,26666.97 ,3070.42 ,983.62 
264.75 ,2092.50 ,31.11 ,849.76 ,12.12 ,934.57 ,0.59 ,0.00 ,0.64 ,17.16 ,5586.37 ,34354.44 ,4497.50 ,5613.15 
264.75 ,3177.25 ,38.96 ,870.18 ,5.89 ,841.57 ,0.65 ,0.00 ,0.05 ,7.43 ,7754.19 ,25884.89 ,13905.66 ,7563.56 
164.78 ,359.25 ,3.19 ,1438.90 ,17.21 ,1043.29 ,0.42 ,0.00 ,9.82 ,283.86 ,880.53 ,7178.27 ,1785.36 ,357.05 
125.97 ,3609.75 ,14.10 ,901.05 ,5.07 ,708.70 ,0.45 ,0.00 ,0.00 ,14.87 ,24191.48 ,15205.51 ,15138.28 ,10010.37 
264.75 ,3015.25 ,33.84 ,959.02 ,7.93 ,949.70 ,0.58 ,0.00 ,0.28 ,17.19 ,5385.86 ,17991.32 ,12228.14 ,10735.34 
239.76 ,448.00 ,19.32 ,1395.13 ,16.88 ,1029.02 ,0.49 ,0.00 ,2.40 ,202.99 ,5028.67 ,8351.50 ,3597.93 ,3044.26 
264.75 ,2302.25 ,26.99 ,965.40 ,11.90 ,1046.02 ,0.63 ,0.00 ,1.50 ,25.95 ,15194.98 ,11158.29 ,10599.41 ,4303.22 
264.75 ,2523.00 ,14.22 ,914.07 ,8.42 ,826.68 ,0.64 ,0.00 ,0.00 ,47.07 ,24314.76 ,27170.92 ,7849.04 ,11962.75 
264.75 ,1844.75 ,19.49 ,869.89 ,11.80 ,968.66 ,0.61 ,0.00 ,0.31 ,14.80 ,27512.32 ,18055.68 ,17558.69 ,1951.28 
175.54 ,3290.75 ,11.03 ,895.19 ,5.43 ,776.17 ,0.50 ,0.00 ,0.02 ,14.86 ,13713.77 ,25455.99 ,12768.22 ,10669.00 
164.78 ,1088.25 ,10.66 ,1271.76 ,15.38 ,1227.96 ,0.50 ,0.00 ,1.10 ,222.06 ,6768.12 ,17255.94 ,3412.84 ,7403.21 
164.78 ,1183.00 ,30.10 ,860.35 ,13.89 ,1076.84 ,0.50 ,0.00 ,3.27 ,18.08 ,6184.46 ,9237.29 ,5277.07 ,50.00 
197.84 ,3047.00 ,27.53 ,866.64 ,7.06 ,881.56 ,0.60 ,0.00 ,0.08 ,43.90 ,11920.88 ,15856.47 ,13803.17 ,4887.48 
239.76 ,1897.75 ,25.05 ,1026.89 ,13.29 ,1153.97 ,0.60 ,0.00 ,0.49 ,46.19 ,25061.28 ,29452.12 ,15508.95 ,17054.25 
264.75 ,2272.25 ,36.98 ,942.45 ,10.98 ,1002.93 ,0.65 ,0.00 ,0.43 ,24.71 ,20987.79 ,12382.55 ,2089.86 ,3819.36 
175.54 ,3773.25 ,26.39 ,898.52 ,3.48 ,762.29 ,0.58 ,0.00 ,0.00 ,27.97 ,852.94 ,28677.30 ,15568.16 ,11790.14 
264.75 ,2475.50 ,30.29 ,960.81 ,9.88 ,959.31 ,0.57 ,0.00 ,0.78 ,22.81 ,11051.13 ,27664.19 ,18456.10 ,335.85 
175.54 ,2367.00 ,14.37 ,894.13 ,8.49 ,971.97 ,0.64 ,0.00 ,0.07 ,45.11 ,20184.34 ,26251.24 ,166.26 ,9907.95 
164.78 ,633.00 ,14.37 ,1371.58 ,16.22 ,1138.39 ,0.43 ,0.00 ,1.83 ,110.56 ,381.00 ,9196.06 ,5105.63 ,705.33 
220.15 ,3438.25 ,35.63 ,945.21 ,5.51 ,819.69 ,0.58 ,0.00 ,0.02 ,21.64 ,8114.65 ,39120.68 ,15074.07 ,19200.20 
202.11 ,702.65 ,30.32 ,1007.11 ,14.97 ,1023.03 ,0.58 ,0.00 ,0.46 ,45.63 ,1796.49 ,10100.20 ,1478.67 ,2178.67 
164.78 ,652.83 ,20.94 ,1036.20 ,15.51 ,1012.26 ,0.56 ,0.00 ,2.15 ,39.65 ,2295.30 ,13579.56 ,1996.45 ,741.23 
0.19 ,361.75 ,0.63 ,1464.98 ,17.21 ,1049.63 ,0.44 ,0.00 ,2.11 ,241.33 ,50.00 ,9587.88 ,550.00 ,476.99 
264.75 ,2562.75 ,31.84 ,983.56 ,9.85 ,918.47 ,0.69 ,0.00 ,0.20 ,42.65 ,17019.03 ,37447.66 ,16377.65 ,5346.73 
264.75 ,3831.50 ,35.35 ,868.49 ,0.34 ,686.68 ,0.56 ,0.00 ,0.00 ,1.67 ,10268.76 ,41158.57 ,23273.75 ,25406.45 
164.78 ,392.00 ,0.62 ,1486.95 ,17.07 ,1073.73 ,0.47 ,0.00 ,4.18 ,235.05 ,1143.46 ,8696.41 ,3567.56 ,357.05 
264.75 ,2476.00 ,27.63 ,949.10 ,10.55 ,961.40 ,0.66 ,0.00 ,0.11 ,25.29 ,10712.03 ,16875.65 ,12420.45 ,4984.73 
164.78 ,974.75 ,17.03 ,1275.36 ,15.34 ,1201.38 ,0.55 ,0.00 ,0.52 ,182.04 ,7362.57 ,13257.73 ,3649.33 ,4290.40 
264.75 ,1098.41 ,33.82 ,1099.25 ,15.59 ,1063.56 ,0.49 ,0.00 ,0.36 ,37.38 ,932.80 ,17919.37 ,732.80 ,8910.94 
264.75 ,2273.50 ,17.15 ,905.10 ,8.21 ,845.79 ,0.63 ,0.00 ,0.04 ,157.10 ,13819.64 ,21494.82 ,12265.70 ,10184.67 
164.78 ,1833.50 ,42.26 ,864.98 ,12.82 ,1000.64 ,0.62 ,0.00 ,0.28 ,14.53 ,14173.48 ,29706.02 ,13230.55 ,8245.45 
264.75 ,2646.50 ,49.14 ,917.52 ,8.07 ,807.60 ,0.61 ,0.00 ,0.00 ,43.54 ,17836.13 ,29336.45 ,16510.22 ,15790.11 
175.54 ,2947.50 ,13.69 ,926.34 ,8.16 ,880.39 ,0.58 ,0.00 ,0.09 ,18.19 ,19175.70 ,13450.93 ,4257.64 ,10942.01 
170.16 ,2971.75 ,15.54 ,899.21 ,7.48 ,862.82 ,0.46 ,0.00 ,0.26 ,21.65 ,28740.00 ,32943.70 ,15263.93 ,13283.26 
264.75 ,2899.50 ,26.11 ,946.42 ,8.07 ,930.87 ,0.51 ,0.00 ,0.04 ,21.38 ,9422.71 ,31017.86 ,8537.41 ,6561.06 
175.54 ,2905.50 ,23.67 ,939.63 ,7.10 ,891.92 ,0.52 ,0.00 ,0.34 ,13.57 ,34676.90 ,17621.79 ,17284.31 ,13127.36 
175.54 ,2953.25 ,11.12 ,892.51 ,6.84 ,876.71 ,0.63 ,0.00 ,0.14 ,13.13 ,26514.67 ,31052.01 ,16684.35 ,6878.04 
164.78 ,467.50 ,2.08 ,1327.99 ,17.02 ,1015.74 ,0.44 ,0.00 ,2.18 ,122.98 ,1956.40 ,14958.19 ,4350.00 ,1052.38 
264.75 ,732.82 ,23.45 ,1094.37 ,16.16 ,1036.74 ,0.51 ,0.00 ,4.22 ,37.77 ,655.50 ,14328.96 ,514.69 ,2525.77 
264.75 ,2024.25 ,7.30 ,886.95 ,11.29 ,1041.36 ,0.62 ,0.00 ,0.09 ,14.57 ,4746.31 ,23240.64 ,9895.83 ,4622.50 
220.15 ,2183.25 ,27.17 ,954.74 ,13.46 ,1122.90 ,0.56 ,0.00 ,2.08 ,26.38 ,25430.44 ,29504.70 ,3889.41 ,3777.23 
175.54 ,3262.75 ,36.57 ,894.52 ,5.38 ,837.87 ,0.49 ,0.00 ,0.04 ,37.03 ,14345.29 ,38424.31 ,26528.62 ,14214.34 
175.54 ,2243.75 ,16.79 ,872.45 ,11.31 ,1015.02 ,0.55 ,0.00 ,1.17 ,10.81 ,37543.68 ,6388.07 ,1250.00 ,3650.69 
164.78 ,399.25 ,6.19 ,1291.20 ,17.16 ,1032.12 ,0.53 ,0.00 ,1.13 ,133.40 ,6333.05 ,7240.68 ,507.58 ,497.49 
214.76 ,929.00 ,25.82 ,989.86 ,14.77 ,1013.25 ,0.67 ,0.00 ,0.18 ,35.50 ,9107.55 ,18407.81 ,5446.79 ,1519.05 
175.54 ,2948.50 ,14.52 ,876.58 ,6.64 ,880.25 ,0.50 ,0.00 ,0.15 ,10.29 ,10427.25 ,26623.44 ,20886.06 ,5746.96 
239.76 ,679.00 ,27.47 ,1376.49 ,15.96 ,1024.69 ,0.56 ,0.00 ,0.94 ,243.26 ,1839.16 ,10659.62 ,1699.26 ,1275.74 
264.75 ,1786.75 ,18.82 ,900.69 ,13.27 ,1028.33 ,0.63 ,0.00 ,0.27 ,34.68 ,5731.27 ,19719.22 ,5552.25 ,4852.58 
164.78 ,354.00 ,0.42 ,1441.81 ,17.27 ,1057.74 ,0.53 ,0.00 ,7.19 ,264.26 ,1790.95 ,8840.11 ,874.61 ,150.00 
175.54 ,2730.25 ,12.66 ,911.62 ,8.12 ,862.91 ,0.46 ,0.00 ,0.33 ,11.31 ,12850.19 ,15252.13 ,10470.32 ,8965.50 
164.78 ,984.00 ,23.87 ,1265.49 ,15.21 ,992.38 ,0.60 ,0.00 ,0.23 ,208.71 ,3350.75 ,18984.93 ,8394.49 ,4550.00 
239.76 ,3022.75 ,21.19 ,919.64 ,6.80 ,837.28 ,0.57 ,0.00 ,0.29 ,20.41 ,29549.75 ,31503.77 ,9865.47 ,7672.52 
220.15 ,3099.50 ,26.33 ,909.64 ,7.18 ,855.03 ,0.47 ,0.00 ,0.07 ,15.53 ,23454.37 ,28952.16 ,13409.98 ,6654.89 
239.76 ,2521.50 ,26.63 ,943.83 ,9.81 ,945.15 ,0.49 ,0.00 ,0.95 ,14.46 ,29996.46 ,22630.23 ,14468.85 ,16279.67 
264.75 ,2906.25 ,33.00 ,962.66 ,10.62 ,1013.20 ,0.60 ,0.00 ,0.09 ,1.53 ,10787.38 ,32143.86 ,26318.58 ,17945.68 
164.78 ,1068.50 ,23.17 ,1000.39 ,14.44 ,1004.32 ,0.56 ,0.00 ,0.39 ,47.57 ,4970.66 ,17945.68 ,3272.23 ,4813.26 
164.78 ,366.00 ,1.25 ,1471.56 ,17.15 ,1063.93 ,0.48 ,0.00 ,0.51 ,265.91 ,1252.00 ,5433.92 ,25.00 ,1722.64 
214.76 ,815.25 ,9.60 ,1192.19 ,15.62 ,1009.45 ,0.58 ,0.00 ,0.65 ,69.64 ,5455.96 ,13167.67 ,712.39 ,135.36 
264.75 ,2730.75 ,15.33 ,912.18 ,8.50 ,946.70 ,0.47 ,0.00 ,0.14 ,13.06 ,24735.55 ,24368.58 ,3320.77 ,3609.36 
164.78 ,401.50 ,5.97 ,1428.75 ,16.96 ,1039.74 ,0.43 ,0.00 ,1.28 ,236.48 ,7178.09 ,11850.21 ,9175.37 ,5123.23 
167.47 ,2536.00 ,17.80 ,941.50 ,10.44 ,943.58 ,0.54 ,0.00 ,0.62 ,17.25 ,29673.35 ,5150.49 ,4850.00 ,4495.00 
170.16 ,1646.75 ,19.59 ,1109.83 ,14.20 ,1107.08 ,0.58 ,0.00 ,0.29 ,55.88 ,1430.91 ,16614.08 ,10029.33 ,1980.53 
175.54 ,2482.50 ,32.43 ,933.57 ,9.66 ,984.91 ,0.59 ,0.00 ,0.23 ,27.35 ,8411.15 ,21725.27 ,17339.77 ,1551.61 
167.59 ,802.82 ,13.76 ,968.00 ,18.01 ,1117.97 ,0.00 ,0.00 ,2.52 ,15.61 ,803.39 ,30918.08 ,4575.61 ,2038.58 
175.54 ,3845.00 ,3.69 ,889.18 ,2.87 ,694.88 ,0.50 ,0.00 ,0.00 ,9.65 ,12940.92 ,27792.22 ,21846.45 ,9498.82 
242.45 ,2308.00 ,28.94 ,959.43 ,10.89 ,950.10 ,0.58 ,0.00 ,0.49 ,126.41 ,17913.89 ,22034.69 ,12352.63 ,8259.99 
264.75 ,1859.25 ,24.12 ,995.07 ,12.77 ,1068.94 ,0.58 ,0.00 ,0.69 ,28.74 ,8792.47 ,14042.35 ,13761.09 ,7495.83 
164.78 ,1589.25 ,3.23 ,965.81 ,15.25 ,1158.21 ,0.51 ,0.00 ,1.94 ,36.48 ,30556.96 ,27410.35 ,150.00 ,287.46 
239.76 ,730.25 ,21.55 ,1282.66 ,15.38 ,1032.04 ,0.46 ,0.00 ,8.07 ,245.74 ,5804.09 ,6958.99 ,6973.34 ,3166.62 
264.75 ,1499.50 ,36.45 ,1070.20 ,12.80 ,1140.10 ,0.62 ,0.00 ,0.32 ,48.30 ,17295.30 ,31868.91 ,22066.43 ,5950.42 
175.54 ,3794.00 ,17.14 ,882.86 ,2.89 ,701.34 ,0.49 ,0.00 ,0.08 ,10.07 ,10538.86 ,31559.59 ,17868.06 ,9235.12 
264.75 ,1456.25 ,27.00 ,1044.43 ,14.09 ,1102.38 ,0.56 ,0.00 ,0.67 ,12.36 ,10493.21 ,14877.75 ,13672.14 ,10623.91 
264.75 ,2544.00 ,18.46 ,906.11 ,9.19 ,907.31 ,0.64 ,0.00 ,0.06 ,11.76 ,11892.33 ,27235.04 ,5252.38 ,6022.25 
