CS,ELE,SL,AMP,AMT,AME,NDVI,NL,POP,GDP,DTW,DTG,DTH,DTC
164.78 ,524.75 ,0.33 ,891.85 ,16.43 ,1058.68 ,0.53 ,0.00 ,6.11 ,667.49 ,287.46 ,8239.39 ,1551.61 ,433.01 
167.47 ,385.00 ,8.92 ,984.41 ,16.95 ,1064.45 ,0.56 ,0.00 ,3.62 ,241.30 ,3259.98 ,15250.16 ,7336.72 ,450.00 
214.77 ,450.25 ,7.85 ,900.54 ,16.44 ,1065.40 ,0.56 ,0.00 ,3.45 ,161.10 ,712.39 ,9948.24 ,3401.10 ,3731.96 
239.76 ,376.00 ,6.72 ,1011.03 ,17.06 ,1058.89 ,0.52 ,0.00 ,2.42 ,264.25 ,7613.64 ,13134.21 ,6451.94 ,450.00 
164.78 ,488.00 ,8.19 ,930.75 ,16.60 ,1048.97 ,0.54 ,0.00 ,1.88 ,209.92 ,4364.34 ,31250.08 ,4044.46 ,1250.00 
164.78 ,301.00 ,1.76 ,999.45 ,17.45 ,1026.89 ,0.47 ,0.00 ,1.88 ,112.09 ,295.81 ,10683.98 ,1757.13 ,5526.98 
164.78 ,471.50 ,4.77 ,976.24 ,16.88 ,1027.63 ,0.53 ,0.00 ,3.21 ,144.39 ,1991.86 ,8726.25 ,255.67 ,1458.60 
164.78 ,727.50 ,9.45 ,890.05 ,15.86 ,1027.83 ,0.51 ,0.00 ,1.30 ,497.67 ,3040.97 ,11958.57 ,1710.26 ,3371.57 
164.78 ,431.00 ,14.34 ,980.73 ,16.76 ,1067.43 ,0.54 ,0.00 ,1.14 ,110.40 ,5402.55 ,6177.98 ,1040.48 ,1558.04 
164.78 ,409.00 ,5.23 ,1180.38 ,16.97 ,1042.23 ,0.52 ,0.00 ,1.21 ,167.81 ,792.15 ,18855.44 ,4322.90 ,4143.37 
164.78 ,479.75 ,2.02 ,932.04 ,16.46 ,1065.02 ,0.54 ,0.00 ,1.48 ,699.51 ,792.15 ,14650.17 ,6148.78 ,2363.79 
164.78 ,335.00 ,6.98 ,1105.08 ,17.12 ,1069.49 ,0.47 ,0.00 ,4.16 ,145.66 ,50.00 ,8077.59 ,6307.73 ,1325.78 
170.16 ,459.75 ,12.14 ,948.60 ,16.76 ,1062.44 ,0.50 ,0.00 ,1.52 ,200.55 ,2467.29 ,7779.94 ,792.15 ,50.00 
164.78 ,487.25 ,0.63 ,870.89 ,16.59 ,1067.40 ,0.44 ,0.00 ,3.13 ,3804.02 ,2562.71 ,5218.00 ,1211.40 ,742.34 
164.78 ,376.25 ,3.03 ,1142.33 ,17.05 ,1043.22 ,0.55 ,0.00 ,5.18 ,166.08 ,3468.07 ,22089.08 ,1645.45 ,166.26 
164.78 ,346.25 ,11.94 ,1026.41 ,17.27 ,1052.07 ,0.52 ,0.00 ,3.08 ,93.25 ,4174.63 ,13318.69 ,1472.24 ,1203.12 
164.78 ,548.75 ,4.57 ,891.04 ,16.33 ,1052.11 ,0.51 ,0.00 ,2.34 ,579.77 ,2593.74 ,8304.67 ,792.15 ,829.16 
164.78 ,494.00 ,6.82 ,943.13 ,16.52 ,1069.26 ,0.53 ,0.00 ,3.96 ,183.22 ,4236.45 ,21552.90 ,4968.65 ,1409.79 
264.75 ,413.75 ,9.89 ,1031.92 ,16.95 ,1074.13 ,0.53 ,0.00 ,1.51 ,140.61 ,1872.83 ,23563.69 ,357.05 ,2333.99 
164.78 ,415.50 ,12.30 ,950.99 ,16.93 ,1060.61 ,0.53 ,0.00 ,2.87 ,192.66 ,517.21 ,33859.53 ,4840.20 ,5169.86 
164.78 ,439.75 ,1.97 ,1021.71 ,16.77 ,1056.78 ,0.55 ,0.00 ,4.53 ,201.62 ,4650.00 ,24336.96 ,85.36 ,135.36 
164.78 ,436.25 ,4.77 ,970.19 ,16.87 ,1043.39 ,0.54 ,0.00 ,4.25 ,155.29 ,1981.79 ,17701.63 ,11880.55 ,517.21 
164.78 ,395.75 ,2.56 ,1103.96 ,17.00 ,1038.24 ,0.51 ,0.00 ,3.58 ,173.81 ,1013.66 ,27934.34 ,5179.53 ,650.00 
239.76 ,528.25 ,8.08 ,911.11 ,16.61 ,1053.69 ,0.53 ,0.00 ,3.15 ,215.81 ,1492.48 ,6337.78 ,829.16 ,3779.88 
164.78 ,384.00 ,2.91 ,1047.44 ,17.06 ,1057.94 ,0.51 ,0.00 ,2.77 ,85.45 ,5629.17 ,9253.51 ,1768.47 ,2255.55 
164.78 ,416.50 ,2.87 ,1014.63 ,16.92 ,1039.35 ,0.52 ,0.00 ,2.02 ,183.51 ,606.22 ,17750.71 ,1275.74 ,295.81 
164.78 ,500.50 ,0.41 ,885.15 ,16.50 ,1065.00 ,0.55 ,0.00 ,3.10 ,728.76 ,1710.99 ,7147.55 ,4554.94 ,1818.65 
164.78 ,353.75 ,4.24 ,993.48 ,17.18 ,1019.36 ,0.50 ,0.00 ,4.17 ,119.84 ,2251.11 ,16545.32 ,7836.29 ,4871.09 
164.78 ,365.50 ,3.02 ,1043.61 ,17.07 ,1055.12 ,0.53 ,0.00 ,4.67 ,84.65 ,3482.46 ,2372.24 ,1545.15 ,931.40 
164.78 ,402.50 ,4.94 ,1218.03 ,17.03 ,1055.62 ,0.52 ,0.00 ,4.69 ,163.40 ,6066.92 ,15630.98 ,850.00 ,3350.75 
164.78 ,701.50 ,7.81 ,885.20 ,15.54 ,1019.41 ,0.52 ,0.00 ,1.90 ,212.14 ,4457.30 ,14135.33 ,5439.44 ,2123.09 
167.47 ,447.50 ,14.99 ,951.61 ,16.74 ,1044.10 ,0.54 ,0.00 ,4.91 ,147.05 ,4952.53 ,26805.36 ,15675.06 ,1981.79 
264.75 ,410.00 ,11.93 ,1061.26 ,17.22 ,1060.87 ,0.51 ,0.00 ,3.15 ,129.97 ,1252.00 ,12435.74 ,3460.84 ,3320.77 
170.16 ,500.50 ,12.69 ,950.18 ,16.62 ,1070.53 ,0.56 ,0.00 ,1.00 ,99.41 ,4138.54 ,21295.72 ,10179.76 ,1930.67 
164.78 ,402.75 ,3.20 ,1117.42 ,16.93 ,1059.61 ,0.52 ,0.00 ,4.60 ,144.11 ,2550.98 ,13954.48 ,3550.00 ,1835.08 
164.78 ,341.50 ,3.43 ,983.83 ,17.13 ,1034.34 ,0.51 ,0.00 ,3.13 ,151.88 ,2787.02 ,15967.08 ,3705.06 ,8674.53 
170.16 ,405.25 ,12.05 ,1004.93 ,17.01 ,1057.02 ,0.54 ,0.00 ,2.29 ,271.80 ,2393.22 ,8349.10 ,5588.16 ,5850.43 
164.78 ,493.00 ,0.70 ,910.43 ,16.39 ,1066.21 ,0.46 ,0.00 ,0.84 ,891.44 ,4257.64 ,7995.47 ,2650.94 ,50.00 
164.78 ,382.25 ,3.21 ,1127.22 ,17.08 ,1052.33 ,0.52 ,0.00 ,10.87 ,166.31 ,7164.32 ,19243.89 ,1710.99 ,2871.85 
164.78 ,395.50 ,11.41 ,988.17 ,16.99 ,1055.38 ,0.57 ,0.00 ,2.81 ,253.80 ,6351.97 ,15022.23 ,9871.55 ,1252.00 
164.78 ,439.50 ,10.24 ,944.10 ,16.76 ,1058.59 ,0.54 ,0.00 ,1.33 ,174.23 ,3021.18 ,16689.14 ,4887.48 ,4087.48 
164.78 ,547.25 ,17.83 ,1022.87 ,16.67 ,1058.75 ,0.49 ,0.00 ,1.93 ,149.96 ,450.00 ,25620.45 ,8881.86 ,25.00 
164.78 ,291.75 ,0.82 ,1124.36 ,17.45 ,1047.51 ,0.47 ,0.00 ,5.44 ,141.84 ,6618.72 ,10853.00 ,450.00 ,2944.06 
214.76 ,471.25 ,2.25 ,933.25 ,16.57 ,1074.53 ,0.53 ,0.00 ,2.59 ,871.41 ,2233.27 ,19032.28 ,7370.72 ,2127.79 
164.78 ,420.00 ,2.49 ,943.12 ,16.81 ,1069.62 ,0.56 ,0.00 ,0.97 ,180.95 ,963.07 ,8702.16 ,2376.45 ,3609.36 
91.63 ,549.75 ,0.40 ,900.97 ,16.35 ,1060.40 ,0.52 ,0.00 ,1.29 ,459.67 ,384.08 ,10441.62 ,350.00 ,226.61 
164.78 ,373.00 ,12.09 ,1027.38 ,17.03 ,1051.83 ,0.53 ,0.00 ,2.49 ,107.14 ,11135.65 ,16918.85 ,25.00 ,25.00 
164.78 ,288.75 ,1.75 ,1124.84 ,17.46 ,1049.44 ,0.48 ,0.00 ,6.70 ,138.91 ,6741.48 ,11652.79 ,2219.80 ,50.00 
214.76 ,235.75 ,3.89 ,1088.16 ,17.68 ,1042.06 ,0.42 ,0.00 ,15.74 ,204.06 ,287.46 ,22313.84 ,852.93 ,1818.65 
164.78 ,368.50 ,7.17 ,1040.73 ,17.06 ,1063.80 ,0.54 ,0.00 ,3.95 ,111.56 ,7275.13 ,11808.79 ,4450.00 ,4208.03 
164.78 ,278.89 ,2.16 ,1019.80 ,17.53 ,1020.65 ,0.50 ,0.00 ,4.84 ,112.20 ,11830.44 ,27883.31 ,7990.32 ,3981.78 
164.78 ,490.75 ,5.37 ,921.35 ,16.66 ,1057.22 ,0.54 ,0.00 ,5.40 ,276.36 ,5614.94 ,32264.03 ,850.00 ,1416.43 
189.77 ,478.25 ,13.78 ,1002.44 ,16.50 ,1071.97 ,0.56 ,0.00 ,1.19 ,143.72 ,572.29 ,30950.08 ,6550.38 ,2572.45 
0.19 ,316.00 ,6.94 ,998.10 ,17.24 ,1052.80 ,0.48 ,0.00 ,0.00 ,248.40 ,25.00 ,5450.46 ,1098.86 ,963.07 
164.78 ,408.75 ,5.48 ,950.27 ,16.85 ,1058.64 ,0.53 ,0.00 ,4.95 ,204.05 ,1710.99 ,7091.37 ,2620.59 ,1589.81 
164.78 ,457.00 ,2.86 ,918.88 ,16.70 ,1061.11 ,0.56 ,0.00 ,2.97 ,465.24 ,7363.93 ,26992.73 ,7672.52 ,606.22 
164.78 ,463.75 ,2.34 ,944.51 ,16.42 ,1073.18 ,0.53 ,0.00 ,2.68 ,766.36 ,6250.40 ,19634.35 ,5138.82 ,3166.62 
164.78 ,525.50 ,1.05 ,885.89 ,16.41 ,1056.40 ,0.59 ,0.00 ,3.84 ,611.39 ,2706.94 ,11605.49 ,166.26 ,638.35 
164.78 ,553.25 ,9.62 ,1005.04 ,16.90 ,1044.27 ,0.49 ,0.00 ,2.83 ,241.22 ,3244.61 ,13627.45 ,11174.41 ,3421.62 
164.78 ,427.25 ,4.03 ,983.98 ,16.91 ,1012.16 ,0.53 ,0.00 ,2.14 ,120.83 ,2847.37 ,18765.59 ,4897.70 ,357.13 
164.78 ,685.50 ,18.57 ,896.39 ,16.16 ,1027.47 ,0.51 ,0.00 ,5.72 ,192.89 ,2475.38 ,11940.16 ,6109.62 ,4856.70 
189.77 ,557.75 ,15.54 ,998.46 ,16.43 ,1067.29 ,0.60 ,0.00 ,1.12 ,125.72 ,11430.11 ,23129.37 ,2491.49 ,1734.21 
164.78 ,436.25 ,3.67 ,970.28 ,16.76 ,1036.50 ,0.54 ,0.00 ,3.08 ,162.32 ,2050.00 ,10007.37 ,4087.48 ,976.15 
0.00 ,0.00 ,0.00 ,1017.58 ,17.48 ,1039.00 ,0.00 ,0.00 ,1.29 ,234.55 ,0.00 ,0.00 ,0.00 ,0.00 
164.78 ,463.50 ,8.39 ,954.58 ,16.78 ,1045.81 ,0.59 ,0.00 ,3.92 ,156.76 ,1512.45 ,34024.52 ,7311.81 ,1850.00 
164.78 ,598.00 ,0.39 ,906.99 ,16.16 ,1060.62 ,0.53 ,0.00 ,6.61 ,455.69 ,779.42 ,8063.96 ,6293.45 ,1097.71 
164.78 ,377.00 ,7.56 ,988.44 ,17.31 ,1025.04 ,0.50 ,0.00 ,8.62 ,125.77 ,1359.23 ,6208.66 ,3281.39 ,1812.47 
164.78 ,480.00 ,2.30 ,901.44 ,16.56 ,1066.45 ,0.52 ,0.00 ,3.83 ,206.43 ,357.13 ,15508.95 ,11675.08 ,85.36 
164.78 ,433.75 ,3.80 ,934.31 ,16.65 ,1046.16 ,0.55 ,0.00 ,0.88 ,195.52 ,2754.54 ,27088.14 ,4334.46 ,5076.17 
164.78 ,354.11 ,2.03 ,1060.92 ,17.35 ,1034.48 ,0.00 ,0.00 ,1.33 ,157.03 ,7462.77 ,23010.47 ,1720.21 ,727.87 
167.47 ,419.50 ,6.83 ,946.25 ,16.75 ,1070.24 ,0.54 ,0.00 ,1.47 ,182.14 ,4229.36 ,9556.54 ,2197.16 ,1441.43 
164.78 ,384.75 ,7.99 ,987.09 ,17.00 ,1053.39 ,0.56 ,0.00 ,3.90 ,288.61 ,2355.31 ,15675.06 ,9379.10 ,567.92 
164.78 ,353.25 ,2.40 ,1049.54 ,17.09 ,1059.44 ,0.52 ,0.00 ,3.25 ,98.95 ,5894.70 ,9113.04 ,1203.12 ,4050.00 
164.78 ,471.50 ,3.52 ,996.32 ,16.81 ,999.32 ,0.54 ,0.00 ,2.49 ,120.01 ,4396.31 ,21076.23 ,6271.16 ,85.36 
214.77 ,427.75 ,21.78 ,963.55 ,16.87 ,1060.57 ,0.58 ,0.00 ,2.03 ,188.56 ,4030.82 ,19973.17 ,8150.00 ,1903.95 
164.78 ,430.75 ,10.38 ,968.49 ,16.97 ,1069.19 ,0.42 ,0.59 ,38.37 ,253.81 ,497.49 ,2475.38 ,1143.46 ,572.27 
170.16 ,528.75 ,10.00 ,960.29 ,16.53 ,1068.07 ,0.54 ,0.00 ,0.72 ,181.35 ,1589.81 ,23198.44 ,4733.66 ,2127.79 
164.78 ,382.50 ,11.36 ,1049.26 ,16.95 ,1061.65 ,0.54 ,0.00 ,3.75 ,104.77 ,6872.23 ,13093.80 ,250.00 ,4269.66 
164.78 ,393.25 ,4.08 ,1069.68 ,17.00 ,1042.88 ,0.53 ,0.00 ,2.97 ,251.75 ,1570.83 ,22115.32 ,554.54 ,2414.02 
0.19 ,337.00 ,2.20 ,1094.91 ,17.05 ,1070.51 ,0.38 ,0.00 ,0.00 ,100.01 ,50.00 ,2758.17 ,3481.94 ,527.48 
164.78 ,399.50 ,4.04 ,970.75 ,16.95 ,1049.50 ,0.55 ,0.00 ,2.45 ,203.62 ,4065.40 ,19093.13 ,7446.31 ,2726.54 
164.78 ,466.50 ,4.03 ,923.80 ,16.55 ,1075.09 ,0.50 ,0.00 ,12.36 ,934.62 ,698.22 ,10043.28 ,350.00 ,792.15 
164.78 ,404.75 ,4.71 ,1025.04 ,16.85 ,1072.79 ,0.54 ,0.00 ,3.50 ,156.57 ,10584.30 ,24876.65 ,3122.10 ,1472.24 
164.78 ,401.75 ,1.79 ,999.09 ,17.11 ,1025.43 ,0.49 ,0.00 ,4.96 ,170.75 ,1867.49 ,25391.48 ,11551.08 ,7458.38 
164.78 ,395.75 ,4.34 ,1014.16 ,16.95 ,1070.96 ,0.53 ,0.00 ,4.94 ,106.95 ,1790.95 ,26104.55 ,450.00 ,85.36 
164.78 ,376.75 ,8.39 ,1046.19 ,17.02 ,1075.72 ,0.49 ,0.00 ,4.14 ,164.51 ,2804.91 ,22646.14 ,211.97 ,2706.94 
164.78 ,581.50 ,0.37 ,902.93 ,16.23 ,1058.84 ,0.54 ,0.00 ,3.51 ,467.16 ,4221.96 ,5850.43 ,2829.75 ,517.21 
189.77 ,398.75 ,8.24 ,982.66 ,16.77 ,1070.18 ,0.55 ,0.00 ,4.21 ,112.62 ,4807.03 ,7985.46 ,85.36 ,1485.77 
164.78 ,388.75 ,17.84 ,1033.86 ,17.16 ,1038.22 ,0.51 ,0.00 ,1.33 ,285.38 ,6045.45 ,10723.22 ,3592.70 ,3988.42 
189.77 ,471.75 ,13.12 ,1139.98 ,16.50 ,1063.63 ,0.54 ,0.00 ,2.34 ,98.48 ,1329.47 ,23596.77 ,10488.45 ,550.00 
164.78 ,469.25 ,8.52 ,1118.43 ,16.63 ,1005.32 ,0.47 ,0.00 ,2.55 ,171.09 ,166.26 ,35658.48 ,4782.79 ,2930.44 
164.78 ,366.25 ,2.14 ,967.71 ,16.88 ,1065.28 ,0.52 ,0.00 ,1.79 ,266.27 ,2885.74 ,11904.94 ,2570.51 ,4186.59 
164.78 ,432.00 ,4.36 ,1029.70 ,16.76 ,1047.06 ,0.53 ,0.00 ,4.01 ,182.87 ,650.00 ,27230.27 ,3380.46 ,963.07 
82.48 ,369.25 ,2.83 ,1092.41 ,17.08 ,1060.43 ,0.48 ,0.00 ,2.42 ,130.60 ,357.05 ,20076.04 ,2499.50 ,5080.11 
164.78 ,458.75 ,5.07 ,910.93 ,16.67 ,1062.62 ,0.52 ,0.00 ,4.96 ,206.01 ,2351.06 ,7652.94 ,572.27 ,4302.03 
164.78 ,443.75 ,5.29 ,917.22 ,16.69 ,1077.27 ,0.53 ,0.00 ,2.56 ,178.70 ,3368.61 ,24067.98 ,5091.91 ,3542.25 
264.75 ,335.25 ,3.76 ,1104.50 ,17.42 ,1036.91 ,0.50 ,0.00 ,1.70 ,113.95 ,3004.58 ,18619.55 ,638.48 ,1373.86 
164.78 ,343.50 ,12.90 ,970.22 ,16.98 ,1055.75 ,0.54 ,0.00 ,2.80 ,216.46 ,6864.95 ,17019.62 ,5814.42 ,4871.09 
164.78 ,429.00 ,2.06 ,1009.71 ,17.05 ,1038.52 ,0.50 ,0.00 ,2.26 ,265.65 ,3511.05 ,7258.62 ,779.42 ,5935.28 
164.78 ,485.75 ,0.68 ,926.85 ,16.47 ,1064.39 ,0.42 ,0.00 ,6.54 ,1216.55 ,1131.35 ,9312.76 ,567.92 ,250.00 
164.78 ,307.00 ,2.95 ,1044.18 ,17.21 ,1051.92 ,0.49 ,0.00 ,6.38 ,96.81 ,2903.02 ,8923.42 ,357.05 ,6089.95 
164.78 ,558.50 ,13.67 ,903.01 ,16.46 ,1042.01 ,0.53 ,0.00 ,1.65 ,465.04 ,3748.00 ,21941.00 ,250.00 ,476.99 
175.54 ,348.00 ,8.79 ,999.54 ,17.26 ,1058.32 ,0.53 ,0.00 ,7.50 ,260.60 ,1235.92 ,10201.35 ,255.67 ,1365.67 
164.78 ,370.75 ,2.39 ,958.27 ,16.84 ,1050.61 ,0.57 ,0.00 ,3.09 ,163.13 ,1351.85 ,30001.13 ,2080.26 ,2351.06 
164.78 ,335.00 ,7.53 ,995.57 ,17.28 ,1041.41 ,0.50 ,0.00 ,3.73 ,284.05 ,4782.00 ,10053.23 ,2754.54 ,4186.59 
189.77 ,443.50 ,1.98 ,1009.78 ,16.78 ,1058.82 ,0.54 ,0.00 ,4.46 ,202.86 ,6101.43 ,21593.69 ,1950.00 ,696.49 
164.78 ,423.50 ,7.28 ,988.09 ,17.04 ,1013.25 ,0.51 ,0.00 ,1.53 ,114.98 ,4701.86 ,31537.08 ,1512.54 ,650.00 
164.78 ,309.75 ,7.41 ,1056.85 ,17.45 ,1045.92 ,0.55 ,0.00 ,7.48 ,134.68 ,4257.34 ,31084.84 ,1107.93 ,2316.79 
164.78 ,341.00 ,11.69 ,1030.38 ,17.25 ,1048.05 ,0.50 ,0.00 ,2.66 ,286.66 ,4618.17 ,9622.24 ,989.95 ,3314.74 
164.78 ,321.00 ,2.76 ,1110.15 ,17.33 ,1055.60 ,0.48 ,0.00 ,2.14 ,1066.11 ,4101.52 ,10550.24 ,4231.43 ,2264.40 
164.78 ,476.25 ,4.36 ,911.07 ,16.49 ,1069.73 ,0.52 ,0.00 ,1.66 ,950.12 ,497.49 ,11174.41 ,166.26 ,2215.29 
164.78 ,460.75 ,1.58 ,906.02 ,16.65 ,1064.49 ,0.54 ,0.00 ,4.62 ,202.86 ,2854.38 ,19955.14 ,517.21 ,1299.04 
164.78 ,413.50 ,9.78 ,1104.79 ,17.04 ,1063.55 ,0.53 ,0.00 ,1.50 ,139.18 ,2026.70 ,22632.88 ,3798.35 ,3296.59 
164.78 ,299.46 ,3.56 ,1080.67 ,17.59 ,1039.90 ,0.50 ,0.00 ,5.25 ,217.35 ,8557.58 ,17589.78 ,2030.23 ,2752.45 
164.78 ,365.25 ,10.34 ,1066.32 ,17.03 ,1047.73 ,0.50 ,0.00 ,2.06 ,133.29 ,1988.78 ,11655.36 ,6174.75 ,4887.48 
164.78 ,491.75 ,1.10 ,917.37 ,16.56 ,1060.20 ,0.52 ,0.00 ,4.43 ,1164.93 ,384.08 ,8081.31 ,25.00 ,1570.83 
41.34 ,425.50 ,2.44 ,933.67 ,16.74 ,1073.00 ,0.55 ,0.00 ,2.65 ,166.50 ,7101.23 ,17266.37 ,3109.26 ,25.00 
164.78 ,326.75 ,14.46 ,1088.30 ,17.48 ,1035.19 ,0.51 ,0.00 ,3.97 ,217.39 ,5940.33 ,14460.55 ,852.94 ,3073.68 
164.78 ,340.00 ,3.73 ,1032.21 ,17.11 ,1059.06 ,0.53 ,0.00 ,3.34 ,86.52 ,5930.22 ,6295.04 ,517.21 ,50.00 
239.76 ,487.25 ,17.63 ,967.40 ,16.72 ,1062.14 ,0.54 ,0.00 ,1.28 ,211.27 ,2554.90 ,15726.65 ,1423.90 ,4058.02 
164.78 ,509.25 ,18.49 ,1024.97 ,16.89 ,1052.32 ,0.52 ,0.00 ,5.75 ,107.62 ,4430.29 ,20674.80 ,8787.79 ,1734.21 
164.78 ,457.75 ,3.02 ,916.68 ,16.59 ,1072.21 ,0.53 ,0.00 ,2.40 ,184.77 ,3350.00 ,22094.51 ,7625.45 ,1558.04 
164.78 ,331.50 ,8.61 ,1035.34 ,17.26 ,1046.60 ,0.51 ,0.00 ,2.58 ,272.49 ,8206.55 ,11392.43 ,1640.88 ,4850.00 
164.78 ,293.75 ,9.43 ,1085.76 ,17.62 ,1033.15 ,0.43 ,0.00 ,3.90 ,142.38 ,1030.26 ,25359.17 ,5660.80 ,7053.01 
164.78 ,342.50 ,2.65 ,1139.14 ,17.14 ,1057.67 ,0.51 ,0.00 ,9.13 ,126.99 ,5167.93 ,21400.18 ,13798.82 ,295.81 
164.78 ,612.75 ,14.08 ,893.46 ,16.22 ,1038.08 ,0.47 ,0.00 ,2.61 ,485.65 ,653.83 ,14771.85 ,4250.00 ,567.92 
164.78 ,431.25 ,6.00 ,981.65 ,16.90 ,1021.80 ,0.54 ,0.00 ,2.88 ,139.90 ,3876.53 ,17870.30 ,572.27 ,3157.13 
170.16 ,329.00 ,6.97 ,1086.07 ,17.25 ,1054.75 ,0.46 ,0.00 ,1.26 ,143.11 ,4944.44 ,13937.27 ,1768.47 ,7054.61 
41.34 ,281.00 ,15.39 ,1092.74 ,17.54 ,1039.29 ,0.25 ,0.00 ,1.61 ,124.05 ,166.26 ,17455.30 ,4320.59 ,1107.93 
164.78 ,371.00 ,9.46 ,1104.55 ,17.16 ,1058.80 ,0.48 ,0.00 ,1.04 ,144.22 ,1570.83 ,15653.99 ,8932.38 ,2885.30 
128.21 ,294.75 ,3.29 ,1115.75 ,17.54 ,1045.31 ,0.47 ,0.65 ,34.92 ,2258.91 ,255.67 ,3536.59 ,1026.17 ,250.00 
164.78 ,450.50 ,3.52 ,978.25 ,16.82 ,1030.92 ,0.51 ,0.00 ,19.52 ,173.01 ,217.87 ,3122.10 ,1314.73 ,1589.81 
128.20 ,496.50 ,1.03 ,874.83 ,16.54 ,1040.02 ,0.39 ,1.04 ,26.27 ,5142.89 ,217.87 ,5823.01 ,350.00 ,325.00 
167.47 ,336.75 ,14.54 ,1071.82 ,17.39 ,1045.52 ,0.47 ,0.00 ,2.46 ,146.54 ,15583.56 ,26979.39 ,11516.40 ,2350.00 
164.78 ,569.75 ,6.55 ,900.24 ,16.15 ,1060.21 ,0.47 ,0.00 ,2.89 ,606.28 ,1143.46 ,12358.30 ,952.63 ,2840.33 
164.78 ,435.50 ,5.58 ,945.10 ,16.66 ,1066.69 ,0.52 ,0.00 ,2.68 ,200.65 ,991.22 ,5561.25 ,287.46 ,1321.93 
164.78 ,356.25 ,1.80 ,1093.31 ,17.10 ,1070.83 ,0.49 ,0.00 ,2.02 ,138.59 ,850.01 ,7378.85 ,6394.33 ,653.85 
164.78 ,437.50 ,3.84 ,1007.35 ,17.05 ,1022.28 ,0.52 ,0.00 ,3.83 ,256.48 ,852.94 ,21851.49 ,14445.33 ,2972.39 
164.78 ,423.25 ,4.84 ,947.30 ,16.87 ,1049.22 ,0.56 ,0.00 ,3.34 ,205.31 ,1351.85 ,18457.72 ,2754.54 ,3259.98 
164.78 ,303.50 ,4.78 ,1072.24 ,17.40 ,1042.10 ,0.55 ,0.00 ,3.22 ,200.79 ,9369.50 ,32934.90 ,3609.36 ,5746.96 
164.78 ,333.25 ,7.63 ,994.57 ,17.08 ,1054.23 ,0.55 ,0.00 ,2.72 ,291.85 ,3398.16 ,11578.75 ,3395.22 ,1492.48 
164.78 ,401.75 ,3.43 ,1028.48 ,16.71 ,1073.27 ,0.54 ,0.00 ,2.58 ,137.67 ,6271.16 ,25084.81 ,9938.18 ,963.07 
164.78 ,396.25 ,3.68 ,1009.02 ,16.85 ,1071.62 ,0.55 ,0.00 ,1.87 ,114.22 ,217.87 ,25023.34 ,2550.00 ,150.00 
164.78 ,393.25 ,4.28 ,1009.78 ,16.85 ,1070.58 ,0.55 ,0.00 ,1.47 ,108.84 ,4269.37 ,30816.35 ,4181.81 ,5231.40 
214.77 ,430.25 ,16.01 ,1014.29 ,16.83 ,1061.51 ,0.53 ,0.00 ,4.63 ,124.03 ,5988.95 ,25741.94 ,1430.91 ,1099.73 
189.77 ,384.75 ,7.34 ,1035.69 ,17.02 ,1060.86 ,0.51 ,0.00 ,2.93 ,105.77 ,11504.24 ,12355.06 ,1681.52 ,450.00 
164.78 ,435.50 ,1.83 ,926.16 ,16.75 ,1066.28 ,0.57 ,0.00 ,4.88 ,174.97 ,653.83 ,15171.27 ,1350.00 ,2550.02 
164.78 ,489.75 ,4.90 ,984.04 ,16.40 ,1075.75 ,0.52 ,0.00 ,1.65 ,96.11 ,2704.18 ,20413.41 ,85.36 ,1768.47 
164.78 ,371.00 ,10.88 ,974.17 ,16.94 ,1063.77 ,0.56 ,0.00 ,2.33 ,248.39 ,2847.37 ,13715.23 ,3559.14 ,2483.45 
164.78 ,305.25 ,2.32 ,1069.57 ,17.46 ,1047.18 ,0.49 ,0.00 ,3.57 ,146.32 ,12980.61 ,28197.30 ,9396.14 ,259.96 
175.54 ,677.25 ,13.01 ,963.78 ,16.12 ,1058.14 ,0.57 ,0.00 ,0.68 ,90.16 ,792.15 ,16586.37 ,7567.53 ,2658.48 
164.78 ,443.50 ,3.05 ,933.55 ,16.78 ,1060.29 ,0.47 ,0.13 ,12.87 ,414.88 ,668.96 ,1329.47 ,950.00 ,525.00 
175.54 ,490.75 ,13.07 ,916.92 ,16.58 ,1063.32 ,0.54 ,0.00 ,2.20 ,183.08 ,497.49 ,13673.61 ,2954.23 ,3602.46 
164.78 ,549.75 ,1.29 ,900.05 ,16.35 ,1059.61 ,0.53 ,0.00 ,4.81 ,577.08 ,792.15 ,13638.88 ,3176.08 ,1320.97 
128.21 ,539.75 ,4.56 ,910.53 ,16.34 ,1064.72 ,0.44 ,0.00 ,2.57 ,910.53 ,1185.35 ,6255.20 ,1855.43 ,287.46 
164.78 ,505.75 ,0.62 ,863.43 ,16.53 ,1064.01 ,0.52 ,0.00 ,7.10 ,1168.03 ,4901.79 ,8791.33 ,2233.27 ,384.08 
164.78 ,543.50 ,12.92 ,1105.02 ,16.58 ,1000.43 ,0.48 ,0.00 ,3.40 ,166.33 ,1052.38 ,35515.18 ,6519.78 ,2056.09 
164.78 ,610.75 ,7.86 ,998.51 ,16.20 ,1059.87 ,0.58 ,0.00 ,1.17 ,155.95 ,4650.54 ,29444.31 ,10393.63 ,1558.04 
164.78 ,337.50 ,1.34 ,1034.01 ,17.12 ,1061.52 ,0.51 ,0.00 ,1.47 ,95.86 ,7669.91 ,18051.25 ,8072.48 ,5930.22 
