CS,ELE,SL,AMP,AMT,AME,NDVI,NL,POP,GDP,DTW,DTG,DTH,DTC
189.77 ,362.50 ,4.37 ,1011.46 ,17.39 ,1038.32 ,0.54 ,0.00 ,3.56 ,448.62 ,1235.92 ,19195.51 ,8392.11 ,983.62 
164.78 ,337.50 ,4.03 ,1016.84 ,17.37 ,1030.42 ,0.52 ,0.00 ,4.06 ,264.66 ,2977.83 ,17937.32 ,1499.17 ,8210.21 
164.78 ,475.00 ,4.00 ,1015.15 ,17.01 ,1012.99 ,0.55 ,0.00 ,1.64 ,254.84 ,1867.49 ,21216.68 ,150.00 ,3683.41 
164.78 ,410.25 ,4.85 ,1087.92 ,17.41 ,1022.82 ,0.54 ,0.00 ,3.64 ,265.66 ,753.33 ,20117.84 ,4992.74 ,7715.41 
164.78 ,415.50 ,5.00 ,1142.58 ,17.26 ,1023.38 ,0.51 ,0.00 ,4.93 ,271.01 ,2155.81 ,32327.81 ,12422.86 ,3758.66 
164.78 ,419.00 ,3.19 ,1046.18 ,17.22 ,1030.55 ,0.52 ,0.00 ,2.33 ,541.67 ,983.62 ,11255.55 ,1329.47 ,4628.98 
164.78 ,368.75 ,6.89 ,1014.24 ,17.32 ,1031.39 ,0.52 ,0.00 ,2.65 ,255.26 ,2099.41 ,10906.31 ,1098.86 ,8475.11 
239.76 ,407.50 ,19.54 ,1013.75 ,17.26 ,1018.08 ,0.54 ,0.00 ,2.20 ,193.00 ,3985.91 ,9866.48 ,3044.26 ,3010.40 
164.78 ,348.25 ,10.21 ,1056.59 ,17.53 ,1040.75 ,0.50 ,0.00 ,4.17 ,177.23 ,12718.79 ,18691.91 ,211.97 ,7210.24 
164.78 ,464.25 ,2.31 ,1096.11 ,16.90 ,1045.69 ,0.54 ,0.00 ,4.98 ,2003.34 ,3771.94 ,27525.76 ,250.00 ,1678.54 
164.78 ,436.50 ,3.52 ,982.54 ,16.97 ,1047.30 ,0.54 ,0.00 ,4.57 ,348.52 ,712.39 ,16033.95 ,4807.03 ,876.07 
164.78 ,428.00 ,3.84 ,1013.68 ,17.10 ,1036.73 ,0.56 ,0.00 ,2.65 ,300.37 ,1710.99 ,16472.63 ,4172.23 ,85.36 
164.78 ,376.25 ,5.88 ,1091.12 ,17.39 ,1030.29 ,0.55 ,0.00 ,3.60 ,557.42 ,1710.99 ,12581.24 ,2350.00 ,1867.49 
164.78 ,408.25 ,4.38 ,1037.59 ,17.11 ,1058.06 ,0.54 ,0.00 ,1.08 ,358.25 ,5446.79 ,13895.59 ,0.00 ,50.00 
164.78 ,418.00 ,7.87 ,1127.45 ,17.22 ,1039.74 ,0.55 ,0.00 ,1.67 ,271.35 ,4710.36 ,25017.74 ,2499.50 ,2677.22 
173.11 ,392.75 ,2.63 ,999.37 ,17.12 ,1043.05 ,0.56 ,0.00 ,3.71 ,375.05 ,2754.54 ,16573.70 ,2650.00 ,4962.61 
164.78 ,295.00 ,2.13 ,1094.62 ,17.74 ,1041.61 ,0.51 ,0.00 ,4.52 ,287.06 ,6422.42 ,17762.53 ,357.05 ,211.97 
164.78 ,472.75 ,3.49 ,1075.25 ,16.95 ,1023.17 ,0.48 ,0.00 ,3.02 ,375.66 ,698.22 ,30393.54 ,4550.00 ,160.36 
164.78 ,454.25 ,8.19 ,1011.59 ,17.06 ,1028.12 ,0.56 ,0.00 ,4.67 ,292.92 ,2442.85 ,5809.26 ,50.00 ,25.00 
82.48 ,291.00 ,2.56 ,1020.14 ,17.61 ,1034.79 ,0.49 ,0.00 ,6.47 ,194.83 ,7578.09 ,11775.72 ,2123.09 ,2785.70 
189.77 ,335.50 ,8.13 ,1008.97 ,17.36 ,1046.85 ,0.54 ,0.00 ,7.22 ,547.18 ,3559.14 ,2977.83 ,1840.52 ,1915.07 
189.77 ,281.25 ,3.09 ,1086.55 ,17.92 ,1039.81 ,0.53 ,0.00 ,2.90 ,310.33 ,2036.54 ,7314.88 ,3238.44 ,1616.20 
164.78 ,224.85 ,3.95 ,1078.08 ,18.09 ,1046.05 ,0.00 ,0.00 ,2.00 ,333.13 ,1855.30 ,16871.59 ,2424.41 ,4346.77 
164.78 ,427.50 ,1.31 ,1171.76 ,17.11 ,1055.70 ,0.54 ,0.00 ,2.29 ,299.25 ,6482.86 ,16909.39 ,864.59 ,2123.09 
164.78 ,433.00 ,2.07 ,1050.48 ,17.07 ,1057.09 ,0.55 ,0.00 ,6.06 ,343.95 ,5703.29 ,19294.75 ,1840.71 ,1275.74 
164.78 ,408.25 ,2.22 ,1024.36 ,17.08 ,1057.86 ,0.50 ,0.00 ,1.41 ,373.43 ,7122.32 ,12770.57 ,1909.84 ,1751.43 
82.49 ,437.50 ,2.35 ,1016.32 ,17.15 ,1011.22 ,0.54 ,0.00 ,1.33 ,230.44 ,85.36 ,17633.70 ,2056.09 ,3468.07 
164.78 ,330.00 ,4.32 ,1043.36 ,17.56 ,1027.23 ,0.53 ,0.00 ,5.23 ,288.52 ,2695.83 ,12772.14 ,3771.94 ,2885.74 
164.78 ,310.75 ,3.13 ,1018.93 ,17.57 ,1029.45 ,0.51 ,0.00 ,9.35 ,220.86 ,5352.34 ,5417.33 ,1359.23 ,3459.41 
164.78 ,296.50 ,2.85 ,1039.31 ,17.67 ,1036.10 ,0.45 ,0.00 ,7.80 ,432.78 ,1722.64 ,17258.84 ,426.94 ,650.00 
164.78 ,418.00 ,5.75 ,1154.89 ,17.09 ,1056.77 ,0.54 ,0.00 ,1.66 ,284.83 ,2535.25 ,18042.38 ,430.02 ,2264.40 
164.78 ,434.50 ,4.87 ,1033.75 ,17.23 ,1031.05 ,0.51 ,0.00 ,1.11 ,504.71 ,2761.79 ,22981.46 ,1589.81 ,2729.01 
164.78 ,326.25 ,6.34 ,1032.89 ,17.48 ,1043.14 ,0.52 ,0.00 ,6.25 ,456.44 ,8850.28 ,10033.32 ,3198.05 ,550.32 
178.19 ,388.75 ,4.49 ,1092.27 ,17.47 ,1036.29 ,0.40 ,1.21 ,54.10 ,918.56 ,1645.45 ,4763.14 ,1657.56 ,25.00 
164.78 ,292.75 ,3.51 ,1028.41 ,17.72 ,1036.01 ,0.50 ,0.00 ,1.85 ,424.12 ,3899.68 ,17511.92 ,8675.68 ,1150.00 
164.78 ,309.00 ,6.21 ,1021.73 ,17.52 ,1030.78 ,0.49 ,0.00 ,4.29 ,200.78 ,5809.26 ,10533.16 ,217.87 ,2050.00 
164.78 ,315.75 ,8.80 ,1017.46 ,17.53 ,1035.62 ,0.52 ,0.00 ,5.39 ,192.57 ,6451.94 ,13291.63 ,1550.00 ,1052.38 
164.78 ,410.25 ,6.99 ,1127.58 ,17.29 ,1026.08 ,0.52 ,0.00 ,5.11 ,293.33 ,4504.17 ,26867.96 ,7393.75 ,135.36 
214.77 ,330.75 ,6.95 ,1027.42 ,17.56 ,1041.63 ,0.52 ,0.00 ,2.10 ,469.37 ,4290.40 ,4718.85 ,4930.26 ,497.49 
164.78 ,331.75 ,4.92 ,1069.60 ,17.59 ,1044.14 ,0.55 ,0.00 ,2.78 ,290.27 ,10750.00 ,30434.97 ,5598.88 ,2671.19 
164.78 ,431.00 ,5.29 ,1061.16 ,17.21 ,1023.64 ,0.55 ,0.00 ,5.17 ,506.36 ,2147.67 ,13721.79 ,7781.23 ,1705.14 
264.75 ,857.25 ,17.04 ,980.65 ,15.52 ,993.47 ,0.58 ,0.00 ,0.66 ,3887.21 ,3153.97 ,6337.78 ,2405.72 ,2878.80 
164.78 ,311.50 ,4.13 ,1018.34 ,17.44 ,1028.98 ,0.52 ,0.00 ,2.23 ,205.54 ,4250.59 ,9388.69 ,1451.72 ,4362.05 
164.78 ,346.50 ,7.52 ,1063.34 ,17.54 ,1023.71 ,0.51 ,0.00 ,3.93 ,291.49 ,450.00 ,7178.27 ,3819.36 ,4193.75 
164.78 ,498.00 ,12.28 ,996.00 ,16.90 ,1026.99 ,0.58 ,0.00 ,2.82 ,294.34 ,1739.97 ,28916.21 ,12404.33 ,653.83 
164.78 ,332.85 ,11.54 ,1041.04 ,17.65 ,1029.20 ,0.51 ,0.00 ,1.98 ,450.77 ,2799.73 ,22031.71 ,7376.45 ,4549.50 
164.78 ,374.25 ,1.91 ,1152.12 ,17.39 ,1048.83 ,0.51 ,0.00 ,2.18 ,282.08 ,2535.25 ,23416.39 ,135.36 ,1519.05 
164.78 ,512.25 ,1.69 ,1043.31 ,16.74 ,1040.94 ,0.55 ,0.00 ,4.84 ,2145.01 ,3550.70 ,21283.03 ,554.54 ,211.97 
164.78 ,372.50 ,3.98 ,1003.49 ,17.25 ,1041.05 ,0.56 ,0.00 ,2.44 ,423.96 ,2499.50 ,10201.35 ,4650.00 ,1321.93 
164.78 ,414.50 ,2.23 ,1024.28 ,17.30 ,1023.96 ,0.52 ,0.00 ,6.97 ,207.43 ,6864.95 ,26339.09 ,7218.55 ,350.00 
264.75 ,543.25 ,6.85 ,1073.03 ,16.51 ,1029.66 ,0.55 ,0.00 ,4.75 ,1772.14 ,4852.58 ,28442.35 ,2632.01 ,1767.76 
164.78 ,413.00 ,3.92 ,1014.28 ,17.23 ,1017.77 ,0.52 ,0.00 ,3.09 ,202.67 ,357.13 ,23301.23 ,474.51 ,1614.78 
239.76 ,333.25 ,10.61 ,1023.34 ,17.47 ,1042.99 ,0.54 ,0.00 ,1.89 ,439.50 ,2372.24 ,5316.72 ,5655.75 ,2316.79 
164.78 ,373.25 ,7.39 ,1016.23 ,17.40 ,1022.22 ,0.51 ,0.00 ,1.60 ,555.50 ,7225.48 ,30695.07 ,12685.72 ,1052.38 
164.78 ,305.75 ,3.57 ,1097.80 ,17.68 ,1042.46 ,0.53 ,0.00 ,2.94 ,296.16 ,5911.64 ,19872.78 ,3814.12 ,3827.21 
55.06 ,343.75 ,12.07 ,1105.45 ,17.40 ,1029.14 ,0.49 ,0.00 ,39.68 ,451.82 ,3289.37 ,20216.02 ,381.00 ,3468.07 
164.78 ,436.50 ,1.71 ,977.16 ,16.97 ,1049.63 ,0.53 ,0.00 ,1.94 ,350.12 ,2056.09 ,18554.99 ,766.49 ,3742.66 
164.78 ,423.50 ,9.05 ,1011.57 ,17.19 ,1040.96 ,0.57 ,0.00 ,2.72 ,347.22 ,3915.04 ,22075.95 ,5370.99 ,1160.82 
167.47 ,341.25 ,4.19 ,1038.28 ,17.53 ,1040.44 ,0.49 ,0.00 ,2.65 ,466.77 ,6644.36 ,10834.55 ,166.26 ,3559.14 
214.77 ,407.00 ,6.58 ,1010.40 ,17.31 ,1040.00 ,0.54 ,0.00 ,3.66 ,425.80 ,2393.22 ,17313.22 ,7222.71 ,3476.71 
164.78 ,372.25 ,2.89 ,1140.81 ,17.30 ,1029.52 ,0.52 ,0.00 ,4.28 ,295.25 ,3814.12 ,28980.81 ,11343.17 ,350.00 
55.05 ,439.75 ,1.16 ,979.25 ,16.99 ,1054.04 ,0.54 ,0.00 ,7.23 ,380.72 ,3824.59 ,16669.96 ,950.00 ,1492.48 
164.78 ,444.75 ,13.43 ,985.30 ,17.08 ,1057.08 ,0.48 ,0.00 ,4.60 ,369.49 ,255.67 ,14989.58 ,1192.73 ,1807.62 
189.77 ,508.75 ,0.70 ,989.44 ,16.65 ,1042.82 ,0.55 ,0.00 ,3.86 ,5081.33 ,4782.00 ,6911.40 ,3421.62 ,750.00 
214.77 ,344.50 ,8.38 ,1029.70 ,17.43 ,1044.65 ,0.53 ,0.00 ,2.18 ,489.02 ,3269.17 ,10723.22 ,287.46 ,3259.98 
164.78 ,421.25 ,2.60 ,1030.40 ,17.24 ,1031.17 ,0.51 ,0.00 ,0.63 ,515.37 ,1774.12 ,22390.79 ,2099.41 ,5105.63 
164.78 ,318.75 ,5.36 ,1023.10 ,17.44 ,1045.17 ,0.53 ,0.00 ,1.80 ,445.22 ,6101.43 ,8981.51 ,3412.84 ,2903.02 
164.78 ,293.75 ,5.06 ,1022.61 ,17.60 ,1045.03 ,0.55 ,0.00 ,3.83 ,465.52 ,3567.56 ,4412.20 ,50.00 ,2650.94 
164.78 ,272.75 ,2.73 ,1026.35 ,17.74 ,1042.56 ,0.48 ,0.00 ,8.41 ,413.92 ,295.81 ,9114.14 ,2393.22 ,887.41 
164.78 ,504.75 ,1.07 ,1005.81 ,16.76 ,1046.30 ,0.53 ,0.00 ,2.37 ,2022.98 ,4430.29 ,12384.16 ,135.36 ,2732.67 
164.78 ,431.75 ,1.90 ,1038.78 ,17.01 ,1048.20 ,0.56 ,0.00 ,4.10 ,335.40 ,250.00 ,13034.09 ,517.21 ,455.55 
164.78 ,401.00 ,4.27 ,1027.88 ,17.24 ,1037.60 ,0.55 ,0.00 ,1.71 ,408.83 ,2451.02 ,19846.60 ,4405.39 ,2871.85 
164.78 ,505.95 ,6.17 ,1021.24 ,17.00 ,996.02 ,0.54 ,0.00 ,3.56 ,198.02 ,2974.93 ,17299.77 ,9281.45 ,1548.60 
164.78 ,430.25 ,4.10 ,1003.61 ,17.04 ,1031.56 ,0.57 ,0.00 ,1.66 ,217.18 ,811.87 ,22301.29 ,16100.10 ,1142.39 
164.78 ,495.00 ,2.40 ,997.42 ,16.79 ,1055.54 ,0.51 ,0.00 ,3.90 ,2650.11 ,1416.86 ,11050.23 ,384.08 ,426.94 
164.78 ,477.00 ,5.01 ,1021.05 ,17.11 ,1001.16 ,0.57 ,0.00 ,4.30 ,199.01 ,6223.14 ,21170.91 ,11319.34 ,450.00 
152.59 ,318.75 ,8.02 ,1030.10 ,17.65 ,1033.92 ,0.41 ,0.56 ,61.88 ,307.02 ,4186.59 ,1596.09 ,950.00 ,151.61 
164.78 ,272.40 ,2.08 ,1034.01 ,17.89 ,1027.32 ,0.00 ,0.00 ,2.52 ,180.72 ,5059.92 ,21114.98 ,1321.76 ,4353.09 
164.78 ,412.25 ,4.89 ,1207.36 ,17.22 ,1059.50 ,0.53 ,0.00 ,5.30 ,307.27 ,4746.31 ,9139.34 ,450.00 ,638.35 
164.78 ,316.50 ,7.19 ,1018.33 ,17.52 ,1038.05 ,0.50 ,0.00 ,3.91 ,199.15 ,295.81 ,16524.75 ,2797.77 ,1751.43 
164.78 ,450.75 ,0.92 ,1015.01 ,17.12 ,1011.23 ,0.55 ,0.00 ,2.30 ,234.34 ,792.15 ,13716.69 ,606.22 ,1458.60 
164.78 ,285.27 ,1.34 ,1029.19 ,17.77 ,1030.07 ,0.49 ,0.00 ,3.90 ,191.17 ,5859.06 ,23414.85 ,1114.81 ,7036.72 
164.78 ,462.50 ,10.62 ,1263.40 ,17.15 ,1041.81 ,0.54 ,0.00 ,8.61 ,330.77 ,4905.86 ,3511.05 ,1750.00 ,1668.85 
55.06 ,325.75 ,4.32 ,1030.55 ,17.61 ,1030.53 ,0.49 ,0.00 ,2.57 ,439.48 ,5836.74 ,15200.90 ,6373.19 ,1750.00 
239.76 ,311.50 ,5.60 ,1039.01 ,17.63 ,1042.94 ,0.49 ,0.00 ,2.16 ,531.09 ,4554.94 ,11071.92 ,785.83 ,696.49 
164.78 ,442.75 ,4.08 ,1015.00 ,17.10 ,1013.32 ,0.53 ,0.00 ,2.99 ,261.70 ,3131.69 ,17370.88 ,85.36 ,6779.93 
164.78 ,433.00 ,1.64 ,1067.35 ,17.11 ,1040.65 ,0.54 ,0.00 ,2.56 ,373.54 ,1395.53 ,20810.75 ,335.85 ,642.32 
164.78 ,342.25 ,5.26 ,1018.56 ,17.38 ,1049.45 ,0.54 ,0.00 ,4.11 ,426.43 ,5952.10 ,11835.01 ,6367.69 ,5616.72 
164.78 ,431.75 ,3.32 ,1025.01 ,17.10 ,1017.91 ,0.55 ,0.00 ,2.68 ,517.72 ,779.42 ,17127.39 ,6256.80 ,3344.77 
164.78 ,319.25 ,3.68 ,1018.10 ,17.55 ,1023.44 ,0.51 ,0.00 ,2.56 ,184.49 ,1614.78 ,11231.54 ,427.27 ,3344.77 
164.78 ,295.75 ,5.91 ,1021.05 ,17.62 ,1028.27 ,0.53 ,0.00 ,2.72 ,201.06 ,8358.68 ,21074.81 ,12435.74 ,2150.00 
164.78 ,417.25 ,3.20 ,1014.32 ,17.22 ,1014.88 ,0.54 ,0.00 ,5.74 ,195.03 ,2123.09 ,27279.07 ,2623.93 ,3750.67 
164.78 ,461.00 ,11.50 ,1021.03 ,17.14 ,1009.60 ,0.53 ,0.00 ,4.62 ,181.28 ,3044.26 ,20192.76 ,874.61 ,1177.92 
18.48 ,372.50 ,1.80 ,1093.98 ,17.46 ,1043.83 ,0.41 ,0.59 ,28.63 ,1083.14 ,852.94 ,6441.08 ,963.07 ,197.16 
214.77 ,354.25 ,3.76 ,1130.38 ,17.39 ,1039.51 ,0.52 ,0.00 ,7.38 ,283.25 ,2899.57 ,22923.51 ,7446.31 ,653.85 
164.78 ,396.25 ,13.01 ,1077.69 ,17.37 ,1017.39 ,0.52 ,0.00 ,5.42 ,290.11 ,2125.44 ,11710.15 ,2850.00 ,4405.39 
164.78 ,417.25 ,5.01 ,1014.61 ,17.16 ,1039.26 ,0.56 ,0.00 ,2.75 ,361.03 ,1430.91 ,19853.15 ,2211.89 ,2264.40 
239.76 ,510.25 ,7.77 ,1225.91 ,16.97 ,1026.41 ,0.54 ,0.00 ,1.62 ,298.98 ,2264.40 ,4767.34 ,2050.00 ,3491.06 
164.78 ,289.75 ,6.79 ,1022.35 ,17.78 ,1029.58 ,0.50 ,0.00 ,3.76 ,190.51 ,9034.79 ,19973.67 ,3667.08 ,2761.79 
164.78 ,325.00 ,6.74 ,1021.95 ,17.46 ,1047.36 ,0.55 ,0.00 ,1.69 ,436.28 ,3677.97 ,10893.46 ,1203.12 ,2688.40 
164.78 ,438.00 ,3.45 ,1015.36 ,17.04 ,1059.24 ,0.52 ,0.00 ,15.94 ,373.95 ,3244.61 ,16789.98 ,426.94 ,651.87 
164.78 ,423.25 ,4.41 ,1276.59 ,17.23 ,1035.83 ,0.53 ,0.00 ,1.20 ,269.86 ,2056.09 ,20325.54 ,4618.17 ,567.92 
164.78 ,412.00 ,3.93 ,1212.07 ,17.24 ,1041.44 ,0.53 ,0.00 ,1.43 ,293.52 ,2123.09 ,18770.39 ,476.99 ,708.89 
239.76 ,452.00 ,5.69 ,1019.42 ,17.04 ,1013.66 ,0.54 ,0.00 ,0.59 ,506.84 ,0.00 ,15314.94 ,6166.64 ,3296.59 
164.78 ,299.00 ,3.75 ,1018.85 ,17.68 ,1032.63 ,0.51 ,0.00 ,2.20 ,199.58 ,7589.96 ,11070.12 ,653.83 ,1722.64 
164.78 ,348.00 ,4.92 ,1070.43 ,17.57 ,1018.68 ,0.49 ,0.00 ,19.47 ,347.71 ,476.99 ,3335.79 ,1211.40 ,1451.72 
164.78 ,327.25 ,6.21 ,1043.21 ,17.60 ,1043.96 ,0.47 ,0.01 ,2.13 ,550.57 ,3335.79 ,6883.86 ,217.87 ,698.22 
164.78 ,290.50 ,3.02 ,1023.04 ,17.69 ,1033.60 ,0.47 ,0.00 ,3.01 ,396.36 ,4030.82 ,16317.71 ,4652.69 ,3631.46 
164.78 ,278.25 ,2.66 ,1080.13 ,17.75 ,1041.13 ,0.51 ,0.00 ,2.80 ,291.88 ,2150.00 ,25161.23 ,1807.62 ,3542.24 
164.78 ,394.25 ,3.43 ,1021.96 ,17.28 ,1018.13 ,0.52 ,0.00 ,6.03 ,191.32 ,2372.24 ,23033.62 ,2120.13 ,1956.40 
164.78 ,419.25 ,3.89 ,1048.01 ,17.26 ,1038.47 ,0.54 ,0.00 ,5.80 ,531.10 ,827.69 ,12372.85 ,3868.79 ,4210.40 
164.78 ,428.25 ,1.61 ,1024.94 ,17.20 ,1027.98 ,0.52 ,0.00 ,0.97 ,515.79 ,2688.40 ,18399.66 ,1644.67 ,1291.32 
164.78 ,244.25 ,3.28 ,1083.81 ,17.90 ,1033.07 ,0.42 ,0.00 ,12.84 ,291.89 ,295.81 ,11397.70 ,1550.00 ,1013.66 
164.78 ,406.50 ,4.21 ,1031.97 ,17.24 ,1038.37 ,0.52 ,0.00 ,3.46 ,388.48 ,1583.12 ,12210.14 ,2363.79 ,426.94 
164.78 ,305.44 ,6.30 ,1033.11 ,17.79 ,1027.15 ,0.53 ,0.00 ,4.40 ,224.11 ,5565.79 ,21984.43 ,1590.18 ,6545.09 
164.78 ,351.00 ,4.69 ,1007.04 ,17.31 ,1037.33 ,0.53 ,0.00 ,4.43 ,432.29 ,2183.46 ,15442.39 ,12150.21 ,85.36 
164.78 ,351.75 ,7.43 ,1019.34 ,17.33 ,1023.95 ,0.54 ,0.00 ,2.18 ,172.23 ,3636.96 ,29164.15 ,2758.17 ,1951.28 
164.78 ,391.50 ,2.54 ,1232.97 ,17.27 ,1045.34 ,0.54 ,0.00 ,1.30 ,281.18 ,1961.50 ,15771.10 ,2704.18 ,4484.14 
164.78 ,394.25 ,2.34 ,1028.46 ,17.42 ,1024.09 ,0.51 ,0.00 ,5.00 ,277.67 ,10004.37 ,23721.88 ,5819.58 ,3530.93 
164.78 ,296.50 ,7.10 ,1029.02 ,17.72 ,1023.67 ,0.53 ,0.00 ,3.26 ,182.37 ,9156.83 ,22720.20 ,13924.72 ,50.00 
164.78 ,421.25 ,4.43 ,1018.35 ,17.15 ,1032.76 ,0.57 ,0.00 ,3.76 ,267.06 ,2165.06 ,9640.93 ,2351.06 ,2562.71 
164.78 ,415.25 ,4.01 ,1023.24 ,17.22 ,1033.64 ,0.55 ,0.00 ,2.42 ,267.88 ,3818.70 ,13555.35 ,151.61 ,2930.44 
164.78 ,320.60 ,10.45 ,1037.83 ,17.71 ,1035.50 ,0.50 ,0.00 ,3.13 ,384.57 ,6039.51 ,17463.57 ,2025.15 ,610.19 
164.78 ,443.00 ,5.49 ,1004.55 ,17.09 ,1032.31 ,0.57 ,0.00 ,5.38 ,422.62 ,4756.84 ,17310.91 ,12864.78 ,2219.80 
189.77 ,395.00 ,6.08 ,1060.85 ,17.32 ,1034.13 ,0.55 ,0.00 ,2.84 ,542.73 ,5539.63 ,10539.81 ,5389.57 ,1186.38 
164.78 ,281.75 ,1.38 ,1039.50 ,17.61 ,1042.37 ,0.52 ,0.00 ,6.19 ,541.59 ,2899.57 ,5881.11 ,25.00 ,829.16 
164.78 ,390.25 ,4.27 ,1042.96 ,17.36 ,1025.72 ,0.53 ,0.00 ,2.84 ,516.57 ,863.20 ,23990.15 ,12191.29 ,3690.19 
164.78 ,437.25 ,4.08 ,1014.96 ,17.07 ,1026.85 ,0.55 ,0.00 ,9.98 ,307.73 ,1071.21 ,2710.63 ,638.35 ,1710.99 
164.78 ,403.50 ,2.87 ,1030.71 ,17.23 ,1034.64 ,0.55 ,0.00 ,4.07 ,536.47 ,3748.00 ,18475.59 ,295.81 ,2535.25 
164.78 ,370.75 ,6.27 ,1000.82 ,17.19 ,1039.88 ,0.58 ,0.00 ,2.91 ,296.16 ,4962.61 ,19007.04 ,8386.15 ,3398.16 
164.78 ,424.25 ,2.72 ,1075.37 ,17.07 ,1049.25 ,0.55 ,0.00 ,2.69 ,376.31 ,2080.26 ,23407.00 ,211.97 ,874.61 
164.78 ,392.00 ,8.98 ,1017.63 ,17.55 ,1019.92 ,0.52 ,0.00 ,2.29 ,180.27 ,3412.84 ,7276.50 ,1250.00 ,3377.13 
264.75 ,671.75 ,27.26 ,956.07 ,16.19 ,1024.93 ,0.55 ,0.00 ,1.74 ,4844.84 ,1818.65 ,5344.86 ,166.26 ,2688.40 
164.78 ,430.00 ,5.16 ,1016.40 ,17.09 ,1033.80 ,0.57 ,0.00 ,2.40 ,237.72 ,864.59 ,14496.46 ,1519.05 ,3314.74 
164.78 ,480.25 ,1.40 ,1111.55 ,16.92 ,1039.02 ,0.52 ,0.00 ,1.93 ,289.23 ,3083.42 ,26972.72 ,7340.81 ,517.21 
164.78 ,411.50 ,3.52 ,1226.57 ,17.31 ,1049.85 ,0.53 ,0.00 ,1.48 ,294.10 ,2991.24 ,13188.16 ,1259.96 ,1778.39 
164.78 ,409.50 ,2.45 ,1038.98 ,17.35 ,1023.93 ,0.53 ,0.00 ,4.94 ,269.30 ,698.22 ,21824.93 ,7551.66 ,7850.00 
239.76 ,581.75 ,20.23 ,994.58 ,16.21 ,1024.23 ,0.54 ,0.00 ,1.38 ,3312.35 ,6577.80 ,10666.18 ,1790.95 ,2338.27 
189.77 ,407.50 ,3.39 ,1076.75 ,17.15 ,1039.66 ,0.51 ,0.00 ,1.38 ,404.33 ,573.15 ,18715.97 ,4209.81 ,2333.99 
164.78 ,431.00 ,2.55 ,1225.69 ,17.17 ,1049.01 ,0.52 ,0.00 ,2.47 ,311.17 ,8634.09 ,7715.41 ,85.36 ,1981.79 
164.78 ,398.50 ,5.93 ,1026.04 ,17.26 ,1038.03 ,0.54 ,0.00 ,3.27 ,388.06 ,4350.57 ,21413.72 ,955.27 ,1807.62 
164.78 ,397.25 ,9.16 ,1016.04 ,17.37 ,1014.71 ,0.55 ,0.00 ,4.69 ,192.18 ,4424.68 ,15380.10 ,4819.49 ,2624.40 
164.78 ,289.75 ,1.29 ,1017.75 ,17.58 ,1033.47 ,0.50 ,0.00 ,2.13 ,186.22 ,5042.57 ,9238.37 ,85.36 ,1203.12 
164.78 ,379.50 ,2.88 ,1076.00 ,17.51 ,1020.08 ,0.54 ,0.00 ,3.51 ,315.44 ,1710.99 ,6158.53 ,2467.29 ,2850.00 
164.78 ,432.50 ,6.55 ,985.35 ,17.04 ,1044.90 ,0.56 ,0.00 ,4.44 ,627.92 ,2351.06 ,29635.92 ,2535.25 ,342.98 
164.78 ,292.25 ,7.63 ,1021.43 ,17.65 ,1034.71 ,0.51 ,0.00 ,3.81 ,188.59 ,12246.12 ,24028.06 ,11113.39 ,1273.78 
164.78 ,419.00 ,3.57 ,1095.96 ,17.10 ,1040.21 ,0.54 ,0.00 ,2.07 ,377.68 ,2913.33 ,21201.12 ,3707.76 ,2127.79 
0.19 ,353.50 ,0.55 ,1060.03 ,17.41 ,1038.10 ,0.50 ,0.00 ,5.58 ,477.44 ,259.96 ,5430.24 ,1048.87 ,1981.79 
164.78 ,468.50 ,2.80 ,1216.15 ,17.03 ,1018.29 ,0.50 ,0.00 ,5.14 ,280.64 ,3758.69 ,29704.00 ,1351.85 ,2127.79 
189.77 ,306.00 ,9.32 ,1079.69 ,17.67 ,1038.63 ,0.53 ,0.00 ,2.85 ,359.90 ,5819.58 ,19002.83 ,384.08 ,2264.40 
164.78 ,318.00 ,6.05 ,1031.72 ,17.55 ,1039.26 ,0.49 ,0.00 ,2.26 ,438.75 ,5402.55 ,9266.47 ,424.28 ,912.45 
181.44 ,451.50 ,4.54 ,1003.75 ,17.02 ,1039.91 ,0.56 ,0.00 ,3.50 ,356.70 ,85.36 ,11570.98 ,850.01 ,1681.52 
214.76 ,549.25 ,15.22 ,1003.67 ,16.38 ,1020.43 ,0.54 ,0.00 ,1.29 ,308.79 ,1395.53 ,14288.72 ,2070.63 ,6174.75 
164.78 ,299.25 ,4.07 ,1021.26 ,17.69 ,1032.57 ,0.47 ,0.00 ,4.23 ,194.85 ,7001.96 ,13847.29 ,2094.64 ,1840.52 
164.78 ,399.75 ,6.99 ,1142.83 ,17.33 ,1046.86 ,0.53 ,0.00 ,6.82 ,270.96 ,5433.92 ,24526.06 ,864.59 ,110.36 
164.78 ,382.75 ,1.75 ,1035.40 ,17.36 ,1031.26 ,0.51 ,0.00 ,7.01 ,183.88 ,5080.11 ,30380.05 ,9971.33 ,9089.97 
264.75 ,503.25 ,13.95 ,999.09 ,16.98 ,1030.00 ,0.58 ,0.00 ,6.12 ,266.96 ,1061.84 ,27301.05 ,13349.44 ,852.94 
164.78 ,460.96 ,5.65 ,1023.80 ,17.13 ,1003.47 ,0.55 ,0.00 ,2.90 ,200.41 ,6528.23 ,18010.47 ,8688.96 ,1326.66 
